year,country,iso,ifs,pop,rgdpmad,rgdpbarro,rconsbarro,gdp,iy,cpi,ca,imports,exports,narrowm,money,stir,ltrate,hpnom,unemp,wage,debtgdp,revenue,expenditure,xrusd,tloans,tmort,thh,tbus,bdebt,lev,ltd,noncore,crisisJST,crisisJST_old,peg,peg_strict,peg_type,peg_base,JSTtrilemmaIV,eq_tr,housing_tr,bond_tr,bill_rate,rent_ipolated,housing_capgain_ipolated,housing_capgain,housing_rent_rtn,housing_rent_yd,eq_capgain,eq_dp,eq_capgain_interp,eq_tr_interp,eq_dp_interp,bond_rate,eq_div_rtn,capital_tr,risky_tr,safe_tr,xrusd_return,eq_tr_usd,bond_tr_usd,bill_rate_usd,cum_eq_tr_usd
1982,Finland,FIN,172,4841.715,13484.753154850088,60.97491464073631,58.7734,254495.08119,0.2648699805719086,63.928,-4426.0179411294,64751.4531,63026.1094,42972.0,104972.0,11.663333,9.3208333,39.549263476800206,5.28,51.56522899887038,0.137934,58613.00634,59362.168320000004,5.291,110815.0,40202.8984,72531.9609,38283.039099999995,137954.9375,3.288902759552002,111.88574981689453,43.627235412597656,0,0,1,0,PEG,DEU,-1.2984999,0.41609060764312744,0.29283156991004944,0.12422684580087662,0.1166333332657814,,,0.19347995519638062,0.09935161471366882,0.08324531465768814,0.34554266929626465,0.05243080109357834,,,,0.09320833534002304,0.07054787874221802,0.2796795666217804,0.29823920130729675,0.12043008953332901,0.21436768418636679,0.16611354706125603,-0.07422862083643567,-0.0804816796373069,128.30752485454576
1983,Finland,FIN,172,4869.858,13766.872393702606,62.40840956612041,60.3123,283920.49896,0.2674337177040582,69.276,-6256.904536134,71527.8516,69692.2813,48329.0,118729.0,14.668333,9.5641667,46.981715107303565,5.43,56.92519930768267,0.152915,66122.46333,70337.9859,5.81,126954.0,47453.6992,84346.125,42607.875,153244.875,3.4185428619384766,112.24040222167969,46.25172424316406,0,0,1,0,PEG,DEU,-1.6515,0.688093900680542,0.27660343050956726,0.09506866335868835,0.14668333530426025,,,0.1879274696111679,0.08867596834897995,0.07464762777090073,0.629131555557251,0.036192476749420166,,,,0.09564166516065598,0.05896230414509773,0.28576037287712097,0.3078136742115021,0.1208759993314743,0.09809109809109794,0.5372985935457399,-0.0027524444353147492,0.04425155371684042,197.784276093774
1984,Finland,FIN,172,4893.748,14106.716637428746,63.97316882981835,61.8445,317858.7258,0.2523490459634706,74.172,-124.0530187806,74681.6172,80904.1328,55844.0,137044.0,16.5025,10.49,52.87562433573378,5.12,62.295501842653074,0.151178,77365.83876,77122.06383,6.53,145256.0,54266.3008,96832.1563,48423.8437,171347.109375,3.712769031524658,111.6220474243164,49.726478576660156,0,0,1,0,PEG,DEU,0.091,-0.028777852654457092,0.20448225736618042,0.10993430763483047,0.165024995803833,,,0.1254509687423706,0.07903129607439041,0.07022189348936081,-0.0631784051656723,0.036720529198646545,,,,0.10490000247955322,0.034400586038827896,0.18026301264762878,0.18622717261314392,0.13747964799404144,0.12392426850258187,-0.13586513383191368,-0.012447423069163244,0.03656894726190951,170.77642381861332
1985,Finland,FIN,172,4910.664,14522.062686169502,65.80971258887124,63.7924,346309.04385,0.2541048065016363,78.524,-4969.482159537,81520.2031,84027.875,67804.0,160604.0,13.460833,10.41,55.09454892508143,4.73,67.45200408972315,0.157747,86563.88307,86004.98445,5.417,171689.0,61406.1992,111393.25,60295.75,193199.0625,3.901446580886841,112.35529327392578,49.044857025146484,0,0,1,0,PEG,DEU,-0.176,0.1611374467611313,0.115970179438591,0.13921816647052765,0.13460832834243774,,,0.04196453467011452,0.07400564104318619,0.07102510333061218,0.1177370622754097,0.03882879763841629,,,,0.10409999638795853,0.04340038448572159,0.12192543596029282,0.11974501609802246,0.1369132399559021,-0.1704441041347627,0.39970971522063636,0.3732868058062664,0.36772981061032284,239.4371292647706
1986,Finland,FIN,172,4925.644,14819.458956445556,67.32871865772421,65.7511,372755.65089,0.24743755609289547,80.801,-3510.2602928819997,77601.5234,82579.2656,70956.0,173056.0,11.9025,9.0833333,56.90278364820847,5.32,72.09968492237024,0.16386199999999998,96433.79487,92937.70563,4.794,191911.0,68769.6016,125900.8359,66010.1641,211927.90625,3.679569959640503,117.12889099121094,55.470218658447266,0,0,1,0,PEG,DEU,-0.31,0.6566540598869324,0.10583560168743134,0.14907856285572052,0.11902499943971634,,,0.032821789383888245,0.07301381230354309,0.07069352269172668,0.6170675158500671,0.024480469524860382,,,,0.09083333611488342,0.03958657383918762,0.1726735532283783,0.17822813987731934,0.13405178487300873,-0.11500830718109659,0.8719430626632276,0.2984060440111469,0.26444689653002573,449.084616133849
1987,Finland,FIN,172,4938.602,15382.232073173524,69.52792222327238,68.7782,402621.05268,0.25514113030910573,84.099,-7601.386121450103,82806.5391,85516.0938,78717.0,194617.0,9.96583333333334,8.9075,63.82750390879478,5.07,77.16726661160611,0.176015,99745.56648000001,103188.14415000001,3.946,230610.0,79915.7031,149077.2813,81532.7187,238318.96875,3.523221969604492,124.74305725097656,57.65047073364258,0,0,1,0,PEG,DEU,-0.42550001,0.311012864112854,0.19231823086738586,-0.0037509631365537643,0.09965833276510239,,,0.12169348448514938,0.07062474638223648,0.062962606549263,0.28127002716064453,0.023213546723127365,,,,0.0890749990940094,0.02974282205104828,0.19106750190258026,0.2105993777513504,0.047953683882951736,-0.1768877763871505,0.5927510569075067,0.2103441162502182,0.33597619038922977,715.8727480449975
1988,Finland,FIN,172,4954.359,16087.91272770792,72.86401379589935,72.2901,456174.24279,0.2685039081895507,88.385,-11253.802099957202,92118.4375,92901.7109,87727.24872028164,237686.44896843002,12.5566666666667,10.557500000000001,87.17582410423455,4.47,84.08312997338382,0.16497,122969.58786,114425.57385,4.169,301779.0,100940.6016,190953.0625,110825.9375,274651.71875,4.276012897491455,131.60020446777344,58.977176666259766,0,0,1,0,PEG,DEU,0.17937499,0.34797030687332153,0.43121805787086487,0.06354576349258423,0.12556666135787964,,,0.36580315232276917,0.0654149055480957,0.04789482429623604,0.31837159395217896,0.02245093509554863,,,,0.10557500272989273,0.029598675668239594,0.3833860456943512,0.4155817925930023,0.09455621242523193,0.05651292448048642,0.27586731372562423,0.006656652132822627,0.06536004934473327,913.6345073312772
1989,Finland,FIN,172,4974.383,16945.69265407891,76.57738516142035,75.9226,510684.69543,0.2934595604393222,94.248,-24866.020516383902,105515.8359,99781.3203,103313.3041031303,258565.75983147003,13.9966666666667,12.089166666666667,106.40518390879478,3.14,91.55381235438139,0.14232,135092.93133,121281.00054000001,4.059,353458.0,117617.5,217595.875,135862.125,308428.75,4.346456050872803,142.8436279296875,62.094451904296875,0,0,1,0,PEG,DEU,1.9349999,-0.1548997461795807,0.27148184180259705,0.06741061806678772,0.1399666666984558,,,0.22057956457138062,0.05090228095650673,0.041703369468450546,-0.16225863993167877,0.008784219622612,,,,0.12089166790246964,0.007358903996646404,0.19631090760231018,0.204782634973526,0.10368864238262177,-0.026385224274406198,-0.13199730027658851,0.0963377350875676,0.17086007230003974,792.905221623741
1990,Finland,FIN,172,4998.478,16866.375342680032,76.26983954825555,74.7025,540817.65507,0.28288325036034234,100.0,-27322.1079341364,103024.08481125599,101326.78521308699,118389.72127386172,270536.25047463,13.0791666666667,13.295833333333333,100.0,3.069,100.0,0.137941,141918.62937,137988.50184,3.634,388853.0,122572.0,229088.9844,159764.0156,387557.5625,4.592129230499268,150.2082061767578,63.03351593017578,0,0,1,0,PEG,DEU,1.16725,-0.3055950403213501,-0.01558590680360794,0.11544720828533173,0.13079166412353516,,,-0.06019454076886177,0.04460863396525383,0.047465816140174866,-0.34770554304122925,0.06455747038125992,,,,0.1329583376646042,0.04211048036813736,-0.030765220522880554,-0.0449659526348114,0.12311943620443344,-0.10470559251047062,-0.2243836732703247,0.2458998950000444,0.2630389005716647,614.7658517673148
1991,Finland,FIN,172,5029.002,15767.88816444247,71.08910537518935,71.4435,516677.99127,0.24107865426015895,104.116,-27673.2732124212,87744.02009990401,92841.56198675401,128071.26080732187,290637.54472998,13.2516666666667,11.676666666666668,85.25981237785014,6.503,105.92137591379529,0.218599,140450.03406,164886.98436,4.133,393441.0,125636.5,232822.8906,160618.1094,414807.15625,4.837802410125732,143.0939178466797,62.495452880859375,1,1,1,0,PEG,DEU,0.80237502,-0.19758999347686768,-0.09590159356594086,0.1369599997997284,0.13251666724681854,,,-0.14740200340747833,0.05150040611624718,0.06040408834815025,-0.2184000015258789,0.02662487141788006,,,,0.11676666885614395,0.020809998735785484,-0.07286597788333893,-0.104427769780159,0.13473832607269287,0.13731425426527247,-0.2944694014747006,-0.0003114833602195777,-0.004218347743784601,433.44164994883437
1992,Finland,FIN,172,5054.982,15136.1147699681,68.0473067661859,68.1753,504090.88086000003,0.19854703632056622,106.825,-23505.7577745018,94947.433124187,107462.63409184801,135725.9690849356,287703.96911382,7.77333333333333,11.973333333333333,69.73201954397395,11.595,107.88865628588802,0.39218200000000003,132940.57707,173270.46366,5.245,366712.0,124493.0,224142.125,142569.875,502634.3125,5.083475589752197,133.8496856689453,62.0522346496582,0,0,1,0,PEG,DEU,0.50399995,0.08005882054567337,-0.11782222241163254,0.18678277730941772,0.07773333042860031,,,-0.1821233481168747,0.06430112570524216,0.0786195918917656,0.06064499914646149,0.01830379292368889,,,,0.11973333358764648,0.01941382698714733,-0.04446018487215042,-0.09584269672632217,0.13225805759429932,0.2690539559641907,-0.148926004706336,-0.06482874764159707,-0.15075846431622408,368.7419907439259
1993,Finland,FIN,172,5077.912,14942.82752697513,67.09984750374112,65.2644,509596.62684000004,0.16535976886537188,109.069,-7445.2067181324,103166.963081448,134112.277703607,141640.9932419915,278948.95303758,5.35,8.825,64.65979804560261,16.201,107.83760814560407,0.54142,132013.04319,190739.0184,5.7845,332371.0,121235.0,210805.8594,121565.14060000001,442673.46875,4.6868977546691895,119.57898712158203,61.32834243774414,0,0,1,0,PEG,DEU,-1.686125,0.9286217093467712,0.009624898433685303,0.38025516271591187,0.05350000038743019,,,-0.07273848354816437,0.08236338198184967,0.0888243317604065,0.9084680080413818,0.01056014746427536,,,,0.08824999630451202,0.020153703168034554,0.2040504813194275,0.1993589550256729,0.21687757968902588,0.10285986653956154,0.7487459357807615,0.25152361110639787,-0.044756244786572474,645.5848036009284
1994,Finland,FIN,172,5098.754,15424.269176019063,69.21858855421709,66.5971,539569.05177,0.15740238070749168,110.254,4429.8619150317,120546.60180759,154163.167032882,151143.1507281298,280881.24393882003,5.75,7.795691278920858,68.88181498371337,16.426,110.11179166208917,0.561439,139968.42993,202166.71146000002,4.7432,278563.1875,117312.0,202374.8125,76188.375,448016.78125,5.1035990715026855,104.19847869873047,57.82050704956055,0,0,1,0,PEG,DEU,-2.142,0.17700904607772827,0.15602853894233704,-0.11808408051729202,0.057500001043081284,,,0.06529559195041656,0.09073294699192047,0.08517161756753922,0.16721899807453156,0.008387499488890171,,,,0.0903666689991951,0.009790048934519291,0.10740406066179276,0.1612941324710846,-0.03029203973710537,-0.18001555882098721,0.4354041210652344,0.0755276261274509,0.2896586178178666,927.1104917069277
1995,Finland,FIN,172,5116.826,15976.987648516548,71.68263475107479,70.3592,585945.74577,0.17070910512948737,111.34,22435.8626055333,128555.40498591,176021.426881524,167312.99970808468,309090.7955982,3.625,8.124578754215836,66.15119218241043,17.0046,114.85197838427736,0.551512,153209.57064,217809.92709,4.3586,280123.9063,113411.0,194716.7188,85407.18749999997,401806.5,4.422579288482666,92.06517791748047,50.668785095214844,0,0,1,1,PEG,DEU,-0.84399998,-0.06346261501312256,0.04739034175872803,0.28859567642211914,0.036249998956918716,,,-0.03964181989431381,0.08703216165304184,0.09062469005584717,-0.07715000212192535,0.0148317227140069,,,,0.0879250019788742,0.013687455095350742,0.06147726625204086,0.01949600875377655,0.16242283582687378,-0.08108449991566871,0.019176828447152072,0.40230051218404883,0.1276880179535762,944.9087073863934
1996,Finland,FIN,172,5132.32,16496.66914698524,74.11028875157301,72.6568,606957.95559,0.18024633248357272,111.982,21334.572138988504,141719.87788585198,186334.20578600102,200770.0,305766.4190406,3.23166666666667,7.174004024173522,70.25320260586318,15.5718,118.6264255570866,0.553057,164179.44249000002,209741.57148,4.6439,274775.375,111559.0,188039.6563,86735.7187,406039.84375,4.811668872833252,93.03559112548828,50.65995407104492,0,0,1,1,PEG,DEU,-1.23,0.5078455209732056,0.15526226162910461,0.16059450805187225,0.0323166660964489,,,0.062009457498788834,0.09325280785560608,0.08780788630247116,0.46457600593566895,0.029544072225689888,,,,0.07076666504144669,0.04326954111456871,0.2240181416273117,0.272908091545105,0.09645558893680573,0.06545679805442121,0.4152103808681955,0.08929288373885957,-0.031104153653613964,1337.6598220468404
1997,Finland,FIN,172,5147.349,17472.30353633621,78.42045006548562,74.9079,658828.50411,0.18746507359592138,113.34413300822071,31307.5305153072,160994.65324103698,212840.36704140002,217331.3,325057.1021964,3.56833333333333,6.193905234353018,83.27799869706838,14.9675,121.00924964446513,0.522151,181053.42423,204854.18142,5.4207,274586.25,114380.0,190792.5313,83793.7187,420101.5,5.046724796295166,89.57337188720703,52.00974655151367,0,0,1,1,PEG,DEU,-0.089,0.35156741738319397,0.27533918619155884,0.11638478934764862,0.03568333387374878,,,0.18539796769618988,0.08994121849536896,0.07587428390979767,0.32305800914764404,0.021548127755522728,,,,0.059574998915195465,0.02850942313671112,0.24736198782920837,0.3052172064781189,0.0760340616106987,0.16727319709726732,0.15788439308314683,-0.04359597040021668,-0.11273270349285114,1549.013315595499
1998,Finland,FIN,172,5159.646,18306.525379931536,82.29537753970058,77.8621,716305.87602,0.19520539083610428,114.8732170266128,33709.35452550121,172819.151240631,230568.67288790998,217521.9753861,326883.6304524,2.9635,4.7208841670803405,91.63015504885993,13.2145,126.23441554178127,0.468268,196066.39248,206441.69133,5.096,308507.8438,125003.0,205359.5625,103148.28129999997,432438.875,5.046571254730225,97.38140106201172,50.517757415771484,0,0,1,1,PEG,DEU,0.23,0.7205333113670349,0.17861482501029968,0.1762569546699524,0.029634999111294746,,,0.10029299557209015,0.07832183688879013,0.07118271291255951,0.6851699948310852,0.020984994247555733,,,,0.047874998301267624,0.03536328300833702,0.40120166540145874,0.46994107961654663,0.102945975959301,-0.05990001291346136,0.8301599138397344,0.2512040961890525,0.09523988219831159,2835.7722361206997
1999,Finland,FIN,172,5171.302,18981.002694790717,85.3172971743921,80.4678,754608.26868,0.1869426952395932,116.3788966977846,36560.770617546,176535.60409875598,233343.285845082,227926.88397150004,347789.53062000003,4.39176666666667,4.636407247854343,99.5481263843648,11.6933,131.02772065989586,0.44054699999999997,200258.13213,208843.76625000002,5.91850487756321,370875.4688,141085.0,228262.5156,142612.95319999996,475694.0625,5.666523456573486,98.949462890625,44.00811004638672,0,0,1,1,PEG,DEU,-0.68199998,1.6703780889511108,0.15968778729438782,-0.06379954516887665,0.043917667120695114,,,0.08641146868467331,0.07327631860971451,0.06744803488254547,1.6197700500488281,0.0193177442997694,,,,0.04724166542291641,0.05060804635286331,1.144160509109497,1.2816394567489624,-0.009940939024090767,0.16140205603673666,1.299271019085094,-0.19390494448934392,-0.10115737982844186,6521.508190257542
2000,Finland,FIN,172,5181.115,19950.891924312193,89.41899220742486,82.658,811247.29266,0.21545444230114602,119.81309457990805,58069.08120860281,219025.36094604898,294220.540921671,220764.00358319998,347028.47718,4.26178333333333,5.425407678087801,105.51792508143323,11.1345,137.33125843546088,0.424547,228262.52043,207440.57397,6.389822675980655,400266.0,154180.0,249881.1875,150384.8125,567876.6875,6.3373541831970215,103.21253204345703,45.555076599121094,0,0,1,1,PEG,DEU,1.38,-0.09294048696756363,0.12928490340709686,0.09091049432754517,0.042617835104465485,,,0.05997000262141228,0.06931490451097488,0.06539326906204224,-0.10597000271081924,0.014573953114449978,,,,0.05483333393931389,0.01302955113351345,-0.01586693711578846,-0.026602989062666893,0.06676416099071503,0.0796346050510476,-0.1598458322947619,0.010444171781585743,-0.03428638705484244,5478.912439936424
2001,Finland,FIN,172,5194.901,20360.39155957848,91.57359955546899,84.0099,859919.03844,0.22584142208948363,123.00700783056989,65998.78620026998,213396.37603662003,284208.26991370803,231968.6128536,367868.26083,3.31859166666667,4.932487369037506,104.16293941368077,10.2905,141.77923675253913,0.409236,222715.15434,210728.56266,6.746544876886418,456364.5625,170474.0,265910.875,190453.6875,589548.875,10.399667739868164,117.13070678710938,55.272544860839844,0,0,1,1,PEG,DEU,0.26100001,-0.30624720454216003,0.05510219931602478,0.04624957591295242,0.033185917884111404,,,-0.01284141093492508,0.06794361025094986,0.06882745027542114,-0.32444000244140625,0.02693013660609722,,,,0.050433333963155746,0.018192922696471214,-0.13359381258487701,-0.16246765851974487,0.03971774876117706,0.05582661976625447,-0.34292924380763645,-0.009070659589376806,-0.021443579332329654,3599.690210776966
2002,Finland,FIN,172,5206.295,20683.000708640793,92.85279577547936,85.0303,882857.66478,0.23028834774375898,125.47538631740282,69021.8122325004,211733.90117363396,280906.939005588,243486.2053512,388113.47148,2.33346666666667,4.930846706071634,112.68891205211726,10.4227,144.87628529644294,0.40179499999999996,232198.59369,224183.74965,5.6696195289405935,495815.4688,191844.9219,294063.9063,201751.5625,665713.6875,10.437100410461426,120.08116912841797,53.19632339477539,0,0,1,1,PEG,DEU,-1.095,-0.32819512486457825,0.15279972553253174,0.12214834988117218,0.023334667086601257,,,0.08185248076915741,0.07094725221395493,0.06557941436767578,-0.34408000111579895,0.0242177564650774,,,,0.049808334559202194,0.01588491164147854,-0.053392354398965836,-0.08081522583961487,0.07274150848388672,-0.15962620387145984,-0.20058802614941929,0.3352966918420346,0.21771367908058403,2877.434868621678
2003,Finland,FIN,172,5219.732,21053.137627512053,94.29680867668989,88.5537,902258.58177,0.2203722918141152,127.0949671450467,38923.4352175578,218652.15817626304,275752.94241238805,264318.021723,407050.62153,2.10633333333333,4.067210381804597,119.63534071661238,10.4693,149.09966184001846,0.427482,233375.84823,232781.27523,4.707624703087887,549539.6875,214323.8906,333377.0938,216162.59370000003,696803.875,10.039422988891602,125.98917388916016,56.10245895385742,0,0,1,1,PEG,DEU,-0.95999998,0.08504386246204376,0.12874889373779297,0.04358291253447533,0.02106333337724209,,,0.061638668179512024,0.06711021810770035,0.06321380287408829,0.0444209985435009,0.03889508917927742,,,,0.041341666132211685,0.04062284901738167,0.09347894042730331,0.10765919089317322,0.03232312202453613,-0.1696753760886777,0.30677066681563936,0.256837244713495,0.22971582917465105,3760.4542526541377
2004,Finland,FIN,172,5236.611,21879.093145856466,97.62879823874452,91.2513,943932.20334,0.22293455832707584,127.282201922809,52888.521353140204,242167.72902138604,290847.187007769,274438.55198822997,425910.47709,2.18468333333333,4.012259490758669,128.13049120521174,10.3578,154.45526361617826,0.42641599999999996,241462.04103,242062.55976,4.365120035239704,606861.8125,247001.6719,382007.2188,224854.59370000003,715087.0,8.651765823364258,133.28372192382812,60.5143928527832,0,0,1,1,PEG,DEU,-0.26967001,0.07573208957910538,0.1354326605796814,0.09650126099586487,0.0218468327075243,,,0.07100764662027359,0.0644250139594078,0.060153644531965256,0.03252499923110008,0.04184603691101074,,,,0.041099999099969864,0.0432070791721344,0.09822281450033188,0.10740301012992859,0.05917404592037201,-0.07275530430952212,0.16013830500055382,0.18253710815713986,0.10202499669906473,4362.807161011297
2005,Finland,FIN,172,5255.58,22478.604138269035,100.0,94.6538,979184.43651,0.22957600827300934,128.26830508569043,28171.1362383927,279607.517551278,311871.41790468304,293533.60873557004,455734.25877,3.079225,3.2765692886052666,136.03049576547232,8.3836,159.48891694971303,0.39929699999999996,250630.35669000002,250226.04705,5.0400356022717645,682748.6875,288305.0938,437879.2188,244869.46870000003,781429.4375,9.07801342010498,141.86557006835938,62.040103912353516,0,0,1,1,PEG,DEU,0.04167,0.3520565927028656,0.12348702549934387,0.07093699276447296,0.030792249366641045,,,0.06166393682360649,0.06182308495044708,0.05823225528001785,0.3112969994544983,0.03108343295753002,,,,0.033516667783260345,0.0407596118748188,0.21103088557720184,0.24170273542404175,0.05086462199687958,0.15461558023226246,0.1710015141410841,-0.07247311477553131,-0.10724204054193787,5109.024792963934
2006,Finland,FIN,172,5276.955,23434.467453076344,103.62894134922118,100.0,1027998.8798100001,0.22785470134986383,129.90348881148114,40410.635965331094,328517.282794638,365598.37137936003,306199.96978074,480545.79006,4.27760833333333,3.7055165365987435,147.34757850162867,7.7189,165.09515865528041,0.381117,254043.20571,255898.27347000001,4.514601366742597,760159.8125,328837.625,494339.875,265819.9375,812281.875,9.17831039428711,153.14907836914062,63.962181091308594,0,0,1,1,PEG,DEU,0.74583,0.2182711809873581,0.1427658647298813,-0.01473566610366106,0.04277608171105385,,,0.08319427073001862,0.05957159399986267,0.054996222257614136,0.17858299612998962,0.033674489706754684,,,,0.037833333015441895,0.03968818113207817,0.15786291658878326,0.1828736662864685,0.014020208269357681,-0.1042520880789674,0.36006030801080846,0.09993483745145237,0.16414012004192413,6948.941893861395
2007,Finland,FIN,172,5300.484,24651.340279395088,108.6573422209533,102.3933,1112279.60256,0.24171936970736413,131.95995078723703,44802.62239111679,354460.873941762,390560.82848510705,319007.53596768,555991.15803,4.63423333333333,4.237804883222464,155.71595765472313,6.854,170.55520661648012,0.339041,272885.22408,262563.4368,4.03894436519258,849058.5,369655.9063,550497.3125,298561.1875,909179.4375,7.732727527618408,149.5443572998047,64.02931213378906,0,0,1,1,PEG,DEU,1.02334,0.25041505694389343,0.11313094198703766,0.013387619517743587,0.046342331916093826,,,0.056790728121995926,0.05634021759033203,0.05331255868077278,0.20498399436473846,0.03770262375473976,,,,0.042925454676151276,0.04543105885386467,0.16917437314987183,0.18932680785655975,0.029864976182579994,-0.10535969023843537,0.39767350442453053,0.13273190181630312,0.16956761337409465,9712.749642340115
2008,Finland,FIN,172,5326.314,24694.057867391202,109.00057598148956,103.4508,1155047.23845,0.2456391221975004,137.12763065347642,29372.8512737835,371027.63148864004,389922.27551487,330263.80768605,629694.42711,1.22835833333333,4.454329089876309,157.22307491856677,6.3686,177.8673475228777,0.325607,286857.68958,280929.79677,4.2722785082992,947563.0,402122.5,607606.04016,352651.09338999994,1096357.0,5.962889671325684,148.52903747558594,70.2789535522461,0,0,1,1,PEG,DEU,-0.04084,-0.5130674242973328,0.06502526253461838,0.11503367125988007,0.012283583171665668,,,0.009677874855697155,0.05534739047288895,0.05481687933206558,-0.5341200232505798,0.04518844932317734,,,,0.04289732128381729,0.021052394062280655,-0.10238530486822128,-0.1351170837879181,0.06365862488746643,0.05777107135158434,-0.5396616631985585,0.05413515406044089,-0.04300315012566602,4470.611354460446
2009,Finland,FIN,172,5351.427,22561.739564366093,99.72132589165342,100.9689,1080618.59031,0.2304603129885267,139.3682068273652,21569.147062587603,259558.68485001003,267934.8687393,391122.08220876,633101.3304,0.810958333333333,5.1424499080288,158.39705537459287,8.2495,182.7875498262157,0.41531399999999996,250618.46523,299706.41211000003,4.127259475218656,958280.25,427262.5,607606.04016,331606.25373,1065837.5,6.202650547027588,148.84498596191406,70.2185287475586,0,0,1,1,PEG,DEU,-3.192497,0.26212233304977417,0.06463183462619781,0.05199330300092697,0.008109583519399166,,,0.007467100862413645,0.05716473236680031,0.05674104019999504,0.19480100274085999,0.05634522810578346,,,,0.037388455122709274,0.06732133775949478,0.12169492244720459,0.14208319783210754,0.030051443725824356,-0.03394418992086646,0.30646937773335137,0.08895706855150953,0.043531411955196386,5841.023303727327
2010,Finland,FIN,172,5375.276,23290.483285665083,102.4287267069094,103.59014499474728,1118647.47939,0.224206306787814,141.71800328828203,16656.660968117103,308579.90280221996,311785.67988351,417830.7088553224,674424.1539,1.3906,5.6484935524041955,172.81892117263845,8.3944,188.0120872366031,0.469047,255963.6765,315016.66686,4.449730579254603,1017966.5,456314.0,645087.92208,351919.87966999994,1123743.0,5.314390659332275,147.52371215820312,73.92847442626953,0,0,1,1,PEG,DEU,-0.24250001,0.23451858758926392,0.1489359736442566,0.0760173350572586,0.013906000182032585,,,0.09104970097541809,0.0578862689435482,0.053055573254823685,0.18676400184631348,0.04023934528231621,,,,0.030129097402095795,0.04775460809469223,0.1587202399969101,0.18642070889472961,0.04496166855096817,0.07813201616524561,0.14505326720586775,-0.0019614305820437883,-0.059571569177265915,6688.427871025794
2011,Finland,FIN,172,5401.267,23783.247093498445,104.55248016519168,106.09554191957697,1177242.64854,0.2274609003956946,146.42851823881847,-16952.294138976,359923.18993155,338045.68018746,443082.3053392229,710538.51792,0.573183333333333,9.449968696387224,178.2226996742671,7.781,194.33433382905326,0.48271200000000003,284437.77747000003,322377.4806,4.595200556457223,1086997.875,486246.3125,680429.3412,383832.06227999995,1128392.5,4.09065055847168,147.6305389404297,79.60012817382812,0,0,1,1,PEG,DEU,0.425834,-0.2702140212059021,0.0860973373055458,0.11286138743162155,0.005731833167374134,,,0.03126971051096916,0.054827626794576645,0.053165167570114136,-0.30107998847961426,0.04416236653923988,,,,0.03005875088274479,0.03086596168577671,-0.013259829953312874,-0.03452775254845619,0.059296611696481705,0.03269186181312307,-0.2933168103864068,0.07763160394983926,-0.026106556701642414,4726.306224586577
2012,Finland,FIN,172,5426.674,23338.12735748588,102.60195830883818,105.99820595863463,1195311.7220100001,0.2322153428798807,151.05789811899123,-24563.655887305504,353873.70099732,338181.45687774004,486819.57571275,731170.20102,0.220666666666667,6.074160458666865,183.12815374592836,7.6891,200.0197614752253,0.5362250000000001,290805.6543,334702.97889,4.506389267849023,1144008.625,513388.625,714528.1027500001,403646.3254,1194657.75,4.166785717010498,153.4248809814453,78.08242797851562,0,0,1,1,PEG,DEU,-0.55416697,0.14102987945079803,0.08211831748485565,0.10474903136491776,0.0022066666278988123,,,0.02752169966697693,0.05459661781787872,0.05313427373766899,0.08332899957895279,0.053262580186128616,,,,0.018841911107301712,0.05770089849829674,0.09102163463830948,0.1023087427020073,0.053477849811315536,-0.01932696680309215,0.1635171365232111,0.12652127056408724,0.02195801526304164,5499.301801899325
2013,Finland,FIN,172,5451.27,23019.300328763882,101.2094285114342,104.96026435969597,1214837.49933,0.221144104889396,154.4047197714923,-21842.778237953404,347272.25211,333243.59351577,541017.14025723,749744.66154,0.209933333333333,3.730121560082133,186.03720233479135,8.1934,202.88284170926255,0.562292,300740.96913,345607.44771000004,4.311311725038069,1183210.5,525085.8125,733316.60955,423589.98092999996,1150724.75,5.05702543258667,155.5426025390625,74.17881774902344,0,0,1,1,PEG,DEU,-0.16583334,0.3224339783191681,0.07091276347637177,-0.02912985160946846,0.002099333330988884,,,0.01588616892695427,0.055026594549417496,0.054166100919246674,0.2647149860858917,0.04563792794942856,,,,0.01860877126455307,0.057718969881534576,0.12927398085594177,0.17041221261024475,-0.013515259139239788,-0.04328910158799234,0.3822712592844968,0.01479992545504194,0.047442163556743244,7601.909098156167
2014,Finland,FIN,172,5471.753,22831.816702445525,100.42393366684135,105.16089363576447,1230153.6998100001,0.21620740336976943,156.2723866796712,-16385.647281469202,343478.87637,332802.07549743,581785.8217212299,772665.45069,0.2099273911475,2.330095723877164,185.29601826174434,8.663,205.4789804668405,0.598259,303553.29942,349519.73805,4.897232517914504,1113021.5533491285,533700.61626,756475.2279,356546.3254491284,1192035.625,4.981262416712818,158.64648385819373,76.40116280623327,0,0,1,1,PEG,DEU,0.0075,0.10742779821157455,0.050406042486429214,0.17269517481327057,0.0020992739591747522,,,-0.0057208240032196045,0.05612686648964882,0.056449804455041885,0.05745299905538559,0.047259602695703506,,,,0.014491667039692402,0.04997481033205986,0.07673986256122589,0.0734630674123764,0.08739722520112991,0.13590313812700744,-0.025068457828531066,0.03239011800507008,-0.11779513558564703,7411.315892054884
