year,country,iso,ifs,pop,rgdpmad,rgdpbarro,rconsbarro,gdp,iy,cpi,ca,imports,exports,narrowm,money,stir,ltrate,hpnom,unemp,wage,debtgdp,revenue,expenditure,xrusd,tloans,tmort,thh,tbus,bdebt,lev,ltd,noncore,crisisJST,crisisJST_old,peg,peg_strict,peg_type,peg_base,JSTtrilemmaIV,eq_tr,housing_tr,bond_tr,bill_rate,rent_ipolated,housing_capgain_ipolated,housing_capgain,housing_rent_rtn,housing_rent_yd,eq_capgain,eq_dp,eq_capgain_interp,eq_tr_interp,eq_dp_interp,bond_rate,eq_div_rtn,capital_tr,risky_tr,safe_tr,xrusd_return,eq_tr_usd,bond_tr_usd,bill_rate_usd,cum_eq_tr_usd
1882,Australia,AUS,193,2348.0,4062.6064735945483,17.255671629252678,26.85141075846992,382.32,0.1805267,2.666667,-30.311824799999997,72.0,57.0,55.6,149.3,4.5,3.8220916,0.5989073465758666,,0.5786382423319557,0.23254999999999998,,,0.4124365263221646,144.204,4.328,,,,15.996553421020508,103.79765319824219,25.786325454711914,0,0,1,1,PEG,GBR,0.51999998,0.09030421078205109,,,0.04500000178813934,,,0.04285602271556854,,,0.03700670599937439,0.050786007195711136,,,,0.03822091594338417,0.052665431052446365,,,,-0.008267755752565057,0.09939372961440474,,0.05371183386411538,2.0771219789184663
1883,Australia,AUS,193,2447.0,4475.2758479771155,19.08238194478848,28.61503505519198,412.1,0.187123,2.958333,-26.826911600000003,71.0,63.0,52.4,155.9,4.7,4.016817,0.6235199772570666,,0.6003915597128562,0.24091,,,0.4131763213548113,156.068,4.946,,,,16.137699127197266,108.94951629638672,28.742263793945312,0,0,1,1,PEG,GBR,-0.34999999,0.28716498613357544,,,0.04699999839067459,,,0.041096530854701996,,,0.21899999678134918,0.05591879040002823,,,,0.040168169885873795,0.06816500425338745,,,,0.0017937185128671985,0.2848603084119288,,0.0451253377241323,2.9536718948543053
1884,Australia,AUS,193,2556.0,4303.599374021909,18.317710156564132,28.03793286385623,430.46,0.2035062,3.0,-32.119933599999996,74.0,55.0,56.6,171.9,4.9,3.9964250000000003,0.6563368181653333,,0.6047422231890363,0.293268,,,0.4137967507243865,166.83200000000002,5.052,,,,15.106379508972168,104.59293365478516,29.72003746032715,0,0,1,1,PEG,GBR,-0.63,0.04399999976158142,,,0.04899999871850014,,,0.05263183265924454,,,-0.017000000923871994,0.06205492839217186,,,,0.03996425122022629,0.06099999323487282,,,,0.0015016092101812237,0.04243467025970715,,0.04742717242938621,3.121444658027519
1885,Australia,AUS,193,2650.0,4422.264150943397,18.841391405044977,28.850492749256972,441.62,0.1862147,3.0,-48.4419816,80.0,53.0,61.8,182.9,4.8,4.03225,0.6891536590735999,,0.6047422231890363,0.312289,,,0.41309466050859567,184.046,5.428,,,,14.568739891052246,108.18852996826172,31.557178497314453,0,0,1,1,PEG,GBR,-0.27000001,0.11300000548362732,,,0.04800000041723251,,,0.050000227987766266,,,0.04699999839067459,0.06303724646568298,,,,0.040322501212358475,0.06599999964237213,,,,-0.0016967030663284557,0.11489164555726816,,0.049781167342836774,3.594964216861513
1886,Australia,AUS,193,2741.0,4329.441809558555,18.432284407294773,28.564250062354436,452.9,0.2182139,3.0,-44.0124736,68.0,42.0,58.5,186.3,4.7,4.01905,0.7301747102089333,,0.6047422231890363,0.342074,,,0.4121250083411612,191.218,5.9,,,,14.802326202392578,109.5918197631836,31.628238677978516,0,0,1,1,PEG,GBR,0.0,0.029000001028180122,,,0.04699999839067459,,,0.05952370539307594,,,-0.035999998450279236,0.0674273893237114,,,,0.040190499275922775,0.0650000050663948,,,,-0.0023472880676807155,0.03142104333595741,,0.04946339128650923,3.7393427866466924
1887,Australia,AUS,193,2835.0,4631.746031746032,19.763552181022742,30.28632300130032,472.52,0.2019936,2.916667,-30.082957600000004,59.0,48.0,66.3,199.7,4.6,3.5752833,0.7793999715713333,,0.6090928866652164,0.325023,,,0.41447168205588253,198.792,5.958,,,,14.375422477722168,105.95120239257812,31.473339080810547,0,0,1,1,PEG,GBR,0.27000001,0.28200000524520874,,,0.04600000008940697,,,0.06741534918546677,,,0.20600000023841858,0.06301824003458023,,,,0.035752832889556885,0.07599999755620956,,,,0.005694082298395014,0.2747415221091378,,0.040077712000549326,5.0414370376469675
1888,Australia,AUS,193,2932.0,4503.7517053206,19.198676833560125,28.915128194686577,503.06,0.210911,2.791667,-43.7032436,74.0,58.0,75.3,218.6,4.6,3.3496417000000003,0.8532378636149334,,0.6090928866652164,0.328934,,,0.4129029645341571,230.834,6.888,,,,13.5944185256958,111.79267883300781,33.09442138671875,0,0,1,1,PEG,GBR,-0.02,0.2619999945163727,,,0.04600000008940697,,,0.0947369784116745,,,0.19499999284744263,0.05606694519519806,,,,0.033496417105197906,0.06700000166893005,,,,-0.0037848605577688907,0.2667946355673245,,0.04997400528870677,6.653260030408926
1889,Australia,AUS,193,3022.0,4746.856386499007,20.26678820101632,30.129351205257002,535.74,0.1861224,2.791667,-41.2276556,73.0,59.0,71.7,227.5,4.5,3.4856584,0.9434841761126666,,0.6047422231890363,0.321197,,,0.4117739386444417,247.648,8.418,,,,13.849213600158691,114.70389556884766,33.36769104003906,0,0,1,1,PEG,GBR,0.31,-0.010999999940395355,,,0.04500000178813934,,,0.1057688444852829,,,-0.06800000369548798,0.06115879863500595,,,,0.034856583923101425,0.05700000002980232,,,,-0.002734361306873156,-0.00828830184538798,,0.04786524396605718,6.589827501175654
1890,Australia,AUS,193,3107.0,4457.676214998391,18.997362182762217,27.97791423595731,552.72,0.1699273,2.791667,-43.1893216,72.0,56.0,74.0,236.5,4.3,3.55445,0.8204210227066666,,0.6003915597128561,0.34687399999999996,,,0.4127704266670076,259.62800000000004,9.51,,,,13.353337287902832,115.31436920166016,35.027095794677734,0,0,1,1,PEG,GBR,0.97000003,0.0139999995008111,,,0.0430000014603138,,,-0.13043464720249176,,,-0.04800000041723251,0.06512605398893356,,,,0.0355444997549057,0.06200000271201134,,,,0.0024199880785227596,0.011552055585489107,,0.04048204730990701,6.677505610353509
1891,Australia,AUS,193,3196.0,4666.458072590738,19.91264040657595,28.5088482519862,540.3,0.1954487,2.75,-27.7307896,75.0,79.0,69.5,238.7,4.3,3.5774917000000004,0.8122168124796,,0.6003915597128561,0.37338099999999996,,,0.41335053898449514,264.27399999999994,9.8,,,,12.582969665527344,116.21343231201172,34.0460319519043,0,0,1,1,PEG,GBR,-1.03,-0.10399999469518661,,,0.0430000014603138,,,-0.009999743662774563,,,-0.1589999943971634,0.06539833545684814,,,,0.03577491641044617,0.054999999701976776,,,,0.0014054115314698868,-0.10525747615589354,,0.041536214454076514,5.869390746634986
1892,Australia,AUS,193,3274.0,3995.418448381185,16.97935740266731,23.832012093401257,495.7,0.1367057,2.708333,-14.706685599999998,60.0,69.0,67.1,240.6,4.3,3.652375,0.6645410283924,,0.5916902327604959,0.440705,,,0.4123145091878488,261.668,9.906,,,,12.082478523254395,114.10704803466797,33.45347213745117,0,0,1,1,PEG,GBR,-1.2,0.06300000101327896,,,0.0430000014603138,,,-0.1818184107542038,,,-0.00699999975040555,0.07049345225095749,,,,0.03652374818921089,0.07000000029802322,,,,-0.0025064193679089786,0.06567101949636389,,0.04562076559869821,6.320510640285394
1893,Australia,AUS,193,3334.0,3707.8584283143373,15.734931243009026,20.784912523148485,431.1,0.1115229,2.625,3.633607999999999,48.0,72.0,60.5,217.8,4.2,3.72025,0.5414778749864001,,0.5655862519034152,0.517097,,,0.4131714963323109,235.184,9.802,,,,13.8605375289917,113.63192749023438,33.14231491088867,1,1,1,1,PEG,GBR,0.69999999,-0.049000002443790436,,,0.041999999433755875,,,-0.18518495559692383,,,-0.11300000548362732,0.07215332239866257,,,,0.03720249980688095,0.06399999558925629,,,,0.0020784792321524755,-0.05097253631779619,,0.039838716257227125,5.947365645808634
1894,Australia,AUS,193,3395.0,3765.5375552282767,15.98412011694792,20.780295705617796,401.2,0.1194606,2.458333,-0.1833720000000003,46.0,69.0,65.0,216.6,3.9,3.573975,0.4676399829427999,,0.5481835979986946,0.548581,,,0.4124115766942889,223.326,9.632,,,,14.63126277923584,108.18904876708984,32.2589111328125,0,0,1,1,PEG,GBR,-1.16,0.10600000619888306,,,0.039000000804662704,,,-0.13636380434036255,,,0.029000001028180122,0.07482992857694626,,,,0.035739749670028687,0.07699999958276749,,,,-0.0018392353895844947,0.1080379488073322,,0.04091448756772853,6.697944779796325
1895,Australia,AUS,193,3460.0,3487.2832369942194,14.780381986259352,19.252129102960723,385.62,0.110825,2.291667,-12.077449999999995,59.0,73.0,74.4,222.3,3.5999999999999996,3.0679083,0.4102105113533333,,0.5481835979986946,0.600855,,,0.41104284708261263,207.88199999999998,9.262,,,,15.055572509765625,97.96051025390625,28.985429763793945,0,0,1,1,PEG,GBR,-0.17,0.20100000500679016,,,0.035999998450279236,,,-0.12280600517988205,,,0.12600000202655792,0.06660746037960052,,,,0.03067908249795437,0.07500000298023224,,,,-0.0033188438177400763,0.20499920918256742,,0.03944976989293969,8.276017371985645
1896,Australia,AUS,193,3523.0,3684.9276185069543,15.633312384587155,21.64825740138677,400.82,0.129618,2.291667,-15.21394,64.0,76.0,81.0,226.4,3.3000000000000003,2.6616667,0.4676399829427999,,0.5525342614748747,0.53442,,,0.4130498688942322,205.668,9.114,,,,14.981697082519531,95.1488265991211,28.739656448364258,0,0,1,1,PEG,GBR,0.67000002,0.017000000923871994,,,0.032999999821186066,,,0.1399986892938614,,,-0.03700000047683716,0.05607476085424423,,,,0.026616666465997696,0.053999993950128555,,,,0.0048827557172310306,0.012058367145520554,,0.027980621564041464,8.387870995105274
1897,Australia,AUS,193,3586.0,3419.9665365309534,14.489088087316972,18.11177517288127,417.8,0.1004498,2.291667,-12.211090000000002,63.0,82.0,80.2,222.5,3.1,2.5364,0.5332736647593334,,0.561235588427235,0.581306,,,0.4129649029197701,196.53199999999998,8.898,,,,14.524436950683594,92.39521026611328,27.90439224243164,0,0,1,1,PEG,GBR,0.31,0.08500000089406967,,,0.03099999949336052,,,0.1403515487909317,,,0.029999999329447746,0.05339805781841278,,,,0.025364000350236893,0.054999999701976776,,,,-0.00020570391340280479,0.08522323556054023,,0.0312121238627876,9.187935736333094
1898,Australia,AUS,193,3642.0,3891.2685337726525,16.517011839648273,22.022219621372333,441.24,0.1270017,2.25,-23.801457999999997,83.0,88.0,79.2,219.7,3.0,2.6442333,0.5086610340781333,,0.561235588427235,0.510976,,,0.4162815219700577,183.974,9.364,,,,14.368313789367676,88.67755126953125,27.116106033325195,0,0,1,1,PEG,GBR,0.88,0.1550000011920929,,,0.029999999329447746,,,-0.046154510229825974,,,0.09699999541044235,0.0528714694082737,,,,0.026442332193255424,0.058000002056360245,,,,0.008031237102325662,0.14579782717075496,,0.021793731601287725,10.673314630045745
1899,Australia,AUS,193,3691.0,3839.609861826063,16.294847104353444,22.368480936173786,477.6,0.1274656,2.375,10.528426000000003,69.0,104.0,88.5,233.2,3.1,2.6498583,0.49225261362399997,,0.565586251903415,0.514194,,,0.4155174733995985,178.988,9.972,,,,13.394227027893066,79.96247100830078,24.624366760253906,0,0,1,1,PEG,GBR,0.51999998,0.1210000067949295,,,0.03099999949336052,,,-0.032257240265607834,,,0.06700000166893005,0.05060918629169464,,,,0.02649858221411705,0.05400000140070915,,,,-0.001835413128219882,0.12306128822713713,,0.03289578998638465,12.109847766299861
1900,Australia,AUS,193,3741.0,4013.365410318097,17.0422112981653,23.90588117389223,492.42,0.1210629,2.416667,-14.262504422487659,85.0,98.0,89.8,243.2,3.1,2.9320332999999996,0.5578862954405334,,0.5699369153795951,0.509085,,,0.4155043641520236,181.37,10.084,,,,13.11091423034668,77.65589141845703,25.042844772338867,0,0,1,1,PEG,GBR,0.47999999,0.12200000137090683,,0.01996787264943123,0.03099999949336052,,,0.13333185017108917,,,0.07000000029802322,0.04859812557697296,,,,0.029320333153009415,0.05199999362230301,,,0.025483936071395874,-0.00003154920891211029,0.12203540070017027,0.0200000528441886,0.031032527753973804,13.709713291578497
