country,year,eq_tr,xrusd_return,eq_tr_usd,mkt_cap_pct_gdp,gdp,xrusd,mkt_cap
Switzerland,1923,0.14259107410907745,0.05565088080530772,0.08235695615338945,,8357.04075894539,5.5371,
Switzerland,1924,0.12084880471229553,-0.008939697675678622,0.13095923838699086,,9069.0190169111,5.4876,
Switzerland,1925,0.17510651051998138,-0.057110576572636435,0.24628241798335004,,9285.10001612094,5.1742,
Switzerland,1926,0.21690000593662262,0.0007150863901666458,0.21603043911957998,,9195.85231529525,5.1779,
Switzerland,1927,0.26099103689193726,0.002645860290851512,0.2576634351496192,,9590.05577176255,5.1916,
Switzerland,1928,0.21114370226860046,0.00011557130749662721,0.21100374498240937,,10291.7804071838,5.1922,
Switzerland,1929,-0.061824049800634384,-0.0010207619120989335,-0.060865416987960774,,10475.3297769383,5.1869,
Switzerland,1930,-0.055574674159288406,-0.005301818041604785,-0.050540814318876914,,10305.281768776,5.1594,
Switzerland,1931,-0.3009048402309418,-0.0009691049346823067,-0.3002266864596308,,9914.74369104872,5.1544,
Switzerland,1932,0.051598332822322845,-0.00021340990221948257,0.051822802223697506,,8938.41026207711,5.1533,
Switzerland,1933,0.09540724009275436,-0.21865600683057446,0.40195259663975924,,8817.45761642918,4.0265,
Switzerland,1934,-0.07246813923120499,-0.23268347199801326,0.20879953307403998,,8629.75594993075,3.0896,
Switzerland,1935,-0.11325202882289886,-0.004013464526152242,-0.10967875609360078,,8181.74177146449,3.0772,
Switzerland,1936,0.5251672863960266,0.07646561809437152,0.4168286109276538,,8169.27243748867,3.3125,
Switzerland,1937,0.0778479129076004,0.3161056603773586,-0.18103238565317326,,9409.90034874916,4.3596,
Switzerland,1938,0.017958728596568108,0.002913111294614118,0.01500191505376991,,9272.21253159113,4.3723,
Switzerland,1939,-0.16496822237968445,0.01539235642567993,-0.17762648858246122,,9698.1730373876,4.4396,
Switzerland,1940,0.03621809557080269,-0.006689791873141737,0.04319686548360191,,10847.9822272222,4.4099,
Switzerland,1941,0.3466092646121979,-0.02297104242726596,0.3782695529901434,,11839.8896820956,4.3086,
Switzerland,1942,0.06427798420190811,-0.0019960079840320253,0.066406540170312,,12795.2649599505,4.3,
Switzerland,1943,-0.015993637964129448,-0.0006976744186046776,-0.015306642598500564,,13459.0633281527,4.297,
Switzerland,1944,0.05572018772363663,-0.0016290435187339245,0.057442808076565655,,13940.3666702224,4.29,
Switzerland,1945,0.16046442091464996,0.0,0.16046442091464996,,14839.8654025822,4.29,
Switzerland,1946,0.07589972764253616,-0.16083916083916083,0.2821138421073557,,18136.8603196456,3.6,
Switzerland,1947,0.0986817479133606,0.14999999999999988,-0.04462456703186024,,20227.0551247964,4.14,
Switzerland,1948,-0.052148569375276566,-0.03623188405797089,-0.01651505694577582,,20079.8914030789,3.99,
Switzerland,1949,0.14061886072158813,0.07769423558897233,0.058388198669566904,,21160.61752811,4.3,
Switzerland,1950,0.09681397676467896,-0.0023255813953487877,0.0993706527011935,,23192.3826431686,4.29,
Switzerland,1951,0.19533558189868927,0.016317016317016382,0.17614441429939842,,24505.4648850815,4.36,
Switzerland,1952,0.0836869552731514,-0.018348623853211024,0.10394278621283637,,25721.2817757415,4.28,
Switzerland,1953,0.10475537180900574,0.002336448598130791,0.10218018446213173,,27255.9128732858,4.29,
Switzerland,1954,0.26142799854278564,-0.002331002331002281,0.26437526022162383,,29401.1542314726,4.28,
Switzerland,1955,0.05989021435379982,0.0,0.05989021435379982,,31611.2391571613,4.28,
Switzerland,1956,0.02119489386677742,0.0,0.02119489386677742,,33626.7933803444,4.28,
Switzerland,1957,-0.10254386067390442,0.0,-0.10254386067390442,,34572.4287397467,4.28,
Switzerland,1958,0.22764143347740173,0.006542055841121378,0.21966233437858462,,36717.6700979335,4.307999999,
Switzerland,1959,0.2919606864452362,0.0034818941512261984,0.28747782493675533,,40386.7352924143,4.322999999,
Switzerland,1960,0.4446042478084564,-0.004163775157104894,0.4506444049435534,,45433.7262963098,4.304999999,
Switzerland,1961,0.4939022660255432,0.002555168409420509,0.490094822807265,,50383.4519489525,4.315999999,
Switzerland,1962,-0.17714400589466095,0.0006950880446467103,-0.17771556597405158,,55403.4247997222,4.318999999,
Switzerland,1963,-0.0015776043292135,-0.0009261403104713359,-0.0006520679251328376,,61412.2620548955,4.314999999,
Switzerland,1964,-0.06931748241186142,0.0,-0.06931748241186142,,65772.9919693962,4.314999999,
Switzerland,1965,-0.06999652832746506,0.0006952491310997364,-0.07064266320835055,,70630.8559014113,4.317999999,
Switzerland,1966,-0.12094684690237045,0.0020842982867262045,-0.12277524495638159,,76029.0828959419,4.326999999,
Switzerland,1967,0.47190824151039124,-0.0004622140051911241,0.47258889272049553,,81184.1465123405,4.324999999,
Switzerland,1968,0.3949434161186218,-0.005317919076374013,0.4024012725989068,,87965.702946911,4.301999999,
Switzerland,1969,0.044843293726444244,0.003719200372784568,0.0409717113495347,,97984.0341259498,4.317999999,
Switzerland,1970,-0.10649757087230682,-0.00046317739705045046,-0.1060835289680736,,111309.387247584,4.315999999,
Switzerland,1971,0.15500229597091675,-0.09291010196777338,0.27330521316188494,,126131.546052386,3.914999999,
Switzerland,1972,0.20729142427444458,-0.0360153256796974,0.25239690675133986,,140559.239821552,3.773999999,
Switzerland,1973,-0.19998852908611298,-0.14043455223646908,-0.06928381893966895,,152490.456241896,3.243999999,
Switzerland,1974,-0.33138006925582886,-0.21701602965999267,-0.14606178916558676,,151469.170053742,2.539999999,
Switzerland,1975,0.46756646037101746,0.03149606300452604,0.42275527072426455,0.251573937867168,153419.880709423,2.619999999,38596.443537180705
Switzerland,1976,0.07885533571243286,-0.0650763355210215,0.15395018513481062,0.305212627373733,157559.061768292,2.4495,48089.01520884069
Switzerland,1977,0.08091741800308228,-0.18350683853847727,0.3238536083612018,0.408255762174185,163919.135014101,1.999999999,66920.93140011493
Switzerland,1978,-0.005118068773299456,-0.19000000009499995,0.22824929795479543,0.372038075720683,171343.723493065,1.619999999,63746.38917517668
Switzerland,1979,0.10928911715745926,-0.02469135803993296,0.1373723859640299,0.378964288217788,184080.080876557,1.579999999,69759.77682445728
Switzerland,1980,0.06066768616437912,0.11613924057983496,-0.049699493036942544,0.34865936479512,197615.666980773,1.763499999,68900.55292308028
Switzerland,1981,-0.11905225366353989,0.019846895389762868,-0.13619607970686476,0.34163861590532,209358.794255031,1.798499999,71525.04869689546
Switzerland,1982,0.13255594670772552,0.10897970537057541,0.021259398366782367,0.336791259777556,215683.711548049,1.994499999,72640.38892576643
Switzerland,1983,0.27294543385505676,0.09275507650677108,0.1648954658021844,0.384537154161256,230525.3421649,2.179499999,88645.55903814045
Switzerland,1984,0.04520061984658241,0.18605184729802796,-0.11875638301337499,0.36615280890767105,244420.819611648,2.585,89495.3696563201
Switzerland,1985,0.6135658025741577,-0.19671179922630555,1.0087009880389592,0.7578369246175871,256518.742620639,2.076499999,194399.37501439542
Switzerland,1986,0.09712424874305725,-0.21815554982815108,0.40325130977384327,0.808650662094167,266301.694812038,1.6235,215345.04182655332
Switzerland,1987,-0.2748204469680786,-0.21281182630120107,-0.0787722970678213,0.6510158259536251,282703.981678814,1.278,184044.76613301158
Switzerland,1988,0.23610004782676697,0.17683881064162751,0.05035629064003211,0.651116001010613,305147.944804206,1.504,198686.70953752188
Switzerland,1989,0.22585652768611908,0.028257978723404242,0.19216826229545614,0.82138903119755,330925.051208594,1.5465,271818.20721122663
Switzerland,1990,-0.19314707815647125,-0.1623019721952796,-0.03682127083672926,0.593138396010364,369509.23,1.2955,219170.11199322465
Switzerland,1991,0.17670057713985443,0.04631416441528354,0.1246149743155156,0.70537859868005,385929.29,1.3555,272226.26176978665
Switzerland,1992,0.17640012502670288,0.07414238288454447,0.0951994295835823,0.6935449811511071,393956.52,1.456,273226.56723775575
Switzerland,1993,0.5081000328063965,0.016140109890109944,0.4841457571923711,0.9950106178029899,402596.44,1.4795,400587.73248968436
Switzerland,1994,-0.07619982957839966,-0.11355187563365997,0.04213675344167567,0.945588810622816,412537.28,1.3115,390090.6359327716
Switzerland,1995,0.23059991002082825,-0.1227601982462829,0.4028090238959725,1.12829257361019,417579.2,1.1505,471151.5102540843
Switzerland,1996,0.182899609208107,0.17027379400260753,0.010788770346054077,1.17694801475774,420822.45,1.3464,495286.1470929883
Switzerland,1997,0.5518854260444641,0.08088235294117646,0.43575794518399413,1.9517042141862002,428309.62,1.4553,835933.69033049
Switzerland,1998,0.15365493297576904,-0.05414691128976842,0.21969780164158137,2.271144034009,440568.64,1.3765,1000594.8383074589
Switzerland,1999,0.11690592765808105,0.16207773338176523,-0.03887158700840898,2.27691182218586,448437.47,1.5996,1021052.5769541168
Switzerland,2000,0.11910942941904068,0.02306826706676679,0.09387561460354243,2.83764488384759,472595.74,1.6365,1341058.8837391657
Switzerland,2001,-0.2202742099761963,0.024931255728689244,-0.23924088989807735,1.8401527751857902,484723.49,1.6773,891965.2753212416
Switzerland,2002,-0.25951531529426575,-0.17319501579920107,-0.10440224858888947,1.98080931922611,483439.96,1.3868,957602.3780542979
Switzerland,2003,0.22063781321048737,-0.10809056821459469,0.36856699762333567,2.0081546814307503,488937.34,1.2369,981861.8082472985
Switzerland,2004,0.06890685111284256,-0.08513218530196472,0.16837299765064961,2.05266553359768,504278.2,1.1316,1035114.4804846776
Switzerland,2005,0.35608187317848206,0.1614528101802758,0.16757380178708825,2.2441587935865703,523662.57,1.3143,1175181.961337643
Switzerland,2006,0.20666758716106415,-0.07152096172867692,0.29961747914921477,2.74555956843088,556438.83,1.2203,1527735.9539529835
Switzerland,2007,-0.0005397464265115559,-0.07768581496353355,0.08364402259949189,2.5974137859237,592442.27,1.1255,1538817.719461931
Switzerland,2008,-0.3404650092124939,-0.05490892936472666,-0.3021466276851199,1.5518851597191599,617696.48,1.0637,958594.0005227628
Switzerland,2009,0.23181472718715668,-0.031211807840556657,0.2715005582813963,1.9210785405491002,607377.28,1.0305,1166819.4586250822
Switzerland,2010,0.02918740175664425,-0.08820960698689954,0.12875438219478674,2.0528586921602803,629325.24,0.9396,1291915.7891298544
Switzerland,2011,-0.07721107453107834,0.0013835674755214643,-0.07848605125879593,1.5219128930788501,641200.31,0.9409,975851.0188351556
Switzerland,2012,0.17722399532794952,-0.025826336486342853,0.2084334030155659,1.79691521499822,648980.52,0.9166,1166162.9706254567
Switzerland,2013,0.24600191414356232,-0.02738380973161686,0.2810828429657759,2.1815684108399003,660648.77,0.8915,1441250.4872922348
Switzerland,2014,0.13001148402690887,0.10947840717891197,0.018506963916681274,2.05813680009389,672818.21,0.9891,1384751.917774299
Switzerland,2015,0.026751631870865822,0.003033060357901125,0.023646849192090924,2.18885413149087,675735.65,0.9921,1479086.7692981684
Switzerland,2016,-0.007899999618530273,0.0240903134764641,-0.03123778506057473,2.04007104415449,685440.98,1.016,1398348.2957748768
Switzerland,2017,0.2004999965429306,-0.0400590551181103,0.2505977611889856,2.42591347670345,693694.13,0.9753,1682841.938677075
Switzerland,2018,-0.09059999883174896,0.009638060084076772,-0.09928118092881577,1.9862494692841501,719271.62,0.9847,1428652.8734961508
Switzerland,2019,0.29899999499320984,-0.016756372499238417,0.32113746650466224,2.54301608931646,727212.15,0.9682,1849312.197796415
Switzerland,2020,0.03999999910593033,-0.09047717413757478,0.1434567330619596,2.69758015141163,706241.81,0.8806,1905143.888753024
UK,1871,0.26190000772476196,0.02346368715083804,0.23296998571360472,,1.1416643196064273,0.1832,
UK,1872,0.06310000270605087,0.0027292576419214,0.0602064262152886,,1.2113605067968172,0.1837,
UK,1873,0.04969999939203262,-0.018508437670114394,0.06949467492133321,,1.2700453089255994,0.1803,
UK,1874,0.031700000166893005,0.02329450915141436,0.008214146504557318,,1.2628970528012518,0.1845,
UK,1875,0.07530000060796738,-0.0303523035230352,0.10895947519379523,,1.2362135160304137,0.1789,
UK,1876,0.06840000301599503,0.030743432084963693,0.036533408565951664,,1.2199570661959416,0.1844,
UK,1877,0.08870001137256622,0.06832971800433839,0.019067421812696494,,1.2067037000313108,0.197,
UK,1878,0.0051999990828335285,0.03807106598984761,-0.03166552655590105,,1.1750970680397863,0.2045,
UK,1879,0.15649999678134918,0.007334963325183381,0.14807888029993155,,1.1338586452263069,0.206,
UK,1880,0.13809999823570251,0.0019417475728155896,0.1358943780840829,,1.2089683072536384,0.2064,
UK,1881,0.16680000722408295,0.0029069767441859953,0.16341797821763637,,1.233361730941166,0.207,
UK,1882,0.015599999576807022,-0.00821256038647333,0.02400974141451062,,1.273562388077339,0.2053,
UK,1883,0.003100000089034438,0.004383828543594662,-0.0012782249356023678,,1.2754934168687306,0.2062,
UK,1884,0.03399999812245369,-0.0009699321047526951,0.0350038816157765,,1.2352181773002469,0.206,
UK,1885,0.029600001871585846,-0.0004854368932038301,0.030100050439760384,,1.2079566289432988,0.2059,
UK,1886,0.026500001549720764,-0.0009713453132588914,0.0274980569717429,,1.2165618409037138,0.2057,
UK,1887,0.031700000166893005,0.0019445794846864922,0.02969767120004807,,1.2690201275511925,0.2061,
UK,1888,0.13610000908374786,-0.0038816108685104083,0.14052709143770303,,1.322937438231832,0.2053,
UK,1889,0.09220000356435776,0.00048709206039936184,0.09166826062201872,,1.397142843680691,0.2054,
UK,1890,0.0421999990940094,0.0014605647517039666,0.040680018541125795,,1.4316269554317091,0.2057,
UK,1891,-0.004100000951439142,0.0,-0.004100000951439142,,1.4330090826405157,0.2057,
