Horizon,Equities,Bonds,Bills,CPI
1,0.2106953500801199,0.16909847946741613,0.0,0.031218384444404612
5,0.6447403876140367,0.3002249379936719,0.0,0.011513995054028357
10,0.9245974716411689,0.3760107128534386,0.0,-0.003126841276977487
20,1.3136964218600824,0.4950976542190492,0.0,-0.020496918329389647
40,1.8664805965346423,0.677547070860076,0.0,-0.04263080790469532
