year,iso,eq_tr,bond_tr,bill_rate,cpi,xrusd,eq_tr_usd,bond_tr_usd,bill_rate_usd,xrusd_return,cpi_return
1913,AUS,0.08899999409914017,0.046712275594472885,0.032999999821186066,3.166667,0.41384943971647487,0.08982966162732375,0.04750972572405732,0.033787003091258816,-0.0007612818382505818,-0.01298680654408386
1914,AUS,0.11399999260902405,0.034674618393182755,0.032999999821186066,3.333333,0.40966984169970594,0.12536541833934245,0.04523073832892188,0.04353903470025289,-0.010099320225327205,0.052631362880909235
1915,AUS,-0.03500000014901161,0.015299476683139801,0.034730080515146255,3.708333,0.4272693557290839,-0.07474900346039304,-0.02652139613235638,-0.007891152026961112,0.042960238313755804,0.11250001125000113
1916,AUS,-0.03400000184774399,0.03868512809276581,0.03524843975901604,3.791667,0.42591712884425026,-0.030933087934712833,0.04198280705415258,0.03853520771907171,-0.0031648112992476367,0.02247209190760371
1917,AUS,0.1550000011920929,0.052007488906383514,0.03680352121591568,4.041667,0.42450906625965557,0.15883104372132517,0.055496913518428004,0.04024251548443192,-0.003305954349418981,0.06593406013766516
1918,AUS,0.07500000298023224,0.012830662541091442,0.03732188045978546,4.333333,0.424438120878588,0.07517969062162799,0.012999958496794362,0.03749527015425169,-0.00016712335897241078,0.07216477755342023
1919,AUS,0.18700000643730164,0.04032709449529648,0.03732188045978546,4.875,0.4573750556384178,0.10152061421865222,-0.03458994616501343,-0.037378745821544435,0.07760126421173066,0.12500008653846828
1920,AUS,0.08100000023841858,0.022570228204131126,0.03939530998468399,4.958333,0.5594117322889597,-0.11617435474380367,-0.16394653879467025,-0.15019035122954016,0.2230919141580995,0.017093948717948646
1921,AUS,0.19900000095367432,0.09520445019006729,0.04084672033786774,4.5,0.5297549951485833,0.2661224031683451,0.15651617125302275,0.0991153876862998,-0.053014149379794324,-0.09243691377727145
1922,AUS,0.21299999952316284,0.06473860144615173,0.04084672033786774,4.416667,0.45266236183674174,0.4195852428622808,0.24607354222007793,0.21811265033312588,-0.14552507105708165,-0.01851844444444437
1923,AUS,0.16200000047683716,0.04092918708920479,0.041468750685453415,4.416667,0.435687530180402,0.20727270861377578,0.08148485254443005,0.08204543809007991,-0.03749998472915208,0.0
1924,AUS,0.13699999451637268,0.03612132370471954,0.041468750685453415,4.458333,0.44232046227806776,0.11994981393048709,0.02058389559279905,0.025851133834631224,0.01522405769777091,0.009433810608768856
1925,AUS,0.1770000010728836,0.08992226421833038,0.04209078103303909,4.5,0.41447141948415456,0.2560846420334355,0.16315600326849777,0.1121106410085495,-0.06296123550441968,0.009345869857635207
1926,AUS,0.14100000262260437,0.041868820786476135,0.04209078103303909,4.5,0.41257451845657517,0.1462459981473394,0.04665903915513869,0.04688201991218155,-0.004576675105705109,0.0
1927,AUS,0.12399999797344208,0.0581154003739357,0.04209078103303909,4.583333,0.41433834413409815,0.11921516430784318,0.053611035428271725,0.037654632402534416,0.004275168723752936,0.01851844444444437
1928,AUS,0.1770000010728836,0.04486045241355896,0.04209078103303909,4.625,0.4151414263418,0.17472311975160482,0.04283919222216159,0.0400748787116727,0.00193822806667865,0.009090982479344256
1929,AUS,-0.05300000309944153,-0.01681390590965748,0.04343852028250694,4.625,0.4365832221661474,-0.09950976240364107,-0.06510086339333276,-0.007807598604403165,0.0516493764866859,0.0
1930,AUS,-0.29600000381469727,-0.044330671429634094,0.04343852028250694,4.25,0.5307128194828947,-0.4208645891783641,-0.2138324542468366,-0.14163039860035553,0.21560516423355605,-0.08108108108108109
1931,AUS,0.1770000010728836,0.03795658424496651,0.042816489934921265,4.083333,0.5523449889357013,0.13090369535963298,-0.00269419228929324,0.0019753789076983885,0.040760593410734014,-0.039215764705882436
1932,AUS,0.24799999594688416,0.33444881439208984,0.03286398947238922,3.916667,0.7169864074720653,-0.03857794684916127,0.028019649939285518,-0.2043123232298677,0.29807714713517575,-0.04081616659723803
1933,AUS,0.25600001215934753,0.05805879086256027,0.02768038958311081,3.916667,0.5933163830278935,0.5177988713328083,0.2785990629203976,0.24188863081174428,-0.1724858702415362,0.0
1934,AUS,0.23200000822544098,0.0723716989159584,0.02591796964406967,3.916667,0.5002905825283235,0.4610824474779529,0.2717722857121192,0.2166807857073323,-0.15678953617432234,0.0
1935,AUS,0.10100000351667404,0.021961230784654617,0.023326169699430466,3.958333,0.5122578566716348,0.0752786432636936,-0.0019136401487070964,-0.0005805886866452337,0.02392064644277772,0.01063812675420203
1936,AUS,0.1979999989271164,0.03695134073495865,0.023326169699430466,4.083333,0.504946822636257,0.21534562498890875,0.051965172301545515,0.03814272487033965,-0.014272175507235394,0.03157895002770094
1937,AUS,0.024000000208616257,-0.012195300310850143,0.023326169699430466,4.166667,0.5077324401141773,0.018381938267705067,-0.01761478076714529,0.01771180465455191,0.005516655126923972,0.02040832819659839
