year,iso_domestic,asset_class,return
1924,AUS,Equities,0.18640503271522538
1882,DEU,Equities,-0.013291474759988915
1896,ITA,Equities,0.08910983886490159
1973,PRT,Equities,0.05842494388823619
2002,FIN,Equities,-0.2677063108899616
1933,DEU,Equities,0.14585748956201025
2006,BEL,Equities,0.17075490696232615
1932,PRT,Equities,0.14504249550772194
1890,DEU,Equities,0.001804980160793457
1883,USA,Equities,0.009873850659705958
1882,FRA,Equities,-0.014089062131199277
1977,SWE,Equities,0.04545754552199717
1980,AUS,Equities,0.24570933913324505
1909,CHE,Equities,0.13165803202204698
1980,SWE,Equities,0.2792755738755649
2010,AUS,Equities,0.042408473540881765
1942,JPN,Equities,0.19486899235030283
1969,NLD,Equities,-0.019718975293474765
1881,BEL,Equities,0.13922161282360446
2015,CHE,Equities,0.039954611519360306
1957,CHE,Equities,-0.059122540100768714
1937,NOR,Equities,-0.10861491691173239
1998,FIN,Equities,0.24448209981683866
2012,DEU,Equities,0.15963071548395194
1989,SWE,Equities,0.2377742172151126
1957,SWE,Equities,-0.037480493300088055
2018,DEU,Equities,0.032397990800374143
1999,GBR,Equities,0.2705396896082351
1877,FRA,Equities,0.053477144611031285
1979,ESP,Equities,0.08625447282731113
1926,NLD,Equities,0.1500835602471887
1957,PRT,Equities,-0.0522285887526688
2019,CHE,Equities,0.14754654089804103
1949,FRA,Equities,0.006161287720345805
1885,DNK,Equities,0.04580463469741009
1991,GBR,Equities,0.10911505776368761
1926,FRA,Equities,0.399847467889441
1895,PRT,Equities,0.09970789657868256
1960,DNK,Equities,0.05690137241749086
1927,DEU,Equities,0.20909429657872902
1950,BEL,Equities,0.21780910160247333
2014,DNK,Equities,0.1626335213462642
1932,NLD,Equities,-0.042985241661176704
1933,CHE,Equities,0.23511404153258128
1970,BEL,Equities,0.01600850470041992
1977,ITA,Equities,-0.031350055761037256
1896,FRA,Equities,0.09314208030954482
1904,FIN,Equities,0.13303656309077894
1914,NLD,Equities,-0.02700403244957479
1875,DNK,Equities,0.0601917582852489
1932,BEL,Equities,0.0013247707422131974
2002,BEL,Equities,-0.25952924818342626
1894,DNK,Equities,0.08775577838667292
1940,FIN,Equities,0.09832325288976063
2001,JPN,Equities,-0.10280854846216164
1916,AUS,Equities,0.08707369513161348
2012,CHE,Equities,0.1432113877152677
1907,PRT,Equities,-0.05000950714495996
2003,NLD,Equities,0.13323562892952268
1906,BEL,Equities,0.10389551767441385
1972,CHE,Equities,0.2357440623905544
2010,NOR,Equities,0.12545210419985955
1940,NLD,Equities,0.19222083755451633
1916,NOR,Equities,0.13001620966058558
1950,ESP,Equities,0.23296034994632814
1950,NOR,Equities,0.2358407306628298
1925,FIN,Equities,0.19928043259859624
1884,USA,Equities,0.014927241922997068
1923,BEL,Equities,0.32729614284151337
1976,CHE,Equities,0.10597524999044562
2017,JPN,Equities,0.18464266102147514
1942,BEL,Equities,0.17070925731827885
1972,DEU,Equities,0.2387047498938956
1917,PRT,Equities,0.07147102714626144
1989,CHE,Equities,0.24050820415653312
1942,PRT,Equities,0.2560635318569796
1972,JPN,Equities,0.2738579096696213
1990,NLD,Equities,-0.12871318074654028
1985,FIN,Equities,0.2661304377219514
1927,NLD,Equities,0.2376420919790213
1960,FIN,Equities,0.029498591521372682
1912,ITA,Equities,0.04522444965449938
1927,DNK,Equities,0.22343042916675313
2000,ESP,Equities,-0.019182865787858838
1905,ITA,Equities,0.13358634811183134
1965,AUS,Equities,0.06376136848698755
1919,PRT,Equities,0.14691102637788497
1986,CHE,Equities,0.21181229821607617
1994,ITA,Equities,0.03659283171165413
1989,NOR,Equities,0.27920310022694617
1993,DEU,Equities,0.28761246825291975
1954,SWE,Equities,0.434160848511377
1909,DEU,Equities,0.1337341160949309
1894,SWE,Equities,0.09210248047469313
1940,ITA,Equities,0.053765188470860925
1979,NOR,Equities,0.19548228561751652
1882,PRT,Equities,-0.010728061975305576
1976,PRT,Equities,0.14147596434759668
2003,FRA,Equities,0.14741761659638036
1900,NOR,Equities,0.0655528771773126
1923,ITA,Equities,0.11115758592868683
2020,SWE,Equities,0.06318273544700061
1996,AUS,Equities,0.1746859704962802
1959,JPN,Equities,0.2994284208352827
1978,ESP,Equities,0.02325642799928166
1997,GBR,Equities,0.27176736264840556
1924,FRA,Equities,0.2506964732285952
1984,NLD,Equities,0.19370353534798151
2007,PRT,Equities,0.05432592763616427
1962,FRA,Equities,-0.07381905161652746
1944,AUS,Equities,0.12424052261252608
2010,GBR,Equities,0.1291091052783845
1898,USA,Equities,0.08037308934313085
1994,NLD,Equities,-0.0024296163652371425
1922,DNK,Equities,0.1478361220462641
1871,BEL,Equities,0.26283245650695064
1993,FRA,Equities,0.2757828997422433
1996,BEL,Equities,0.2697270722454116
1928,FRA,Equities,0.2970708115729711
1949,BEL,Equities,0.14884767866076568
2002,ESP,Equities,-0.25133111175212586
2008,NOR,Equities,-0.32939753502155883
1891,USA,Equities,0.023102184366263583
1909,FIN,Equities,0.12755385379185058
1890,USA,Equities,0.008087042992361513
2007,ESP,Equities,0.041018521088692146
1990,BEL,Equities,-0.14407573308165772
1950,FRA,Equities,0.16017443016987748
1958,DNK,Equities,0.28247913470402997
1890,DNK,Equities,0.00532029877845385
1979,JPN,Equities,0.27421969403852764
1956,AUS,Equities,0.06153540955697709
1945,BEL,Equities,0.16721008975903326
1981,GBR,Equities,0.1458312404699171
1886,SWE,Equities,0.06751176978137963
1891,PRT,Equities,0.04038360074324472
1913,ITA,Equities,-0.029546141903416076
1980,NOR,Equities,0.2335477807638806
1887,BEL,Equities,0.03268704088307937
1974,NLD,Equities,-0.2664930523590738
2005,AUS,Equities,0.16420759328497428
1892,DEU,Equities,0.0337878600478555
2001,SWE,Equities,-0.11170396288360905
1977,ESP,Equities,0.047290344019799854
1980,BEL,Equities,0.26365340855670016
2016,ESP,Equities,0.04832855522667941
1876,DEU,Equities,0.03789696611356972
1960,CHE,Equities,0.09264880582419187
1878,FRA,Equities,0.049462889165610244
1991,ESP,Equities,0.08002460416943884
1887,SWE,Equities,0.02180533520666568
1882,SWE,Equities,-0.00696335938683342
2016,FIN,Equities,0.05958016542821837
1974,BEL,Equities,-0.278123098404164
1933,AUS,Equities,0.286931847834609
1951,FIN,Equities,0.14997025812126905
1884,BEL,Equities,0.003685072769180957
1876,USA,Equities,0.022309980329143823
1915,FIN,Equities,0.2504723239775028
1933,NLD,Equities,0.2434475992478762
1972,GBR,Equities,0.305693916872587
1954,DEU,Equities,0.510728638294063
1987,NLD,Equities,0.10425184911074256
1981,DEU,Equities,0.08890515905930105
1955,FRA,Equities,0.2511161068674335
1902,DEU,Equities,0.06517735417417818
1970,DEU,Equities,-0.023198015501018562
1996,DNK,Equities,0.2693430270171331
2005,GBR,Equities,0.19155155652779815
1899,SWE,Equities,0.061726434007896076
2002,DEU,Equities,-0.27557899726036095
1914,FRA,Equities,-0.041677486385312774
1972,FIN,Equities,0.3250768917443551
2012,FIN,Equities,0.1420927798179848
1943,DEU,Equities,0.16054304564376967
1913,NOR,Equities,-0.02105378943556508
1953,ITA,Equities,0.08300477841285356
1973,NOR,Equities,-0.021594556272653317
1930,FRA,Equities,-0.18304659104563134
1892,JPN,Equities,0.16915912236484398
1963,SWE,Equities,0.19296468925957788
1901,FIN,Equities,0.05795946472896913
1902,CHE,Equities,0.06632636731802358
1936,FIN,Equities,0.2828622358377977
1938,NLD,Equities,0.024424297905272254
1984,FRA,Equities,0.17131504587052868
1927,FRA,Equities,0.15602274250410758
1984,DNK,Equities,0.16079657817038634
2012,NOR,Equities,0.11835870523162009
1941,SWE,Equities,0.11725264083557829
2015,DEU,Equities,0.10078880872638867
1893,BEL,Equities,0.00965682612866047
2019,ITA,Equities,0.16519795657056427
1966,ESP,Equities,-0.045876207123022116
1955,NLD,Equities,0.2719442248697854
2018,CHE,Equities,0.023932300977185097
1986,NOR,Equities,0.31344642388788135
2008,PRT,Equities,-0.3860810092013309
1987,CHE,Equities,0.07715898851627906
1993,AUS,Equities,0.25441997591270565
1937,FRA,Equities,0.06234622686017467
1911,AUS,Equities,0.051537346071631025
1875,USA,Equities,0.07200155628914065
1968,GBR,Equities,0.22244744626335894
1898,SWE,Equities,0.09607913437158148
1973,GBR,Equities,-0.03951129343945454
2013,NLD,Equities,0.26217462819929904
1962,NOR,Equities,-0.08431533650421083
1929,NLD,Equities,-0.054303341870494876
1952,AUS,Equities,0.10660664647750884
1992,CHE,Equities,0.058824477115198934
1971,ITA,Equities,0.09432648838800302
1918,NOR,Equities,0.22665216274022312
1978,NOR,Equities,0.10860579053457564
1920,NOR,Equities,-0.08979542829160664
1901,AUS,Equities,0.054850953431502245
1911,JPN,Equities,0.020866659094443074
1954,GBR,Equities,0.4564102471147741
2020,JPN,Equities,0.08650702060088261
1889,NOR,Equities,0.115146639816977
2019,NLD,Equities,0.17222833298257342
1943,DNK,Equities,0.16443737865351493
1961,PRT,Equities,0.17504131170719597
1922,SWE,Equities,0.18446518389378982
1963,NLD,Equities,0.17180257680147037
1952,FIN,Equities,0.05311407524342286
1908,DEU,Equities,0.12444795565398918
1958,FIN,Equities,0.2581533029848993
1905,NLD,Equities,0.13393580616796266
1932,FIN,Equities,0.10255728111315535
1904,DNK,Equities,0.1429562807623974
1914,SWE,Equities,-0.03710418931110023
1901,PRT,Equities,0.07635465217567908
1950,PRT,Equities,0.1936857596377105
1910,ESP,Equities,-0.0024326863188429827
1932,SWE,Equities,-0.01512044348116149
1945,ITA,Equities,0.12061620306393245
1979,ITA,Equities,0.12142422045816723
1952,FRA,Equities,0.12966868078527619
1975,FIN,Equities,0.3471937439059913
1929,CHE,Equities,-0.07032756528693959
1970,PRT,Equities,0.023806227252848235
1961,JPN,Equities,0.1962051983860056
2013,FIN,Equities,0.28048512937672565
1949,SWE,Equities,0.30664290077770995
1956,SWE,Equities,0.06084899473157215
2004,SWE,Equities,0.14414977111318433
1908,CHE,Equities,0.12697927490915578
2016,SWE,Equities,0.07646841380818876
1992,DEU,Equities,0.02901325718992564
2020,NLD,Equities,0.08056406971098228
1957,NLD,Equities,-0.06000817082169594
1888,SWE,Equities,0.10989390076256439
2001,AUS,Equities,-0.09045353886907084
1957,BEL,Equities,-0.07083692666633289
1904,CHE,Equities,0.15406752573642252
1950,SWE,Equities,0.18970248361160405
1965,NOR,Equities,0.07191793542963086
1939,AUS,Equities,0.06618792966130088
1907,DEU,Equities,-0.06040143642267182
2007,JPN,Equities,0.06765831281024728
1994,DNK,Equities,0.024025268489467667
1940,DEU,Equities,0.04833078103736163
1903,DNK,Equities,0.011442697649827919
1952,SWE,Equities,0.07695515430918749
1985,GBR,Equities,0.2559135613296639
1891,NOR,Equities,0.02774372216344253
1938,FIN,Equities,0.03741643270494707
2002,CHE,Equities,-0.2634984684654145
1954,ITA,Equities,0.44831556624220165
1934,AUS,Equities,0.06294431238211266
1929,DNK,Equities,-0.050947828236606166
1975,AUS,Equities,0.39999723597733905
1996,PRT,Equities,0.25702945215389184
1919,NOR,Equities,0.22582080831863688
1925,JPN,Equities,0.20020091116139727
1968,DNK,Equities,0.1816423163569118
1943,NLD,Equities,0.17694635599766814
1949,JPN,Equities,0.8013843875278339
1952,PRT,Equities,0.14631042289380072
2014,AUS,Equities,0.12118369917521979
1873,BEL,Equities,0.03842016521226486
1886,JPN,Equities,0.2484050223039342
1974,JPN,Equities,-0.19846164802014812
2020,NOR,Equities,0.09059496877489757
1922,BEL,Equities,0.2657926853485607
1901,SWE,Equities,0.05912090375482792
1934,PRT,Equities,0.07178677203502959
1903,JPN,Equities,0.02603232278162182
1932,JPN,Equities,0.31440233115178146
1946,CHE,Equities,-0.06718682385603782
1919,CHE,Equities,0.15765991598481768
1881,PRT,Equities,0.17459681009769717
1944,FRA,Equities,0.09882300646119474
1959,DNK,Equities,0.2540519035220003
1951,JPN,Equities,0.269208869344545
1957,FIN,Equities,-0.040384988383959146
1983,CHE,Equities,0.32027137214205637
1920,AUS,Equities,-0.10892415627527285
1953,AUS,Equities,0.0931566683510344
1991,DEU,Equities,0.09755507674560937
1987,DEU,Equities,0.08952506876654959
1964,FIN,Equities,0.10112482213652058
1998,NOR,Equities,0.1642516968527413
1989,ITA,Equities,0.19839477738887001
1947,PRT,Equities,-0.011127441555811088
1967,DEU,Equities,0.21200241315570104
1965,DNK,Equities,0.0839583787338019
1936,CHE,Equities,0.3413528749250637
1894,ITA,Equities,0.07713525039821058
1931,ESP,Equities,-0.23102204807034477
1941,NLD,Equities,0.04769244149842371
1911,DEU,Equities,0.04232590097869468
1935,NOR,Equities,0.25664851967540875
2018,GBR,Equities,0.0464271272210816
2003,NOR,Equities,0.2580097949702215
1879,BEL,Equities,0.23742816834775887
1935,DNK,Equities,0.23894308718462762
1929,ESP,Equities,-0.005648346397429888
1935,SWE,Equities,0.2280796393404386
1980,DNK,Equities,0.2754046015318869
1986,NLD,Equities,0.21712761315446266
1903,DEU,Equities,0.007691585213365498
1881,NOR,Equities,0.15121455965829128
1985,NLD,Equities,0.25761735698689203
1905,AUS,Equities,0.13631929427412115
1961,NLD,Equities,0.1623128666405623
1969,ESP,Equities,0.053572552302951784
1944,SWE,Equities,0.13417370730960929
1939,JPN,Equities,0.06524136817245102
1949,NOR,Equities,0.1462070271067513
2019,FRA,Equities,0.1654678371957572
1964,ESP,Equities,0.09173545720205592
1876,FRA,Equities,0.038579429491673485
1908,DNK,Equities,0.10742926116072775
1935,CHE,Equities,0.196465675078374
1961,AUS,Equities,0.1934618063029478
1943,JPN,Equities,0.17881638940945402
1962,SWE,Equities,-0.06638842796933031
1958,NLD,Equities,0.3251955073917202
1924,NOR,Equities,0.18367174921246066
2017,GBR,Equities,0.14748329138779173
1961,FRA,Equities,0.18582173388016007
1888,ITA,Equities,0.09601645178504399
1922,NLD,Equities,0.1431054737088973
2007,ITA,Equities,0.02463776588698348
1985,ITA,Equities,0.40248483826791376
1949,FIN,Equities,0.032840018524378276
1976,ITA,Equities,0.25649627622182586
1902,NOR,Equities,0.0574617569516636
1935,DEU,Equities,0.23595288099120923
1948,FRA,Equities,0.3376181874852045
2015,ITA,Equities,0.1094624345680155
1939,PRT,Equities,0.04638693542213834
2001,GBR,Equities,-0.1426401492327699
2011,NOR,Equities,-0.04680015710480019
1921,ESP,Equities,0.09982318042028188
2004,PRT,Equities,0.14340001739681912
2009,AUS,Equities,0.16622086317254267
1904,BEL,Equities,0.1530218372275582
1969,JPN,Equities,0.025169732379125426
1978,CHE,Equities,0.012201189386191927
1932,DEU,Equities,0.004451333827892371
1986,FIN,Equities,0.35219930118422543
2014,BEL,Equities,0.16245730866904418
1971,NOR,Equities,0.07997763073079102
1931,PRT,Equities,-0.28182801358395193
1976,ESP,Equities,0.18357411443919405
1945,PRT,Equities,0.1796199786215078
1905,FRA,Equities,0.12798775562241896
2001,CHE,Equities,-0.15504932341814923
1940,FRA,Equities,0.1679160773125702
1997,CHE,Equities,0.3380163974380076
2017,ESP,Equities,0.12488093049519516
1975,PRT,Equities,0.30155620487326296
1903,ESP,Equities,0.006664838437557548
1961,DEU,Equities,0.14910199213240208
1880,FRA,Equities,0.16603667190220428
1908,ITA,Equities,0.11137061751600735
1984,BEL,Equities,0.17783891287493464
1903,PRT,Equities,0.002925265661891281
1896,JPN,Equities,0.12542256444969163
1980,ITA,Equities,0.40857824952564586
2015,AUS,Equities,0.09315997049567552
1927,SWE,Equities,0.24785475298895118
1913,ESP,Equities,-0.020693459958273413
1894,NOR,Equities,0.0800093472132021
1909,DNK,Equities,0.1307689518612654
2018,NOR,Equities,0.05666979943818297
1885,USA,Equities,0.05904847220429178
1948,NOR,Equities,0.11428206228800288
1994,PRT,Equities,0.008511396453709267
1917,JPN,Equities,-0.003992529575190982
1950,ITA,Equities,0.22398369187778505
1980,CHE,Equities,0.2827793647233034
1923,DNK,Equities,0.13168389837372044
1944,NLD,Equities,0.12222111880881222
1924,ESP,Equities,0.2124131170810044
1957,NOR,Equities,-0.0649027221266439
1899,FRA,Equities,0.06397346936435347
1958,SWE,Equities,0.2920505616535545
1927,FIN,Equities,0.3202404768736867
1905,SWE,Equities,0.1371631411545734
1917,NLD,Equities,0.027791581635766102
1998,DEU,Equities,0.16561266598798072
1939,DNK,Equities,0.05691823820275138
1907,NOR,Equities,-0.047551756940881554
1943,BEL,Equities,0.13712054838345666
1908,ESP,Equities,0.12926503413569299
2004,NOR,Equities,0.1587259917947401
2009,ESP,Equities,0.2731334751860769
2014,ITA,Equities,0.14310817962891761
1970,FIN,Equities,0.04017371361535417
1975,FRA,Equities,0.34324358068727073
1971,GBR,Equities,0.14556233428949517
2008,FRA,Equities,-0.37285567757374893
1892,SWE,Equities,0.041078549032711756
2000,ITA,Equities,0.0060261878088129954
1871,FRA,Equities,0.29303174281612704
1963,DNK,Equities,0.1543766251333274
1926,BEL,Equities,0.44445568238740296
1960,BEL,Equities,0.015308838208871012
1978,FRA,Equities,0.12887759603095833
1937,ITA,Equities,0.041203205444782745
2016,BEL,Equities,0.042031412885321556
1976,FIN,Equities,0.09885359215759444
1975,ITA,Equities,0.3219405480358669
1988,DNK,Equities,0.21905024672858256
1938,ITA,Equities,0.028007627164309254
1886,NOR,Equities,0.06360193091409912
1989,FIN,Equities,0.16124997063264931
1991,AUS,Equities,0.11904112820675275
1967,PRT,Equities,0.15193319216280088
1960,DEU,Equities,0.08436452735792277
1945,FIN,Equities,1.2324516061616604
2009,FIN,Equities,0.2626282510001865
1983,JPN,Equities,0.2630548101357363
1979,FRA,Equities,0.11690470364066224
1962,DEU,Equities,-0.08745077015469202
1932,CHE,Equities,0.004047445779374116
1957,DEU,Equities,-0.03517377526036688
2016,NOR,Equities,0.04544612288162315
2002,DNK,Equities,-0.25025424165120624
1910,FIN,Equities,0.012857900459229656
2019,DEU,Equities,0.1564824092116889
1965,DEU,Equities,0.06525080058912064
1890,PRT,Equities,-0.014272169966609731
1970,FRA,Equities,-0.00237914791020059
1953,ESP,Equities,0.03721529982944912
1961,BEL,Equities,0.2017984717641373
1915,SWE,Equities,0.09604773654387688
2007,CHE,Equities,0.04367841387962851
2008,DEU,Equities,-0.37526762866012603
1891,SWE,Equities,0.03338353137333872
1940,CHE,Equities,0.0183905735547443
1893,PRT,Equities,-0.020648525739784155
1942,DNK,Equities,0.1399091347899142
1903,NLD,Equities,0.0028746691901160824
1893,DNK,Equities,-0.0009100022055869711
1884,FRA,Equities,0.010825882917429384
1924,CHE,Equities,0.17201169338539665
1952,NOR,Equities,0.06726826432252113
1980,JPN,Equities,0.14942589882649143
1973,DEU,Equities,-0.10618448884008269
2010,DNK,Equities,0.17713605722908704
1974,DEU,Equities,-0.2376986931146594
1951,ESP,Equities,0.23279826162093517
2005,JPN,Equities,0.19473232208325356
2001,NLD,Equities,-0.14022128320042854
1888,FRA,Equities,0.10263726123485653
1901,FRA,Equities,0.05845648340295361
1995,CHE,Equities,0.12804172480483697
1922,ITA,Equities,0.2272289122247841
1942,FIN,Equities,0.2004534497853535
1954,NOR,Equities,0.4426734542553829
2017,PRT,Equities,0.1120718158806488
1919,AUS,Equities,0.13447699587246353
1906,DEU,Equities,0.09760721747019079
1945,JPN,Equities,0.47968739807197813
1907,FRA,Equities,-0.0584244462244587
1975,ESP,Equities,0.32035505866767994
1939,SWE,Equities,-0.007468334487020379
1959,NOR,Equities,0.23177215795940959
1928,PRT,Equities,0.33666232946139685
1910,PRT,Equities,-0.02417453775962553
1977,DNK,Equities,0.013603338572814191
1994,NOR,Equities,0.012350177402227332
1998,DNK,Equities,0.14041251653834264
2002,JPN,Equities,-0.22574615063417805
1898,NOR,Equities,0.08900079780908263
1951,AUS,Equities,0.19936039133063088
1954,FIN,Equities,0.334171031107749
1895,DEU,Equities,0.10208444980505776
2001,FIN,Equities,-0.1555191868175548
1925,PRT,Equities,0.007736563792495635
1926,ESP,Equities,0.13740355582716146
1899,DEU,Equities,0.06577132402772887
2018,PRT,Equities,0.05169200317230665
2008,CHE,Equities,-0.3958310133004714
1978,DEU,Equities,0.055298940631905644
1871,DEU,Equities,0.28037339330081984
1985,ESP,Equities,0.3289236339886609
1894,JPN,Equities,0.08586021742602931
1995,SWE,Equities,0.1331962921076611
1963,PRT,Equities,0.176224769469955
1907,ITA,Equities,-0.05039708406225424
1946,SWE,Equities,-0.020881965179672064
2009,FRA,Equities,0.2653901801772838
1972,ESP,Equities,0.2535490683390653
1885,ITA,Equities,0.0732177592799428
1979,BEL,Equities,0.12410324987909988
1936,BEL,Equities,0.3153288128347266
2002,GBR,Equities,-0.23272411201603344
1946,NOR,Equities,0.18363632758014567
1925,DNK,Equities,0.07290065654957101
1997,NOR,Equities,0.3442370297113901
1937,AUS,Equities,-0.11298086498226677
1908,NOR,Equities,0.11658308046625739
1908,PRT,Equities,0.1746933027958342
1987,NOR,Equities,0.1325419370675602
2012,GBR,Equities,0.14032867935477392
1976,NOR,Equities,0.10834813922588211
2016,GBR,Equities,0.14262480797726568
2008,BEL,Equities,-0.39455504913202016
1967,CHE,Equities,0.22215384872508367
1996,DEU,Equities,0.26362135363714195
1968,NLD,Equities,0.21538096411426727
1967,FIN,Equities,0.31304305596771936
2000,BEL,Equities,-0.00211801808353918
2020,DNK,Equities,0.09583490380418155
1938,DEU,Equities,0.02234810044170725
1985,CHE,Equities,0.30981767136963767
1904,AUS,Equities,0.14361629796441278
1975,SWE,Equities,0.3835991701056848
1945,NOR,Equities,0.1953768247040545
1987,FRA,Equities,0.10653317575124847
1888,BEL,Equities,0.11210935689621132
2014,FIN,Equities,0.15284206729227665
1899,FIN,Equities,0.05938111728033365
1968,AUS,Equities,0.2193145119447173
2017,CHE,Equities,0.18156472977347932
1899,DNK,Equities,0.055096427269460006
1966,FRA,Equities,-0.0771294851991724
1989,DEU,Equities,0.21242382424783918
1905,DEU,Equities,0.13156618490141272
1900,FRA,Equities,0.0753000939250475
1972,SWE,Equities,0.23364147573742616
2017,SWE,Equities,0.1406273887686525
1877,BEL,Equities,0.046878762817277486
1947,ESP,Equities,0.24312576678098835
1931,JPN,Equities,-0.24254968044343309
2006,FRA,Equities,0.16774494376038124
1995,DEU,Equities,0.13320510095517993
1908,BEL,Equities,0.1142257736768446
1935,FRA,Equities,0.2126592114021318
1977,DEU,Equities,-0.03218979591547498
1980,DEU,Equities,0.2899962074572692
1934,BEL,Equities,-0.030405200284363238
1988,BEL,Equities,0.26796597068109423
2016,JPN,Equities,0.018825530450933943
1929,JPN,Equities,-0.07235865774225227
1993,SWE,Equities,0.3613829536299785
1967,AUS,Equities,0.21299665612601687
1950,DEU,Equities,0.010895652379435747
1924,JPN,Equities,0.2609136390885812
1983,DNK,Equities,0.43879067066890554
1997,DNK,Equities,0.36032779656933267
1960,ITA,Equities,0.06617220688403339
1918,CHE,Equities,0.1142693637487106
1961,ESP,Equities,0.21345546183889397
2019,AUS,Equities,0.15274470444911203
1924,SWE,Equities,0.17325820318610113
1921,DNK,Equities,-0.045203793605761204
1914,JPN,Equities,-0.025709297101947103
1963,JPN,Equities,0.14631035596653275
1989,PRT,Equities,0.2503345151131253
1892,FRA,Equities,0.029372311771841568
1977,FRA,Equities,-0.04185586879793305
1933,SWE,Equities,0.1799783510346928
1970,NLD,Equities,-0.0000768407060313574
1949,PRT,Equities,0.19817444066151663
2002,NOR,Equities,-0.28984488923951746
1925,ESP,Equities,0.14986153450836923
2005,NLD,Equities,0.22028920153138426
1892,ITA,Equities,0.030174332822787232
1952,CHE,Equities,0.12972915289602505
1928,NOR,Equities,0.24697311120619025
2015,FRA,Equities,0.10134426038935393
1922,ESP,Equities,0.20183119343109576
1934,DNK,Equities,0.06585645793241292
2019,ESP,Equities,0.14908611863598017
1999,DNK,Equities,0.3368154930449329
1989,FRA,Equities,0.21274411629429943
2017,AUS,Equities,0.15453993232890262
1951,CHE,Equities,0.23578795020513413
1962,GBR,Equities,-0.06645410784732543
1981,AUS,Bonds,0.025476690599195453
2005,CHE,Bonds,0.06151222991940483
1970,FIN,Bonds,0.08213265813606166
1928,AUS,Bonds,0.06253099537863845
1986,GBR,Bonds,0.14677654160130876
1991,DEU,Bonds,0.14015252915403803
1933,SWE,Bonds,0.07808762935889386
1955,AUS,Bonds,-0.05892392730250463
1991,ESP,Bonds,0.17209563143442805
1937,FRA,Bonds,-0.02729468382588515
1895,JPN,Bonds,0.06167246036552998
1927,SWE,Bonds,0.08258178466664053
1914,FRA,Bonds,-0.05733146099394385
1925,FRA,Bonds,0.0029035336646441676
1961,FIN,Bonds,0.002820180562061239
1997,PRT,Bonds,0.14215080261826318
1917,FIN,Bonds,-0.0973012070544098
1924,ESP,Bonds,0.05608075320701328
1913,SWE,Bonds,-0.011702612039431575
1903,PRT,Bonds,0.04232150281023524
2020,FRA,Bonds,0.05705205922134989
1877,SWE,Bonds,0.0432223326850806
1907,NOR,Bonds,-0.0016947553948560602
1887,PRT,Bonds,0.05684577866443615
1946,SWE,Bonds,0.025460950411914852
1932,NLD,Bonds,0.23056356950261792
1994,SWE,Bonds,-0.09524524483416405
1917,SWE,Bonds,0.008296973444763288
1931,FIN,Bonds,0.03416431335268023
2004,FRA,Bonds,0.10017960846482424
1999,NOR,Bonds,-0.0172710689222133
2016,ESP,Bonds,0.054571236612046534
1893,ITA,Bonds,0.04611758349864255
2015,SWE,Bonds,0.002696138761673514
1953,ITA,Bonds,0.042523969547460176
1944,ESP,Bonds,0.06213020800537608
1980,CHE,Bonds,0.028890656283174356
1943,AUS,Bonds,0.042471456968465826
1971,FRA,Bonds,0.10590689081757983
1941,PRT,Bonds,0.07775001501134869
1912,JPN,Bonds,-0.0008360495407981833
1935,FRA,Bonds,0.003336866645709072
1956,JPN,Bonds,0.008983410799967909
1887,JPN,Bonds,0.043123619745077654
1937,NLD,Bonds,0.007277657505798911
1875,SWE,Bonds,0.04991950099486997
2015,FRA,Bonds,0.0006594918499268675
1900,NLD,Bonds,0.014512628493034942
1971,CHE,Bonds,0.13307755091742293
1933,ESP,Bonds,0.0703980086651733
1926,FRA,Bonds,0.08707758590105685
1897,DNK,Bonds,0.0437138910337574
2002,DEU,Bonds,0.10071417690229241
1881,BEL,Bonds,0.048655664452398675
1937,AUS,Bonds,-0.014679534099613149
1907,DEU,Bonds,0.01394206154664987
1934,DNK,Bonds,0.12439989023588799
1963,FRA,Bonds,0.019180128299939116
1951,GBR,Bonds,-0.06559206147825217
2010,CHE,Bonds,0.05696079263035714
2011,SWE,Bonds,0.1619239859895815
1962,NOR,Bonds,0.08007463471549825
1966,FIN,Bonds,0.05972730360102811
1986,DNK,Bonds,0.044272782537970706
1903,AUS,Bonds,0.002282295140192251
2016,SWE,Bonds,0.057512686227038874
2008,JPN,Bonds,0.11992519642231048
1924,FIN,Bonds,0.11539178985853141
1983,DNK,Bonds,0.3807779770643364
1896,DNK,Bonds,0.03673857574399117
1901,AUS,Bonds,0.020584226079290308
1913,ITA,Bonds,0.023753863722970024
1993,FIN,Bonds,0.28938243567670013
1945,NOR,Bonds,0.09439266626961032
1923,DNK,Bonds,-0.00025827007521651846
1965,DNK,Bonds,-0.012259272528036604
1992,FIN,Bonds,0.1443070782700187
2010,JPN,Bonds,0.05574232799622926
1976,ESP,Bonds,0.1152940991291965
1966,FRA,Bonds,0.005516341243602152
2013,DNK,Bonds,-0.05545756652261816
1929,SWE,Bonds,0.077005341279403
1901,FIN,Bonds,0.08448419289910292
1999,FIN,Bonds,-0.04673982258577908
2013,DEU,Bonds,-0.02581267474299136
1891,JPN,Bonds,0.09386808964760196
1927,NLD,Bonds,0.05876148633192704
2009,PRT,Bonds,0.00622916963277019
1972,ITA,Bonds,0.05144203530348053
1984,SWE,Bonds,0.14442203156198133
2017,FIN,Bonds,0.0005445335608778891
1932,BEL,Bonds,0.11521545919792589
1875,DNK,Bonds,0.062179412599920714
