year,iso,debt_share
1936,PRT,0.0024344911703348487
1936,SWE,0.004524247000397796
1936,USA,0.25336006305773046
1937,AUS,0.02735600933279253
1937,BEL,0.018960856965843514
1937,CHE,0.00562331779286387
1937,DEU,0.10164604015138652
1937,DNK,0.0025785881299743643
1937,FIN,0.0006867026247265267
1937,GBR,0.3690957741545631
1937,ITA,0.06169808402841878
1937,JPN,0.034992363677226815
1937,NLD,0.03286581205217912
1937,NOR,0.00357000120059474
1937,PRT,0.002961256929794921
1937,SWE,0.005255290107171499
1937,USA,0.33270990285246366
1938,AUS,0.02333105522986873
1938,BEL,0.015158669661576106
1938,CHE,0.004955189494909605
1938,DEU,0.12096321768599419
1938,DNK,0.0021236129143742412
1938,FIN,0.0005665953723066367
1938,FRA,0.09442847369175686
1938,GBR,0.3143465671716448
1938,ITA,0.05635189626552425
1938,JPN,0.0403633943945271
1938,NLD,0.027849642517890634
1938,NOR,0.002727874882473717
1938,PRT,0.0024866047616135213
1938,SWE,0.004554894008487482
1938,USA,0.28979231194705224
1939,AUS,0.020169032225901665
1939,BEL,0.014501242644485404
1939,CHE,0.005131072013195883
1939,DEU,0.15717573333488666
1939,DNK,0.0018520105995637626
1939,FIN,0.0009287390211969353
1939,FRA,0.08859740340042657
1939,GBR,0.27770961252325027
1939,ITA,0.05647424655756145
1939,JPN,0.04579978157152115
1939,NLD,0.026229779937687984
1939,NOR,0.0025424318359820687
1939,PRT,0.0021143353359862173
1939,SWE,0.00459003176256829
1939,USA,0.29618454723578563
1940,AUS,0.01643589127671424
1940,BEL,0.013213369138910526
1940,CHE,0.006202713768807104
1940,DEU,0.2355031266789041
1940,DNK,0.00162333916306599
1940,FIN,0.002234478835480348
1940,FRA,0.08072895713692445
1940,GBR,0.21452794920013366
1940,ITA,0.06081721550386961
1940,JPN,0.04857143154823616
1940,NLD,0.023900280358446473
1940,NOR,0.0023166352831234366
1940,PRT,0.0015819061686684955
1940,SWE,0.0057554387730862355
1940,USA,0.2865872671656292
1941,AUS,0.013824654071314686
1941,BEL,0.009926251191715573
1941,CHE,0.006014710726333256
1941,DEU,0.27471857322753873
1941,DNK,0.0011823468085833306
1941,ESP,0.018407246793796853
1941,FIN,0.0028074603280763637
1941,FRA,0.060645842749264454
1941,GBR,0.22573599565851343
1941,ITA,0.06520813929804752
1941,JPN,0.04917983091761834
1941,NLD,0.017954556774755076
1941,NOR,0.0017403209959644247
1941,PRT,0.001326577025100384
1941,SWE,0.006172298486038857
1941,USA,0.24515519494733867
1942,AUS,0.012716368797245869
1942,BEL,0.007990078955192844
1942,CHE,0.0056916126010391095
1942,DEU,0.3071281825824484
1942,DNK,0.0009187292660164358
1942,ESP,0.015584290942788917
1942,FIN,0.003043952130935606
1942,FRA,0.048816523228351234
1942,GBR,0.22834317106309732
1942,JPN,0.0538915903083888
1942,NLD,0.014452417480177775
1942,NOR,0.0014008614024135246
1942,PRT,0.0013389812389068374
1942,SWE,0.006667809345174998
1942,USA,0.29201543065782226
1943,AUS,0.010709547695043143
1943,BEL,0.005444500930518887
1943,CHE,0.004570009095502419
1943,DEU,0.2891748063644807
1943,DNK,0.0007114677732015452
1943,ESP,0.012367378518701877
1943,FIN,0.0029210694618293223
1943,FRA,0.03326395241297593
1943,GBR,0.18808093488257058
1943,ITA,0.004914348674036109
1943,JPN,0.05468921810240139
1943,NLD,0.009847987843466336
1943,NOR,0.0009545576773070008
1943,PRT,0.0009696171842338476
1943,SWE,0.0057273980234780995
1943,USA,0.3756532053602529
1944,AUS,0.012701003925002686
1944,BEL,0.005660353980287586
1944,CHE,0.005847353105077583
1944,DNK,0.0007498047387697723
1944,ESP,0.014646423952755923
1944,FIN,0.003960481795287255
1944,FRA,0.03458273730572044
1944,GBR,0.22743951512472801
1944,JPN,0.10150475260916844
1944,NLD,0.010238421831305638
1944,NOR,0.000992402135128997
1944,PRT,0.0010828575678481667
1944,SWE,0.00666489850618765
1944,USA,0.573928993422732
1945,AUS,0.012846766774856602
1945,BEL,0.005147303783399157
1945,CHE,0.0061806204504288205
1945,DNK,0.0008074875686085566
1945,ESP,0.014120672319024336
1945,FRA,0.031448184193771905
1945,GBR,0.23516976590408187
1945,ITA,0.0046794357801065315
1945,NLD,0.009310419032422154
1945,NOR,0.0009024515573747484
1945,PRT,0.0010330591671737733
1945,SWE,0.006791995128416409
1945,USA,0.6715618383403351
1946,AUS,0.014263543746853985
1946,BEL,0.012124766774668576
1946,CHE,0.011891979472879751
1946,GBR,0.21159283446791266
1946,ITA,0.005596421674461998
1946,NOR,0.0009431924998284488
1946,PRT,0.0011202592721433536
1946,SWE,0.00779506695452242
1946,USA,0.7346719351367287
1947,AUS,0.014123919779919815
1947,BEL,0.013984666192788198
1947,CHE,0.009683608071100056
1947,DNK,0.00048135453504645606
1947,ESP,0.00440839562489354
1947,FIN,0.0010066994384557682
1947,FRA,0.03196352585366306
1947,GBR,0.18140924424945495
1947,ITA,0.007724395316693606
1947,JPN,0.004133127739819714
1947,NLD,0.011690960843121143
1947,NOR,0.002221776614795175
1947,PRT,0.0010898988967836566
1947,SWE,0.006777150986086737
1947,USA,0.7093012758573781
1948,AUS,0.014360324997057637
1948,BEL,0.012130165539033478
1948,CHE,0.01014304274946494
1948,DNK,0.0004832570897069365
1948,ESP,0.005334842813320091
1948,FIN,0.000785780446994908
1948,GBR,0.22281091511893938
1948,ITA,0.009125391394085724
1948,JPN,0.004528272910243758
1948,NLD,0.01298540708284944
1948,NOR,0.001814889838871594
1948,PRT,0.0010512721134055885
1948,SWE,0.005856755410505803
1948,USA,0.6985896824955206
1949,AUS,0.008356919765268658
1949,BEL,0.010972997465706773
1949,CHE,0.007688800593190286
1949,DEU,0.23052007298123722
1949,DNK,0.00039933054766144325
1949,ESP,0.0035957532721768845
1949,FIN,0.0007175801206801754
1949,FRA,0.02166646290781494
1949,GBR,0.1416284302432952
1949,ITA,0.008765730632067098
1949,NLD,0.014405563473785118
1949,NOR,0.0014805902624906297
1949,PRT,0.0007857966585485717
1949,SWE,0.003997834032996009
1949,USA,0.545018137043081
1950,AUS,0.010026078596766082
1950,BEL,0.01228267752144482
1950,CHE,0.00923744096318871
1950,DEU,0.013732183636291495
1950,DNK,0.0004653624261056139
1950,ESP,0.004116811047805689
1950,FIN,0.0007120236041291924
1950,FRA,0.02656497999124919
1950,GBR,0.18000771616110545
1950,ITA,0.01079330752803339
1950,JPN,0.003437558638253132
1950,NLD,0.016547455033639673
1950,NOR,0.0012528651310292412
1950,PRT,0.0009215820800034699
1950,SWE,0.004879961565031249
1950,USA,0.7050219960759236
1951,AUS,0.010638925043752776
1951,BEL,0.012241707508322527
1951,CHE,0.009412901660120973
1951,DEU,0.015509841350334482
1951,DNK,0.00047338545778829175
1951,ESP,0.004559784947190605
1951,FIN,0.000913592900603842
1951,FRA,0.026469508201107262
1951,GBR,0.17681330282948218
1951,ITA,0.013126180954961245
1951,JPN,0.003980425371083701
1951,NLD,0.015628465720850918
1951,NOR,0.001455563471344538
1951,PRT,0.0009833444565326619
1951,SWE,0.00502451025209169
1951,USA,0.7027685598744323
1952,AUS,0.011258436768844514
1952,BEL,0.013249184500685303
1952,CHE,0.009606967955281804
1952,DEU,0.016448955640765473
1952,DNK,0.00046323969098829864
1952,ESP,0.005206943025082824
1952,FIN,0.0007170311051938686
1952,FRA,0.030286334030320394
1952,GBR,0.1914190743597248
1952,ITA,0.016020590045892225
1952,JPN,0.005190688659044587
1952,NLD,0.015438927688701051
1952,NOR,0.001590080567718581
1952,PRT,0.0009756655187865894
1952,SWE,0.005275195384881895
1952,USA,0.6768526850580877
1953,AUS,0.011413128050349115
1953,BEL,0.013602375731453963
1953,CHE,0.009454608167082176
1953,DEU,0.021791040284667447
1953,DNK,0.002703998226561125
1953,ESP,0.0062071794446741015
1953,FIN,0.0009269700704595191
1953,FRA,0.03537771643646056
1953,GBR,0.18869853860236238
1953,ITA,0.01767496531293894
1953,JPN,0.004930836777896953
1953,NLD,0.015514389337880609
1953,NOR,0.0017167384122132652
1953,PRT,0.0009407509713609685
1953,SWE,0.0053868182008870525
1953,USA,0.6636599459727518
1954,AUS,0.011671986562341974
1954,BEL,0.014231769462549879
1954,CHE,0.009518397769979633
1954,DEU,0.02496954654813551
1954,DNK,0.0027342396209440057
1954,ESP,0.006085157302105635
1954,FIN,0.0011661209090235549
1954,FRA,0.036429150549387466
1954,GBR,0.18714225530912088
1954,ITA,0.019128160198231565
1954,JPN,0.005450781011130879
1954,NLD,0.01512112655710542
1954,NOR,0.001814862030789786
1954,PRT,0.0009764864180086719
1954,SWE,0.00581688225231976
1954,USA,0.6577430774988253
1955,AUS,0.011649833968751825
1955,BEL,0.014178778446025157
1955,CHE,0.009138616631124457
1955,DEU,0.024976891071056807
1955,DNK,0.0027260055882250586
1955,ESP,0.006247811924949195
1955,FIN,0.0010958664390588006
1955,FRA,0.034707625841340004
1955,GBR,0.18546624426016695
1955,ITA,0.020169066815546494
1955,JPN,0.0062639240993656526
1955,NLD,0.014292985704945204
1955,NOR,0.002126364044148662
1955,PRT,0.0009335703870869797
1955,SWE,0.006228894715685931
1955,USA,0.6597975200625228
1956,AUS,0.012057928806828232
1956,BEL,0.014398067286078634
1956,CHE,0.009511614068306033
1956,DEU,0.025431897647215877
1956,DNK,0.002749269133595318
1956,ESP,0.006596272408632022
1956,FIN,0.0011919636535063195
1956,FRA,0.03688580705224257
1956,GBR,0.19378953716724218
1956,ITA,0.021771830709817957
1956,JPN,0.005977163856872154
1956,NLD,0.01461655079241399
1956,NOR,0.002470905910895823
1956,PRT,0.0009372687084072201
1956,SWE,0.006517287891911412
1956,USA,0.6450966349060343
1957,AUS,0.012412167010614582
1957,BEL,0.014663987073676586
1957,CHE,0.00954318799857314
1957,DEU,0.02626622931346046
1957,DNK,0.0027379261891398773
1957,ESP,0.006196835665559908
1957,FIN,0.001246382693449987
1957,FRA,0.03447746008296365
1957,GBR,0.19818776513084546
1957,ITA,0.022816211908610287
1957,JPN,0.0057733325446922305
1957,NLD,0.01548545663215133
1957,NOR,0.00264138420782335
1957,PRT,0.0009396329665230978
1957,SWE,0.007080894920869738
1957,USA,0.6395311456610464
1958,AUS,0.012074836151675032
1958,BEL,0.015350779389595413
1958,CHE,0.009429294633741842
1958,DEU,0.02771003600963829
1958,DNK,0.002672650253328651
1958,ESP,0.0065856813501342796
1958,FIN,0.0013066910914027094
1958,FRA,0.03693160549142392
1958,GBR,0.1921793343977254
1958,ITA,0.023870629845999587
1958,JPN,0.006208406868715346
1958,NLD,0.01581285102349648
1958,NOR,0.002885376706041774
1958,PRT,0.0011561141845093607
1958,SWE,0.00774707154838404
1958,USA,0.6380786410541879
1959,AUS,0.01178313812725246
1959,BEL,0.016016492656551074
1959,CHE,0.009429473971783932
1959,DEU,0.027810993066569572
1959,DNK,0.00257327390497924
1959,ESP,0.006391102936574682
1959,FIN,0.001320336988331467
1959,FRA,0.03824866675014216
1959,GBR,0.18442931237954377
1959,ITA,0.025387698746896618
1959,JPN,0.006482740328800721
1959,NLD,0.015933298314179035
1959,NOR,0.0030048028448632076
1959,PRT,0.0011485747283943503
1959,SWE,0.007782721033003297
1959,USA,0.6422573732221344
1960,AUS,0.01260671253206438
1960,BEL,0.016970551249590512
1960,CHE,0.009253670006270543
1960,DEU,0.027798956152858077
1960,DNK,0.00255686052009536
1960,ESP,0.006693117576216841
1960,FIN,0.001354540734462864
1960,FRA,0.03826135417948784
1960,GBR,0.18684882242670572
1960,ITA,0.026219911971854457
1960,JPN,0.007303511175379896
1960,NLD,0.016194215747845183
1960,NOR,0.0029716274721143694
1960,PRT,0.001210375310536829
1960,SWE,0.00834824226285937
1960,USA,0.6354075306816578
1961,AUS,0.01253062776305735
1961,BEL,0.01718622118058363
1961,CHE,0.00947621128747511
1961,DEU,0.030991218809163123
1961,DNK,0.00228913856665033
1961,ESP,0.006919314880160772
1961,FIN,0.0012152691023315113
1961,FRA,0.03732860412648848
1961,GBR,0.1874633393961618
1961,ITA,0.027149278364921866
1961,JPN,0.006610239544132281
1961,NLD,0.017215977325046622
1961,NOR,0.002942293023491819
1961,PRT,0.0012817346559239442
1961,SWE,0.008001622133245595
1961,USA,0.6313989098411658
1962,AUS,0.012266972783031072
1962,BEL,0.017139752564245655
1962,CHE,0.009600096924797276
1962,DEU,0.03255434267164837
1962,DNK,0.0023077698405639985
1962,ESP,0.0073425826747201845
1962,FIN,0.001427821675975555
1962,FRA,0.03626913566789548
1962,GBR,0.18391083398125332
1962,ITA,0.02843020284473002
1962,JPN,0.006416641141370586
1962,NLD,0.0173226767355968
1962,NOR,0.0029515104146819672
1962,PRT,0.0015158399889868026
1962,SWE,0.007394671637818831
1962,USA,0.633149148452684
1963,AUS,0.012325673727425232
1963,BEL,0.017445489348692594
1963,CHE,0.010202010597054476
1963,DEU,0.03549535535343943
1963,DNK,0.002107638722441622
1963,ESP,0.007389257578677654
1963,FIN,0.0017492907716912442
1963,FRA,0.036883535143537025
1963,GBR,0.18525855699804156
1963,ITA,0.029435921461731532
1963,JPN,0.005843062703654371
1963,NLD,0.017567410151210123
1963,NOR,0.00288762658297277
1963,PRT,0.0016802510786179182
1963,SWE,0.006877549051450171
1963,USA,0.6268513707293623
1964,AUS,0.012478011829727527
1964,BEL,0.017669674857413064
1964,CHE,0.010377204133641496
1964,DEU,0.03793349716812944
1964,DNK,0.002490683925557117
1964,ESP,0.006971450790806055
1964,FIN,0.0019468855176296117
1964,FRA,0.03517129679508143
1964,GBR,0.1833342160208177
1964,ITA,0.03126786972934357
1964,JPN,0.0065894084221325725
1964,NLD,0.01868058945919993
1964,NOR,0.0029012873625075914
1964,PRT,0.0018653453534303586
1964,SWE,0.006794096053525258
1964,USA,0.6235284825810573
1965,AUS,0.01637773385986115
1965,BEL,0.017941139162977134
1965,CHE,0.010590138109901202
1965,DEU,0.039570503224977835
1965,DNK,0.002398569669859225
1965,ESP,0.007377045881032046
1965,FIN,0.002161175894571677
1965,FRA,0.03279411347501077
1965,GBR,0.17925710750344354
1965,ITA,0.033756969428911016
1965,JPN,0.008180864596377582
1965,NLD,0.01948333940530368
1965,NOR,0.0029396141696762137
1965,PRT,0.0019469530884983351
1965,SWE,0.006448578684130716
1965,USA,0.6187761538454679
1966,AUS,0.019721835961031556
1966,BEL,0.017734736722054258
1966,CHE,0.01099996513747097
1966,DEU,0.04298637340567937
1966,DNK,0.0023640590433246385
1966,ESP,0.007993733709279503
1966,FIN,0.0023756943234944264
1966,FRA,0.029734219909196363
1966,GBR,0.17832007369961508
1966,ITA,0.04143176250199418
1966,JPN,0.011764484939353913
1966,NLD,0.02032402533122304
1966,NOR,0.002995187826357552
1966,PRT,0.001973915480518119
1966,SWE,0.006347509867666863
1966,USA,0.6029324221417403
1967,AUS,0.020699073853991636
1967,BEL,0.01831779173903179
1967,CHE,0.011648727566166856
1967,DEU,0.04924023130328929
1967,DNK,0.002123005410944734
1967,ESP,0.007514391790758454
1967,FIN,0.002046338680094692
1967,FRA,0.033100428225276424
1967,GBR,0.15493613837511255
1967,ITA,0.04463239775969662
1967,JPN,0.016514530352262236
1967,NLD,0.021824361178895153
1967,NOR,0.0033437321130183064
1967,PRT,0.001991240314580986
1967,SWE,0.006847231206939282
1967,USA,0.6052203801299411
1968,AUS,0.01945027904577196
1968,BEL,0.017738077767566262
1968,CHE,0.011437305020147195
1968,DEU,0.04816890631622104
1968,DNK,0.0019868826290924393
1968,ESP,0.007820463312099792
1968,FIN,0.002109031254988873
1968,FRA,0.03230167293378838
1968,GBR,0.1519883823259136
1968,ITA,0.047283843020261326
1968,JPN,0.019448813191343343
1968,NLD,0.021635094892074398
1968,NOR,0.0032368301772890615
1968,PRT,0.0018200138049610593
1968,SWE,0.007214432070647805
1968,USA,0.6063599722378333
1969,AUS,0.020112689007022486
1969,BEL,0.018411034802892752
1969,CHE,0.011749044831873305
1969,DEU,0.0520301855720456
1969,DNK,0.0019854559319502597
1969,ESP,0.008896161579631693
1969,FIN,0.0018149252719040585
1969,FRA,0.029400581615656715
1969,GBR,0.15233437073893286
1969,ITA,0.051953030824546984
1969,JPN,0.03048325739108876
1969,NLD,0.02507399894331869
1969,NOR,0.003407342583553475
1969,PRT,0.0018798065676076353
1969,SWE,0.007651386472803047
1969,USA,0.5828167278651717
1970,AUS,0.02036027423834367
1970,BEL,0.01789889640463684
1970,CHE,0.0118158183661321
1970,DEU,0.050859282782510486
1970,DNK,0.0019040977077523448
1970,ESP,0.009316765993787203
1970,FIN,0.0018273077856390482
1970,FRA,0.04560489370921082
1970,GBR,0.14352566361192357
1970,ITA,0.05742417480231748
1970,JPN,0.030019346098692674
1970,NLD,0.025714721845693473
1970,NOR,0.003889892077910036
1970,PRT,0.0019651570460119364
1970,SWE,0.008464220889705255
1970,USA,0.5694094866397331
1971,AUS,0.019500813918179104
1971,BEL,0.018593563866124752
1971,CHE,0.012973730154135584
1971,DEU,0.055891893053257036
1971,DNK,0.002008741312109617
1971,ESP,0.008207509998673975
1971,FIN,0.0016188776860137396
1971,FRA,0.046751531993644506
1971,GBR,0.13632786194619428
1971,ITA,0.06591887780617556
1971,JPN,0.03920179165938933
1971,NLD,0.02693794336471867
1971,NOR,0.004214734002987859
1971,PRT,0.002009813403065129
1971,SWE,0.008608212082838462
1971,USA,0.5512341037524924
1972,AUS,0.01995691138585542
1972,BEL,0.018889545073210987
1972,CHE,0.013516662322128357
1972,DEU,0.05678235971255188
1972,DNK,0.0018541093344957337
1972,ESP,0.008469051029071242
1972,FIN,0.0015571944708270829
1972,FRA,0.042050750464846756
1972,GBR,0.12153730216348348
1972,ITA,0.07640796132473975
1972,JPN,0.05649584310765086
1972,NLD,0.02632724531191311
1972,NOR,0.004611774394988786
1972,PRT,0.002136583959742081
1972,SWE,0.009045006520883333
1972,USA,0.5403616994236112
1973,AUS,0.020725985002190757
1973,BEL,0.019339887512934247
1973,CHE,0.01562960080520619
1973,DEU,0.06696661977249276
1973,DNK,0.0018296471549808884
1973,ESP,0.009074396692257672
1973,FIN,0.0015029169901647657
1973,FRA,0.041876727924863626
1973,GBR,0.10954132021554587
1973,ITA,0.08391669576338663
1973,JPN,0.06495181478232707
1973,NLD,0.02855243864314182
1973,NOR,0.005499655306339944
1973,PRT,0.002161415040573609
1973,SWE,0.009709008813834054
1973,USA,0.5187218695797601
1974,AUS,0.01771689930097906
1974,BEL,0.0216418511774493
1974,CHE,0.020350445200039917
1974,DEU,0.07808832324657718
1974,DNK,0.0018029463952153424
1974,ESP,0.00997947656240968
1974,FIN,0.0014854257377964432
1974,FRA,0.04586391576050408
1974,GBR,0.10793934836460603
1974,ITA,0.08983585376027603
1974,JPN,0.0690065754580947
1974,NLD,0.030790618237194842
1974,NOR,0.0063400797577025615
1974,PRT,0.0024700082227482405
1974,SWE,0.011801332177127487
1974,USA,0.4848869006412791
1975,AUS,0.017290539843793862
1975,BEL,0.019711574480030677
1975,CHE,0.019518747828810887
1975,DEU,0.08339294643800625
1975,DNK,0.0013544425741540103
1975,ESP,0.009958576693843696
1975,FIN,0.0015407720968103622
1975,FRA,0.04692606913479413
1975,GBR,0.09178661309927558
1975,ITA,0.09694112676299638
1975,JPN,0.08351207058910691
1975,NLD,0.028300755151777077
1975,NOR,0.006278961414304772
1975,PRT,0.003065217818472811
1975,SWE,0.011764705375535645
1975,USA,0.4786568806982869
1976,AUS,0.014652697717407119
1976,BEL,0.02130480560382833
1976,CHE,0.01977591974940919
1976,DEU,0.08984874924726079
1976,DNK,0.0015205107163007415
1976,ESP,0.008893696006412894
1976,FIN,0.0014417681094877203
1976,FRA,0.03948301123505895
1976,GBR,0.08273053268998494
1976,ITA,0.08127312584720767
1976,JPN,0.10726770565759502
1976,NLD,0.030097748854124536
1976,NOR,0.008505235213563387
1976,PRT,0.00364865719015752
1976,SWE,0.011709856201023239
1976,USA,0.47784597996117795
1977,AUS,0.014098136278540119
1977,BEL,0.02220164818648804
1977,CHE,0.020078707657922062
1977,DEU,0.09200044207815966
1977,DNK,0.002717069546525256
1977,ESP,0.008566491472191712
1977,FIN,0.0015546461480442425
1977,FRA,0.038361404849656514
1977,GBR,0.0917902027174639
1977,ITA,0.08020082410064619
1977,JPN,0.14311346654968007
1977,NLD,0.029060266302554406
1977,NOR,0.009045232080195855
1977,PRT,0.0034781997950589175
1977,SWE,0.01028672762779508
1977,USA,0.43344653460907806
1978,AUS,0.012580026289809308
1978,BEL,0.022725196588769706
1978,CHE,0.01891158789219662
1978,DEU,0.09471588948696487
1978,DNK,0.004292527083518515
1978,ESP,0.00957594512419119
1978,FIN,0.001937273142600653
1978,FRA,0.04391985756954955
1978,GBR,0.09089454059951808
1978,ITA,0.08302768986973855
1978,JPN,0.19139063732210726
1978,NLD,0.029097263246819893
1978,NOR,0.009100746325032862
1978,PRT,0.0032809880621473453
1978,SWE,0.011131057744893078
1978,USA,0.37341877365214254
1979,AUS,0.012516255769333672
1979,BEL,0.02400205227681175
1979,CHE,0.018177365184699177
1979,DEU,0.10076028587552883
1979,DNK,0.005576918397725612
1979,ESP,0.012013115613972768
1979,FIN,0.0021601356665325064
1979,FRA,0.05372327148238499
1979,GBR,0.09974557625068622
1979,ITA,0.09200516687221505
1979,JPN,0.16839619027993669
1979,NLD,0.029795803152356925
1979,NOR,0.009661158491331983
1979,PRT,0.003843370860294787
1979,SWE,0.013613660419717698
1979,USA,0.3540096734064713
1980,AUS,0.012445763894294186
1980,BEL,0.02113405182888577
1980,CHE,0.014695742437466892
1980,DEU,0.08674857455596716
1980,DNK,0.006639051254133344
1980,ESP,0.01165101062481615
1980,FIN,0.002145806520712644
1980,FRA,0.05067528665135205
1980,GBR,0.09676961865427994
1980,ITA,0.0842232156484479
1980,JPN,0.21404875894090278
1980,NLD,0.0288595404392426
1980,NOR,0.008846999528688494
1980,PRT,0.003541046988763075
1980,SWE,0.016483182943898014
1980,USA,0.34109234908814895
1981,AUS,0.011449183252854978
1981,BEL,0.020263537231865667
1981,CHE,0.013888470190022298
1981,DEU,0.08577008023567602
1981,DNK,0.007738950347868462
1981,ESP,0.01247620756884791
1981,FIN,0.0021035680199958753
1981,FRA,0.04558508935871627
1981,GBR,0.08715359289322451
1981,ITA,0.07818727121316038
1981,JPN,0.2220711517883368
1981,NLD,0.026954108755874992
1981,NOR,0.007835858380601066
1981,PRT,0.004175691254196953
1981,SWE,0.016310072380639102
1981,USA,0.3580371671281186
1982,AUS,0.009701710796511573
1982,BEL,0.027343148652328585
1982,CHE,0.011697800854991116
1982,DEU,0.08487155832525847
1982,DNK,0.009323799020933894
1982,ESP,0.012858460789569693
1982,FIN,0.002149689040404116
1982,FRA,0.04737186534895378
1982,GBR,0.07183948443095231
1982,ITA,0.0803232670715616
1982,JPN,0.2196270405656422
1982,NLD,0.027134722143401763
1982,NOR,0.00592445634094775
1982,PRT,0.0037944453364247015
1982,SWE,0.014421472434369607
1982,USA,0.37161707884774875
1983,AUS,0.00934605715714748
1983,BEL,0.024207814993561817
1983,CHE,0.01027737399955953
1983,DEU,0.0710647329081468
1983,DNK,0.008820229838884787
1983,ESP,0.012738918573788616
1983,FIN,0.002166598580009399
1983,FRA,0.03990136109685842
1983,GBR,0.06175147220099021
1983,ITA,0.07594511014337076
1983,JPN,0.2288489866787456
1983,NLD,0.024068789180390692
1983,NOR,0.004980480017510959
1983,PRT,0.0031083935024783485
1983,SWE,0.01501034176558987
1983,USA,0.4077633393629667
1984,AUS,0.009889683490413085
1984,BEL,0.022738582438811616
1984,CHE,0.008518823289225475
1984,DEU,0.06277123082111251
1984,DNK,0.009502093074506482
1984,ESP,0.014844761438421294
1984,FIN,0.002023756735950741
1984,FRA,0.03901996822110523
1984,GBR,0.05070194838581236
1984,ITA,0.07619484586817514
1984,JPN,0.21957469983804453
1984,NLD,0.02182615685440862
1984,NOR,0.004583179434550667
1984,PRT,0.003074790321477013
1984,SWE,0.015023162970075318
1984,USA,0.43971231681790984
1985,AUS,0.007553737384398161
1985,BEL,0.02461907453508726
1985,CHE,0.008540367414138975
1985,DEU,0.06548321201209496
1985,DNK,0.010867568514220596
1985,ESP,0.016415795284369764
1985,FIN,0.002164656075590901
1985,FRA,0.04368114683111455
1985,GBR,0.053041057146748956
1985,ITA,0.08314427280138906
1985,JPN,0.2379829534176073
1985,NLD,0.024719205043404243
1985,NOR,0.00517416884645576
1985,PRT,0.003740426430430489
1985,SWE,0.016119608272266227
1985,USA,0.3967527499906828
1986,AUS,0.006794991066521149
1986,BEL,0.02620118404675377
1986,CHE,0.008724388046267673
1986,DEU,0.06837694530634453
1986,DNK,0.010780517632494324
1986,ESP,0.017720341885941446
1986,FIN,0.00213730267313827
1986,FRA,0.04377994970334262
1986,GBR,0.04556896345975903
1986,ITA,0.09341634061215012
1986,JPN,0.26678542472453354
1986,NLD,0.025886995498077887
1986,NOR,0.005395245598682576
1986,PRT,0.003977256259139279
1986,SWE,0.014921855223993398
1986,USA,0.3595322982628603
1987,AUS,0.006064668374430351
1987,BEL,0.027353192681468724
1987,CHE,0.009114931567413538
1987,DEU,0.07191506588718224
1987,DNK,0.009903351807215735
1987,ESP,0.019364795437249577
1987,FIN,0.0023914460117614752
1987,FRA,0.047384160745455976
1987,GBR,0.048642960986950916
1987,ITA,0.09864696328960584
1987,JPN,0.291784879022179
1987,NLD,0.02660171191322048
1987,NOR,0.004598298272073031
1987,PRT,0.003982746612174301
1987,SWE,0.014164449466748733
1987,USA,0.3180863779248701
1988,AUS,0.008913034861860196
1988,BEL,0.025368122460727085
1988,CHE,0.00810914671059035
1988,DEU,0.06557525702298492
1988,DNK,0.008380892107367857
1988,ESP,0.018555055038808537
1988,FIN,0.0023395384098542247
1988,FRA,0.043769256004068356
1988,GBR,0.048348591060941706
1988,ITA,0.09738432046894378
1988,JPN,0.28373629649509735
1988,NLD,0.024867881879829003
1988,NOR,0.004323126340413338
1988,PRT,0.004080502920945844
1988,SWE,0.012839068593263569
1988,USA,0.34340990962430396
1989,AUS,0.00840278956418151
1989,BEL,0.02736220954349079
1989,CHE,0.007772248498189585
1989,DEU,0.06832706314909848
1989,DNK,0.008913554568533466
1989,ESP,0.02193530150115452
1989,FIN,0.0022681055286945663
1989,FRA,0.04928994452582623
1989,GBR,0.04070440591183894
1989,ITA,0.11032936001089919
1989,JPN,0.23783821024544244
1989,NLD,0.02688649166180448
1989,NOR,0.004477857003672392
1989,PRT,0.0044651262577909395
1989,SWE,0.012292653921031719
1989,USA,0.3687346781083507
1990,AUS,0.007333806639410804
1990,BEL,0.02966321364978133
1990,CHE,0.010334628296247908
1990,DEU,0.07632866436025802
1990,DNK,0.009299858522335964
1990,ESP,0.024962136246812257
1990,FIN,0.002234155330539318
1990,FRA,0.05213538577188365
1990,GBR,0.040141773479424374
1990,ITA,0.12029726793798308
1990,JPN,0.2258113313154395
1990,NLD,0.02776130566672299
1990,NOR,0.004075233799778165
1990,PRT,0.005121341593077836
1990,SWE,0.011456370443072437
1990,USA,0.35304352694723223
1991,AUS,0.007012431377915589
1991,BEL,0.02779747084985918
1991,CHE,0.009695437036987409
1991,DEU,0.08747889299208822
1991,DNK,0.008610993562269032
1991,ESP,0.02507606378516643
1991,FIN,0.0026556633165862997
1991,FRA,0.048820400708531025
1991,GBR,0.03661830679955403
1991,ITA,0.11923009213023364
1991,JPN,0.22749176235415666
1991,NLD,0.025784283401369488
1991,NOR,0.0035735304222603978
1991,PRT,0.0054639492291819304
1991,SWE,0.011013940673590525
1991,USA,0.35367678136025016
1992,AUS,0.007317063249320508
1992,BEL,0.026553576482385315
1992,CHE,0.009891535723675349
1992,DEU,0.07870385973402344
1992,DNK,0.008727177656082436
1992,ESP,0.023047291692526516
1992,FIN,0.003491971824053762
1992,FRA,0.05003609626514417
1992,GBR,0.03409821664437026
