year,iso_domestic,iso_foreign
2016,BEL,CHE
2016,DEU,CHE
2016,DNK,CHE
2016,ESP,CHE
2016,FIN,CHE
2016,FRA,CHE
2016,GBR,CHE
2016,ITA,CHE
2016,JPN,CHE
2016,NLD,CHE
2016,NOR,CHE
2016,PRT,CHE
2016,SWE,CHE
2017,AUS,CHE
2017,BEL,CHE
2017,DEU,CHE
2017,DNK,CHE
2017,ESP,CHE
2017,FIN,CHE
2017,FRA,CHE
2017,GBR,CHE
2017,ITA,CHE
2017,JPN,CHE
2017,NLD,CHE
2017,NOR,CHE
2017,PRT,CHE
2017,SWE,CHE
2018,AUS,CHE
2018,BEL,CHE
2018,DEU,CHE
2018,DNK,CHE
2018,FIN,CHE
2018,FRA,CHE
2018,GBR,CHE
2018,ITA,CHE
2018,JPN,CHE
2018,NLD,CHE
2018,NOR,CHE
2018,PRT,CHE
2018,SWE,CHE
2019,AUS,CHE
2019,BEL,CHE
2019,DEU,CHE
2019,DNK,CHE
2019,ESP,CHE
2019,FIN,CHE
2019,FRA,CHE
2019,GBR,CHE
2019,ITA,CHE
2019,JPN,CHE
2019,NLD,CHE
2019,NOR,CHE
2019,PRT,CHE
2019,SWE,CHE
2020,AUS,CHE
2020,BEL,CHE
2020,DEU,CHE
2020,DNK,CHE
2020,ESP,CHE
2020,FIN,CHE
2020,FRA,CHE
2020,GBR,CHE
2020,ITA,CHE
2020,JPN,CHE
2020,NLD,CHE
2020,NOR,CHE
2020,PRT,CHE
2020,SWE,CHE
1871,BEL,DEU
1871,FRA,DEU
1871,ITA,DEU
1871,SWE,DEU
1872,BEL,DEU
1872,FRA,DEU
1872,SWE,DEU
1872,USA,DEU
1873,BEL,DEU
1873,FRA,DEU
1873,SWE,DEU
1873,USA,DEU
1874,BEL,DEU
1874,FRA,DEU
1874,SWE,DEU
1874,USA,DEU
1875,BEL,DEU
1875,DNK,DEU
1875,FRA,DEU
1875,SWE,DEU
1875,USA,DEU
1876,BEL,DEU
1876,DNK,DEU
1876,FRA,DEU
1876,SWE,DEU
1876,USA,DEU
1877,BEL,DEU
1877,DNK,DEU
1877,FRA,DEU
1877,SWE,DEU
1877,USA,DEU
1878,BEL,DEU
1878,DNK,DEU
1878,FRA,DEU
1878,SWE,DEU
1878,USA,DEU
1879,BEL,DEU
1879,DNK,DEU
1879,FRA,DEU
1879,SWE,DEU
1879,USA,DEU
1880,BEL,DEU
1880,DNK,DEU
1880,FRA,DEU
1880,PRT,DEU
1880,SWE,DEU
1880,USA,DEU
1881,BEL,DEU
1881,DNK,DEU
1881,FRA,DEU
1881,NOR,DEU
1881,PRT,DEU
1881,SWE,DEU
1881,USA,DEU
1882,BEL,DEU
1882,DNK,DEU
1882,FRA,DEU
1882,NOR,DEU
1882,PRT,DEU
1882,SWE,DEU
1882,USA,DEU
1883,BEL,DEU
1883,DNK,DEU
1883,FRA,DEU
1883,NOR,DEU
1883,PRT,DEU
1883,SWE,DEU
1883,USA,DEU
1884,BEL,DEU
1884,DNK,DEU
1884,FRA,DEU
1884,NOR,DEU
1884,PRT,DEU
1884,SWE,DEU
1884,USA,DEU
1885,BEL,DEU
1885,DNK,DEU
1885,FRA,DEU
1885,ITA,DEU
1885,NOR,DEU
1885,PRT,DEU
1885,SWE,DEU
1885,USA,DEU
1886,BEL,DEU
1886,DNK,DEU
1886,FRA,DEU
1886,ITA,DEU
1886,JPN,DEU
1886,NOR,DEU
1886,PRT,DEU
1886,SWE,DEU
1886,USA,DEU
1887,BEL,DEU
1887,DNK,DEU
1887,FRA,DEU
1887,ITA,DEU
1887,JPN,DEU
1887,NOR,DEU
1887,PRT,DEU
1887,SWE,DEU
1887,USA,DEU
1888,BEL,DEU
1888,DNK,DEU
1888,FRA,DEU
1888,ITA,DEU
1888,JPN,DEU
1888,NOR,DEU
1888,PRT,DEU
1888,SWE,DEU
1888,USA,DEU
1889,BEL,DEU
1889,DNK,DEU
1889,FRA,DEU
1889,ITA,DEU
1889,JPN,DEU
1889,NOR,DEU
1889,PRT,DEU
1889,SWE,DEU
1889,USA,DEU
1890,BEL,DEU
1890,DNK,DEU
1890,FRA,DEU
1890,ITA,DEU
1890,JPN,DEU
1890,NOR,DEU
1890,PRT,DEU
1890,SWE,DEU
1890,USA,DEU
1891,BEL,DEU
1891,DNK,DEU
1891,FRA,DEU
1891,ITA,DEU
1891,JPN,DEU
1891,NOR,DEU
1891,PRT,DEU
1891,SWE,DEU
1891,USA,DEU
1892,BEL,DEU
1892,DNK,DEU
1892,FRA,DEU
1892,ITA,DEU
1892,JPN,DEU
1892,NOR,DEU
1892,PRT,DEU
1892,SWE,DEU
1892,USA,DEU
1893,BEL,DEU
1893,DNK,DEU
1893,FRA,DEU
1893,ITA,DEU
1893,JPN,DEU
1893,NOR,DEU
1893,PRT,DEU
1893,SWE,DEU
1893,USA,DEU
1894,BEL,DEU
1894,DNK,DEU
1894,FRA,DEU
1894,ITA,DEU
1894,JPN,DEU
1894,NOR,DEU
1894,PRT,DEU
1894,SWE,DEU
1894,USA,DEU
1895,BEL,DEU
1895,DNK,DEU
1895,FRA,DEU
1895,ITA,DEU
1895,JPN,DEU
1895,NOR,DEU
1895,PRT,DEU
1895,SWE,DEU
1895,USA,DEU
1896,BEL,DEU
1896,DNK,DEU
1896,FIN,DEU
1896,FRA,DEU
1896,ITA,DEU
1896,JPN,DEU
1896,NOR,DEU
1896,PRT,DEU
1896,SWE,DEU
1896,USA,DEU
1897,BEL,DEU
1897,DNK,DEU
1897,FIN,DEU
1897,FRA,DEU
1897,ITA,DEU
1897,JPN,DEU
1897,NOR,DEU
1897,PRT,DEU
1897,SWE,DEU
1897,USA,DEU
1898,BEL,DEU
1898,DNK,DEU
1898,FIN,DEU
1898,FRA,DEU
1898,ITA,DEU
1898,JPN,DEU
1898,NOR,DEU
1898,PRT,DEU
1898,SWE,DEU
1898,USA,DEU
1899,BEL,DEU
1899,DNK,DEU
1899,FIN,DEU
1899,FRA,DEU
1899,ITA,DEU
1899,JPN,DEU
1899,NOR,DEU
1899,PRT,DEU
1899,SWE,DEU
1900,AUS,DEU
1900,BEL,DEU
1900,CHE,DEU
1900,DNK,DEU
1900,ESP,DEU
1900,FIN,DEU
1900,FRA,DEU
1900,ITA,DEU
1900,JPN,DEU
1900,NLD,DEU
1900,NOR,DEU
1900,PRT,DEU
1900,SWE,DEU
1901,AUS,DEU
1901,BEL,DEU
1901,CHE,DEU
1901,DNK,DEU
1901,ESP,DEU
1901,FIN,DEU
1901,FRA,DEU
1901,ITA,DEU
1901,JPN,DEU
1901,NLD,DEU
1901,NOR,DEU
1901,PRT,DEU
1901,SWE,DEU
1902,AUS,DEU
1902,BEL,DEU
1902,CHE,DEU
1902,DNK,DEU
1902,ESP,DEU
1902,FIN,DEU
1902,FRA,DEU
1902,ITA,DEU
1902,JPN,DEU
1902,NLD,DEU
1902,NOR,DEU
1902,PRT,DEU
1902,SWE,DEU
1903,AUS,DEU
1903,BEL,DEU
1903,CHE,DEU
1903,DNK,DEU
1903,ESP,DEU
1903,FIN,DEU
1903,FRA,DEU
1903,ITA,DEU
1903,JPN,DEU
1903,NLD,DEU
1903,NOR,DEU
1903,PRT,DEU
1903,SWE,DEU
1904,AUS,DEU
1904,BEL,DEU
1904,CHE,DEU
1904,DNK,DEU
1904,ESP,DEU
1904,FIN,DEU
1904,FRA,DEU
1904,ITA,DEU
1904,JPN,DEU
1904,NLD,DEU
1904,NOR,DEU
1904,PRT,DEU
1904,SWE,DEU
1905,AUS,DEU
1905,BEL,DEU
1905,CHE,DEU
1905,DNK,DEU
1905,ESP,DEU
1905,FIN,DEU
1905,FRA,DEU
1905,ITA,DEU
1905,JPN,DEU
1905,NLD,DEU
1905,NOR,DEU
1905,PRT,DEU
1905,SWE,DEU
1906,AUS,DEU
1906,BEL,DEU
1906,CHE,DEU
1906,DNK,DEU
1906,ESP,DEU
1906,FIN,DEU
1906,FRA,DEU
1906,ITA,DEU
1906,JPN,DEU
1906,NLD,DEU
1906,NOR,DEU
1906,PRT,DEU
1906,SWE,DEU
1907,AUS,DEU
1907,BEL,DEU
1907,CHE,DEU
1907,DNK,DEU
1907,ESP,DEU
1907,FIN,DEU
1907,FRA,DEU
1907,ITA,DEU
1907,JPN,DEU
1907,NLD,DEU
1907,NOR,DEU
1907,PRT,DEU
1907,SWE,DEU
1908,AUS,DEU
1908,BEL,DEU
1908,CHE,DEU
1908,DNK,DEU
1908,ESP,DEU
1908,FIN,DEU
1908,FRA,DEU
1908,ITA,DEU
1908,JPN,DEU
1908,NLD,DEU
1908,NOR,DEU
1908,PRT,DEU
1908,SWE,DEU
1909,AUS,DEU
1909,BEL,DEU
1909,CHE,DEU
1909,DNK,DEU
1909,ESP,DEU
1909,FIN,DEU
1909,FRA,DEU
1909,ITA,DEU
1909,JPN,DEU
1909,NLD,DEU
1909,NOR,DEU
1909,PRT,DEU
1909,SWE,DEU
1910,AUS,DEU
1910,BEL,DEU
1910,CHE,DEU
1910,DNK,DEU
1910,ESP,DEU
1910,FIN,DEU
1910,FRA,DEU
1910,ITA,DEU
1910,JPN,DEU
1910,NLD,DEU
1910,NOR,DEU
1910,PRT,DEU
1910,SWE,DEU
1911,AUS,DEU
1911,BEL,DEU
1911,CHE,DEU
1911,DNK,DEU
1911,ESP,DEU
1911,FIN,DEU
1911,FRA,DEU
1911,ITA,DEU
1911,JPN,DEU
1911,NLD,DEU
1911,NOR,DEU
1911,PRT,DEU
1911,SWE,DEU
1912,AUS,DEU
1912,BEL,DEU
1912,CHE,DEU
1912,DNK,DEU
1912,ESP,DEU
1912,FIN,DEU
1912,FRA,DEU
1912,ITA,DEU
1912,JPN,DEU
1912,NLD,DEU
1912,NOR,DEU
1912,PRT,DEU
1912,SWE,DEU
1913,AUS,DEU
1913,BEL,DEU
1913,CHE,DEU
1913,DNK,DEU
1913,ESP,DEU
1913,FIN,DEU
1913,FRA,DEU
1913,ITA,DEU
1913,JPN,DEU
1913,NLD,DEU
1913,NOR,DEU
1913,PRT,DEU
1913,SWE,DEU
1914,AUS,DEU
1914,CHE,DEU
1914,DNK,DEU
1914,ESP,DEU
1914,FIN,DEU
1914,FRA,DEU
1914,ITA,DEU
1914,JPN,DEU
1914,NLD,DEU
1914,NOR,DEU
1914,PRT,DEU
1914,SWE,DEU
1915,AUS,DEU
1915,ESP,DEU
1915,FIN,DEU
1915,JPN,DEU
1915,NLD,DEU
1915,NOR,DEU
1915,PRT,DEU
1915,SWE,DEU
1916,AUS,DEU
1916,CHE,DEU
1916,DNK,DEU
1916,ESP,DEU
1916,FIN,DEU
1916,JPN,DEU
1916,NLD,DEU
1916,NOR,DEU
1916,PRT,DEU
1916,SWE,DEU
1917,AUS,DEU
1917,CHE,DEU
1917,DNK,DEU
1917,ESP,DEU
1917,FIN,DEU
1917,JPN,DEU
1917,NLD,DEU
1917,NOR,DEU
1917,PRT,DEU
1917,SWE,DEU
1918,AUS,DEU
1918,CHE,DEU
1918,DNK,DEU
1918,ESP,DEU
1918,FIN,DEU
1918,JPN,DEU
1918,NLD,DEU
1918,NOR,DEU
1918,PRT,DEU
1918,SWE,DEU
1925,AUS,DEU
1925,BEL,DEU
1925,CHE,DEU
1925,DNK,DEU
1925,ESP,DEU
1925,FIN,DEU
1925,FRA,DEU
1925,ITA,DEU
1925,JPN,DEU
1925,NLD,DEU
1925,NOR,DEU
1925,PRT,DEU
1925,SWE,DEU
1926,AUS,DEU
1926,BEL,DEU
1926,CHE,DEU
1926,DNK,DEU
1926,ESP,DEU
1926,FIN,DEU
1926,FRA,DEU
1926,ITA,DEU
1926,JPN,DEU
1926,NLD,DEU
1926,NOR,DEU
1926,PRT,DEU
1926,SWE,DEU
1927,AUS,DEU
1927,BEL,DEU
1927,CHE,DEU
1927,DNK,DEU
1927,ESP,DEU
1927,FIN,DEU
1927,FRA,DEU
1927,ITA,DEU
1927,JPN,DEU
1927,NLD,DEU
1927,NOR,DEU
1927,PRT,DEU
1927,SWE,DEU
1928,AUS,DEU
1928,BEL,DEU
1928,CHE,DEU
1928,DNK,DEU
1928,ESP,DEU
1928,FIN,DEU
1928,FRA,DEU
1928,ITA,DEU
1928,JPN,DEU
1928,NLD,DEU
1928,NOR,DEU
1928,PRT,DEU
1928,SWE,DEU
1929,AUS,DEU
1929,BEL,DEU
1929,CHE,DEU
1929,DNK,DEU
1929,ESP,DEU
1929,FIN,DEU
1929,FRA,DEU
1929,ITA,DEU
1929,JPN,DEU
1929,NLD,DEU
1929,NOR,DEU
1929,PRT,DEU
1929,SWE,DEU
1930,AUS,DEU
1930,BEL,DEU
1930,CHE,DEU
1930,DNK,DEU
1930,ESP,DEU
1930,FIN,DEU
1930,FRA,DEU
1930,ITA,DEU
1930,JPN,DEU
1930,NLD,DEU
1930,NOR,DEU
1930,PRT,DEU
1930,SWE,DEU
1931,AUS,DEU
1931,BEL,DEU
1931,CHE,DEU
1931,DNK,DEU
1931,ESP,DEU
1931,FIN,DEU
1931,FRA,DEU
1931,ITA,DEU
1931,JPN,DEU
1931,NLD,DEU
1931,NOR,DEU
1931,PRT,DEU
1931,SWE,DEU
1932,AUS,DEU
1932,BEL,DEU
1932,CHE,DEU
1932,DNK,DEU
1932,ESP,DEU
1932,FIN,DEU
1932,FRA,DEU
1932,ITA,DEU
1932,JPN,DEU
1932,NLD,DEU
1932,NOR,DEU
1932,PRT,DEU
1932,SWE,DEU
1933,AUS,DEU
1933,BEL,DEU
1933,CHE,DEU
1933,DNK,DEU
1933,ESP,DEU
1933,FIN,DEU
1933,FRA,DEU
1933,ITA,DEU
1933,JPN,DEU
1933,NLD,DEU
1933,NOR,DEU
1933,PRT,DEU
1933,SWE,DEU
1934,AUS,DEU
1934,BEL,DEU
1934,CHE,DEU
1934,DNK,DEU
1934,ESP,DEU
1934,FIN,DEU
1934,FRA,DEU
1934,ITA,DEU
1934,JPN,DEU
1934,NLD,DEU
1934,NOR,DEU
1934,PRT,DEU
1934,SWE,DEU
1935,AUS,DEU
1935,BEL,DEU
1935,CHE,DEU
1935,DNK,DEU
1935,ESP,DEU
1935,FIN,DEU
1935,FRA,DEU
1935,ITA,DEU
1935,JPN,DEU
1935,NLD,DEU
1935,NOR,DEU
1935,PRT,DEU
1935,SWE,DEU
1936,AUS,DEU
1936,BEL,DEU
1936,CHE,DEU
1936,DNK,DEU
1936,FIN,DEU
1936,FRA,DEU
1936,ITA,DEU
1936,JPN,DEU
1936,NLD,DEU
1936,NOR,DEU
1936,PRT,DEU
1936,SWE,DEU
1937,AUS,DEU
1937,BEL,DEU
1937,CHE,DEU
1937,DNK,DEU
1937,FIN,DEU
1937,FRA,DEU
1937,ITA,DEU
1937,JPN,DEU
1937,NLD,DEU
1937,NOR,DEU
1937,PRT,DEU
1937,SWE,DEU
1938,AUS,DEU
1938,BEL,DEU
1938,CHE,DEU
1938,DNK,DEU
1938,FIN,DEU
1938,FRA,DEU
1938,ITA,DEU
1938,JPN,DEU
1938,NLD,DEU
1938,NOR,DEU
1938,PRT,DEU
1938,SWE,DEU
1939,AUS,DEU
1939,BEL,DEU
1939,CHE,DEU
1939,DNK,DEU
1939,FIN,DEU
1939,FRA,DEU
1939,ITA,DEU
1939,JPN,DEU
1939,NLD,DEU
1939,NOR,DEU
1939,PRT,DEU
1939,SWE,DEU
1940,AUS,DEU
1940,BEL,DEU
1940,CHE,DEU
1940,DNK,DEU
1940,FIN,DEU
1940,FRA,DEU
1940,ITA,DEU
1940,JPN,DEU
1940,NLD,DEU
1940,NOR,DEU
1940,PRT,DEU
1940,SWE,DEU
1941,AUS,DEU
1941,BEL,DEU
1941,CHE,DEU
1941,DNK,DEU
1941,ESP,DEU
1941,FIN,DEU
1941,FRA,DEU
1941,ITA,DEU
1941,JPN,DEU
1941,NLD,DEU
1941,NOR,DEU
1941,PRT,DEU
1941,SWE,DEU
1942,AUS,DEU
1942,BEL,DEU
1942,CHE,DEU
1942,DNK,DEU
1942,ESP,DEU
1942,FIN,DEU
1942,FRA,DEU
1942,ITA,DEU
1942,JPN,DEU
1942,NLD,DEU
1942,NOR,DEU
1942,PRT,DEU
1942,SWE,DEU
1943,AUS,DEU
1943,BEL,DEU
1943,CHE,DEU
1943,DNK,DEU
1943,ESP,DEU
1943,FIN,DEU
1943,FRA,DEU
1943,ITA,DEU
1943,JPN,DEU
1943,NLD,DEU
1943,NOR,DEU
1943,PRT,DEU
1943,SWE,DEU
1949,AUS,DEU
1949,BEL,DEU
1949,CHE,DEU
1949,DNK,DEU
1949,ESP,DEU
1949,FIN,DEU
1949,FRA,DEU
1949,GBR,DEU
1949,ITA,DEU
1949,JPN,DEU
1949,NLD,DEU
1949,NOR,DEU
1949,PRT,DEU
1949,SWE,DEU
1950,AUS,DEU
1950,BEL,DEU
1950,CHE,DEU
1950,DNK,DEU
1950,ESP,DEU
1950,FIN,DEU
1950,FRA,DEU
1950,GBR,DEU
1950,ITA,DEU
1950,JPN,DEU
1950,NLD,DEU
1950,NOR,DEU
1950,PRT,DEU
1950,SWE,DEU
1951,AUS,DEU
1951,BEL,DEU
1951,CHE,DEU
1951,DNK,DEU
1951,ESP,DEU
1951,FIN,DEU
1951,FRA,DEU
1951,GBR,DEU
1951,ITA,DEU
1951,JPN,DEU
1951,NLD,DEU
1951,NOR,DEU
1951,PRT,DEU
1951,SWE,DEU
1952,AUS,DEU
1952,BEL,DEU
1952,CHE,DEU
1952,DNK,DEU
1952,ESP,DEU
1952,FIN,DEU
1952,FRA,DEU
1952,GBR,DEU
1952,ITA,DEU
1952,JPN,DEU
1952,NLD,DEU
1952,NOR,DEU
1952,PRT,DEU
1952,SWE,DEU
1953,AUS,DEU
1953,BEL,DEU
1953,CHE,DEU
1953,DNK,DEU
1953,ESP,DEU
1953,FIN,DEU
1953,FRA,DEU
1953,GBR,DEU
1953,ITA,DEU
1953,JPN,DEU
1953,NLD,DEU
1953,NOR,DEU
1953,PRT,DEU
1953,SWE,DEU
1954,AUS,DEU
1954,BEL,DEU
1954,CHE,DEU
1954,DNK,DEU
1954,ESP,DEU
1954,FIN,DEU
1954,FRA,DEU
1954,GBR,DEU
1954,ITA,DEU
1954,JPN,DEU
1954,NLD,DEU
1954,NOR,DEU
1954,PRT,DEU
1954,SWE,DEU
1955,AUS,DEU
1955,BEL,DEU
1955,CHE,DEU
1955,DNK,DEU
1955,ESP,DEU
1955,FIN,DEU
1955,FRA,DEU
1955,GBR,DEU
1955,ITA,DEU
1955,JPN,DEU
1955,NLD,DEU
1955,NOR,DEU
1955,PRT,DEU
1955,SWE,DEU
1956,AUS,DEU
1956,BEL,DEU
1956,CHE,DEU
1956,DNK,DEU
1956,ESP,DEU
1956,FIN,DEU
1956,FRA,DEU
1956,GBR,DEU
1956,ITA,DEU
1956,JPN,DEU
1956,NLD,DEU
1956,NOR,DEU
1956,PRT,DEU
1956,SWE,DEU
1957,AUS,DEU
1957,BEL,DEU
1957,CHE,DEU
1957,DNK,DEU
1957,ESP,DEU
1957,FIN,DEU
1957,FRA,DEU
1957,GBR,DEU
1957,ITA,DEU
1957,JPN,DEU
1957,NLD,DEU
1957,NOR,DEU
1957,PRT,DEU
1957,SWE,DEU
1958,AUS,DEU
1958,BEL,DEU
1958,CHE,DEU
1958,DNK,DEU
1958,ESP,DEU
1958,FIN,DEU
1958,FRA,DEU
1958,GBR,DEU
1958,ITA,DEU
1958,JPN,DEU
1958,NLD,DEU
1958,NOR,DEU
1958,PRT,DEU
1958,SWE,DEU
1959,AUS,DEU
1959,BEL,DEU
1959,CHE,DEU
1959,DNK,DEU
1959,ESP,DEU
1959,FIN,DEU
1959,FRA,DEU
1959,GBR,DEU
1959,ITA,DEU
1959,JPN,DEU
1959,NLD,DEU
1959,NOR,DEU
1959,PRT,DEU
1959,SWE,DEU
1960,AUS,DEU
1960,BEL,DEU
1960,CHE,DEU
1960,DNK,DEU
1960,ESP,DEU
1960,FIN,DEU
1960,FRA,DEU
1960,GBR,DEU
1960,ITA,DEU
1960,JPN,DEU
1960,NLD,DEU
1960,NOR,DEU
1960,PRT,DEU
1960,SWE,DEU
1961,AUS,DEU
1961,BEL,DEU
1961,CHE,DEU
1961,DNK,DEU
1961,ESP,DEU
1961,FIN,DEU
1961,FRA,DEU
1961,GBR,DEU
1961,ITA,DEU
1961,JPN,DEU
1961,NLD,DEU
1961,NOR,DEU
1961,PRT,DEU
1961,SWE,DEU
1962,AUS,DEU
1962,BEL,DEU
1962,CHE,DEU
1962,DNK,DEU
1962,ESP,DEU
1962,FIN,DEU
1962,FRA,DEU
1962,GBR,DEU
1962,ITA,DEU
1962,JPN,DEU
1962,NLD,DEU
1962,NOR,DEU
1962,PRT,DEU
1962,SWE,DEU
1963,AUS,DEU
1963,BEL,DEU
1963,CHE,DEU
1963,DNK,DEU
1963,ESP,DEU
1963,FIN,DEU
1963,FRA,DEU
1963,GBR,DEU
1963,ITA,DEU
1963,JPN,DEU
1963,NLD,DEU
1963,NOR,DEU
1963,PRT,DEU
1963,SWE,DEU
1964,AUS,DEU
1964,BEL,DEU
1964,CHE,DEU
1964,DNK,DEU
1964,ESP,DEU
1964,FIN,DEU
1964,FRA,DEU
1964,GBR,DEU
1964,ITA,DEU
1964,JPN,DEU
1964,NLD,DEU
1964,NOR,DEU
1964,PRT,DEU
1964,SWE,DEU
1965,AUS,DEU
1965,BEL,DEU
1965,CHE,DEU
1965,DNK,DEU
1965,ESP,DEU
1965,FIN,DEU
1965,FRA,DEU
1965,GBR,DEU
1965,ITA,DEU
1965,JPN,DEU
1965,NLD,DEU
1965,NOR,DEU
1965,PRT,DEU
1965,SWE,DEU
1966,AUS,DEU
1966,BEL,DEU
1966,CHE,DEU
1966,DNK,DEU
1966,ESP,DEU
1966,FIN,DEU
1966,FRA,DEU
1966,GBR,DEU
1966,ITA,DEU
1966,JPN,DEU
1966,NLD,DEU
1966,NOR,DEU
1966,PRT,DEU
1966,SWE,DEU
1967,AUS,DEU
1967,BEL,DEU
1967,CHE,DEU
1967,DNK,DEU
1967,ESP,DEU
1967,FIN,DEU
1967,FRA,DEU
1967,GBR,DEU
1967,ITA,DEU
1967,JPN,DEU
1967,NLD,DEU
1967,NOR,DEU
1967,PRT,DEU
1967,SWE,DEU
1968,AUS,DEU
1968,BEL,DEU
1968,CHE,DEU
1968,DNK,DEU
1968,ESP,DEU
1968,FIN,DEU
1968,FRA,DEU
1968,GBR,DEU
1968,ITA,DEU
1968,JPN,DEU
1968,NLD,DEU
1968,NOR,DEU
1968,PRT,DEU
1968,SWE,DEU
1969,AUS,DEU
1969,BEL,DEU
1969,CHE,DEU
1969,DNK,DEU
1969,ESP,DEU
1969,FIN,DEU
1969,FRA,DEU
1969,GBR,DEU
1969,ITA,DEU
1969,JPN,DEU
1969,NLD,DEU
1969,NOR,DEU
1969,PRT,DEU
1969,SWE,DEU
1970,AUS,DEU
1970,BEL,DEU
1970,CHE,DEU
1970,DNK,DEU
1970,ESP,DEU
1970,FIN,DEU
1970,FRA,DEU
1970,GBR,DEU
1970,ITA,DEU
1970,JPN,DEU
1970,NLD,DEU
1970,NOR,DEU
1970,PRT,DEU
1970,SWE,DEU
1971,AUS,DEU
1971,BEL,DEU
1971,CHE,DEU
1971,DNK,DEU
1971,ESP,DEU
1971,FIN,DEU
1971,FRA,DEU
1971,GBR,DEU
1971,ITA,DEU
1971,JPN,DEU
1971,NLD,DEU
1971,NOR,DEU
1971,PRT,DEU
1971,SWE,DEU
1972,AUS,DEU
1972,BEL,DEU
1972,CHE,DEU
1972,DNK,DEU
1972,ESP,DEU
1972,FIN,DEU
1972,FRA,DEU
1972,GBR,DEU
1972,ITA,DEU
1972,JPN,DEU
1972,NLD,DEU
1972,NOR,DEU
1972,PRT,DEU
1972,SWE,DEU
1973,AUS,DEU
1973,BEL,DEU
1973,CHE,DEU
1973,DNK,DEU
1973,ESP,DEU
1973,FIN,DEU
1973,FRA,DEU
1973,GBR,DEU
1973,ITA,DEU
1973,JPN,DEU
1973,NLD,DEU
1973,NOR,DEU
1973,PRT,DEU
1973,SWE,DEU
1974,AUS,DEU
1974,BEL,DEU
1974,CHE,DEU
1974,DNK,DEU
1974,ESP,DEU
1974,FIN,DEU
1974,FRA,DEU
1974,GBR,DEU
1974,ITA,DEU
1974,JPN,DEU
1974,NLD,DEU
1974,NOR,DEU
1974,PRT,DEU
1974,SWE,DEU
1975,AUS,DEU
1975,BEL,DEU
1975,CHE,DEU
1975,DNK,DEU
1975,ESP,DEU
1975,FIN,DEU
1975,FRA,DEU
1975,GBR,DEU
1975,ITA,DEU
1975,JPN,DEU
1975,NLD,DEU
1975,NOR,DEU
1975,PRT,DEU
1975,SWE,DEU
1976,AUS,DEU
1976,BEL,DEU
1976,CHE,DEU
1976,DNK,DEU
1976,ESP,DEU
1976,FIN,DEU
1976,FRA,DEU
1976,GBR,DEU
1976,ITA,DEU
1976,JPN,DEU
1976,NLD,DEU
1976,NOR,DEU
1976,PRT,DEU
1976,SWE,DEU
1977,AUS,DEU
1977,BEL,DEU
1977,CHE,DEU
1977,DNK,DEU
1977,ESP,DEU
1977,FIN,DEU
1977,FRA,DEU
1977,GBR,DEU
1977,ITA,DEU
1977,JPN,DEU
1977,NLD,DEU
1977,NOR,DEU
1977,PRT,DEU
1977,SWE,DEU
1978,AUS,DEU
1978,BEL,DEU
1978,CHE,DEU
1978,DNK,DEU
1978,ESP,DEU
1978,FIN,DEU
1978,FRA,DEU
1978,GBR,DEU
1978,ITA,DEU
1978,JPN,DEU
1978,NLD,DEU
1978,NOR,DEU
1978,PRT,DEU
1978,SWE,DEU
1979,AUS,DEU
1979,BEL,DEU
1979,CHE,DEU
1979,DNK,DEU
1979,ESP,DEU
1979,FIN,DEU
1979,FRA,DEU
1979,GBR,DEU
1979,ITA,DEU
1979,JPN,DEU
1979,NLD,DEU
1979,NOR,DEU
1979,PRT,DEU
1979,SWE,DEU
1980,AUS,DEU
1980,BEL,DEU
1980,CHE,DEU
1980,DNK,DEU
1980,ESP,DEU
1980,FIN,DEU
1980,FRA,DEU
1980,GBR,DEU
1980,ITA,DEU
1980,JPN,DEU
1980,NLD,DEU
1980,NOR,DEU
1980,PRT,DEU
1980,SWE,DEU
1981,AUS,DEU
1981,BEL,DEU
1981,CHE,DEU
1981,DNK,DEU
1981,ESP,DEU
1981,FIN,DEU
1981,FRA,DEU
1981,GBR,DEU
1981,ITA,DEU
1981,JPN,DEU
1981,NLD,DEU
1981,NOR,DEU
1981,PRT,DEU
1981,SWE,DEU
1982,AUS,DEU
1982,BEL,DEU
1982,CHE,DEU
1982,DNK,DEU
1982,ESP,DEU
1982,FIN,DEU
1982,FRA,DEU
1982,GBR,DEU
1982,ITA,DEU
1982,JPN,DEU
1982,NLD,DEU
1982,NOR,DEU
1982,PRT,DEU
1982,SWE,DEU
1983,AUS,DEU
1983,BEL,DEU
1983,CHE,DEU
1983,DNK,DEU
1983,ESP,DEU
1983,FIN,DEU
1983,FRA,DEU
1983,GBR,DEU
1983,ITA,DEU
1983,JPN,DEU
1983,NLD,DEU
1983,NOR,DEU
1983,PRT,DEU
1983,SWE,DEU
1984,AUS,DEU
1984,BEL,DEU
1984,CHE,DEU
1984,DNK,DEU
1984,ESP,DEU
1984,FIN,DEU
1984,FRA,DEU
1984,GBR,DEU
1984,ITA,DEU
1984,JPN,DEU
1984,NLD,DEU
1984,NOR,DEU
1984,PRT,DEU
1984,SWE,DEU
1985,AUS,DEU
1985,BEL,DEU
1985,CHE,DEU
1985,DNK,DEU
1985,ESP,DEU
1985,FIN,DEU
1985,FRA,DEU
1985,GBR,DEU
1985,ITA,DEU
1985,JPN,DEU
1985,NLD,DEU
1985,NOR,DEU
1985,PRT,DEU
1985,SWE,DEU
1986,AUS,DEU
