year,iso_domestic,weights_sum_check,foreign_tr_hedged,foreign_tr_unhedged,domestic_tr,asset_class
1911,GBR,true,0.05910608219244602,0.0588641899821935,0.016035713255405426,Equities
1951,BEL,true,0.23028489261961638,0.28077913886497907,0.4205018877983093,Equities
1927,JPN,true,0.24226528957669247,0.25617500539962806,-0.0653478354215622,Equities
1918,DEU,true,0.19369095332828296,0.08289696777220319,-0.26594823598861694,Equities
2013,NOR,true,0.31224747527849156,0.41497487944924755,0.23592065274715424,Equities
1937,NLD,true,-0.15021319319749332,-0.013910368619025414,0.6067575812339783,Equities
1996,FRA,true,0.2316811032878195,0.28476779478753156,0.30595406889915466,Equities
1890,DNK,true,0.004179812942998781,0.004569041763836459,0.010680236853659153,Equities
2013,BEL,true,0.31313666675552865,0.23812785979084405,0.18959812819957733,Equities
1987,SWE,true,0.17457972548952028,0.19537953024804083,-0.05962241068482399,Equities
2012,GBR,true,0.1546050283506078,0.13271329013978278,0.12145595997571947,Equities
1909,USA,true,0.11344979737581025,0.11533440853554167,0.18936876952648163,Equities
1942,JPN,true,0.18139080134300453,0.18941803864617784,0.24850156903266907,Equities
1959,PRT,true,0.24961013043754243,0.2550462133408194,0.11209318041801454,Equities
1936,DEU,true,0.26951696219706317,0.2598040988869068,0.2989019751548767,Equities
2005,GBR,true,0.1594918739900047,0.21482845796257832,0.21643610298633575,Equities
1928,DEU,true,0.2773066264605916,0.2796820324789816,0.11162931472063065,Equities
1910,NOR,true,0.0063550969400419065,0.006367516207185918,0.08569956570863724,Equities
1967,DNK,true,0.20244726699883114,0.2743900340762413,-0.14915709197521212,Equities
1951,AUS,true,0.24085142470600407,0.2444671431623299,-0.04600000008940697,Equities
2002,FRA,true,-0.21704573162417268,-0.2964853428112828,-0.2927267551422119,Equities
1889,BEL,true,0.09830971073986369,0.0943766721970023,0.2971450984477997,Equities
1893,USA,true,0.023511697506397936,0.015402939826877094,-0.15426497161388397,Equities
1944,NLD,true,0.13593217925749673,0.1292603685360467,0.06342857331037521,Equities
2008,SWE,true,-0.38398721598401897,-0.2533103494457948,-0.3926890194416046,Equities
1915,FIN,true,0.14289441699563735,0.35633879819510195,0.2553213834762573,Equities
1930,CHE,true,-0.16982032887347082,-0.18012905070154964,-0.055574674159288406,Equities
1985,ESP,true,0.3124985632688645,0.3015736850431531,0.3446483910083771,Equities
2015,FIN,true,0.055123844362346595,0.14399140675436936,0.14863774180412292,Equities
2016,GBR,true,0.03775987312243474,0.243439674756435,0.15410000085830688,Equities
1931,NLD,true,-0.28711295942632675,-0.3203505447377448,-0.24899999797344208,Equities
2019,JPN,true,0.1312728742454436,0.10930639785243927,0.18479999899864197,Equities
1948,SWE,true,0.022889092286786438,0.24198705723437708,-0.045005980879068375,Equities
1972,USA,true,0.32168165497837586,0.33365632481237817,0.2165977656841278,Equities
1915,NLD,true,0.14719906378039,0.10891963112765835,0.06257780641317368,Equities
1966,NLD,true,-0.061029291859151596,-0.06065616333808631,-0.14301848411560059,Equities
1952,SWE,true,0.13572339581584975,0.08431514825116412,-0.11040817946195602,Equities
1926,DEU,true,0.10268002469349799,0.11804044449922918,1.3776044845581055,Equities
1981,USA,true,0.14867402689156833,-0.0042382311245008145,-0.02299625426530838,Equities
1935,GBR,true,0.30534980757990243,0.32465521906946215,0.13990840315818787,Equities
2019,CHE,true,0.1317063058319326,0.10993261569526634,0.29899999499320984,Equities
1910,JPN,true,0.0021600537040180126,0.00446609230258797,0.33671119809150696,Equities
1906,BEL,true,0.09563779954407704,0.10808961639001705,0.11540910601615906,Equities
