,cash,bonds,equities,cpi
1997-04-01,0.0055767122999998975,0.014659960538701222,0.014409650962912135,0.0003332222839094179
1997-05-01,0.0060258903999999,0.011317343528909563,0.060258444208023176,0.0003332222839094179
1997-06-01,0.005613698599999939,0.019097949467370423,0.05556711795494862,0.0003332222839094179
1997-07-01,0.007083287699999996,0.020476678987078722,0.06593108271589365,0.0016638965793120963
1997-08-01,0.006913424700000226,-0.0014337619490523146,-0.030221093928477605,0.0016638965793120963
1997-09-01,0.006373972600000055,0.01833945345687593,0.0409148633955716,0.0016638965793120963
1997-10-01,0.006781780799999915,0.010416468297197445,-0.04340725501649312,0.0019960132802336883
1997-11-01,0.005880821899999944,0.006521952771149531,-0.006883736297676246,0.0019960132802336883
1997-12-01,0.007520684900000019,0.00869109245982358,0.049636126430269156,0.0019960132802336883
1998-01-01,0.0077287670999999225,0.016372828607928547,0.0032455909489215173,0.000666222715391962
1998-02-01,0.006919452100000001,0.006689577828755455,0.05516020085704376,0.000666222715391962
1998-03-01,0.008331780800000077,0.008071970889650393,0.0789924660957706,0.000666222715391962
1998-04-01,0.007331506799999721,0.008875524203094898,0.0013902540646051342,0.0016638965793120963
1998-05-01,0.007117260300000039,0.015886568834354575,-0.0005986430992747094,0.0016638965793120963
1998-06-01,0.006686301400000039,0.009106767702351526,-0.004653637826099732,0.0016638965793120963
1998-07-01,0.006021643800000032,0.010116938862788638,0.007894712944248594,0.0016638965793120963
1998-08-01,0.005248767100000107,0.014688795962466639,-0.1282576050684754,0.0016638965793120963
1998-09-01,0.004130136999999978,0.023859701106795805,-0.004047080021709504,0.0016638965793120963
1998-10-01,0.0037964383999999907,0.0020931324508974836,0.0420610541269264,-0.0026738095522708116
1998-11-01,0.003102739699999857,0.00738824067876398,0.05593498750815007,-0.0026738095522708116
1998-12-01,0.003957808200000024,-0.0008352350323815871,0.028110264935764073,-0.0026738095522708116
1999-01-01,0.003087260300000061,0.011117864257723875,0.00952852336910226,-0.0010010016700073843
1999-02-01,0.003532602699999998,-0.009016199320884266,0.00015921841287247496,-0.0010010016700073843
1999-03-01,0.0039365753000000225,0.009029460616571061,0.021779975313956257,-0.0010010016700073843
1999-04-01,0.0034244681836514967,0.007520752475430825,0.05492483354014999,0.000666222715391962
1999-05-01,0.003538818865321147,-0.005767073323057925,-0.0125279841209609,0.000666222715391962
1999-06-01,0.0034244681836512747,-0.008480667389815788,0.0574506105002337,0.000666222715391962
1999-07-01,0.003538818865321147,-0.002171010637351256,0.0057873028908748125,0.001331559495668655
1999-08-01,0.003538818865321147,-0.000973873490870858,0.0018017148463651544,0.001331559495668655
1999-09-01,0.0034244681836514967,0.005542560594391066,-0.017275726909503186,0.001331559495668655
1999-10-01,0.003538818865321147,0.0011290772968941543,0.022982427972614516,0.000666222715391962
1999-11-01,0.003608745019255233,0.0035316827401923323,0.023225527409277413,0.000666222715391962
1999-12-01,0.003946432190744531,-0.0004677533858427063,0.04760661709187897,0.000666222715391962
2000-01-01,0.0040316736432388645,-0.0014401235376599875,-0.019374697954763986,0.0023279099634261335
2000-02-01,0.0038813384520290928,0.00879032414538461,0.004808686952895602,0.0023279099634261335
2000-03-01,0.004371861350949802,0.011222441157480612,0.03732429718969943,0.0023279099634261335
2000-04-01,0.004485445258279652,0.002396098397931423,-0.021788330490389418,0.0023279099634261335
2000-05-01,0.004951238485694454,0.0027672941049705635,0.02525817983542522,0.0023279099634261335
2000-06-01,0.0049918530465022926,0.011488640950773288,0.02012621036324469,0.0023279099634261335
2000-07-01,0.005158676613066682,0.0077642493628593545,0.014628571570165727,0.004645056706755524
2000-08-01,0.00515867661306646,0.0070917273025792316,0.06556486831351349,0.004645056706755524
2000-09-01,0.004991853046502515,0.008409147042754306,-0.00883160724471821,0.004645056706755524
2000-10-01,0.00515867661306646,0.008121623961650837,-0.005355673894194779,0.003984105820773243
2000-11-01,0.004991853046502515,0.01339390095959514,-0.03732796474339661,0.003984105820773243
2000-12-01,0.00515867661306646,0.013119394610702217,-0.008245458947552686,0.003984105820773243
2001-01-01,0.00515867661306646,0.012705023746010013,0.0398952239191499,-0.0006671116055976256
2001-02-01,0.004658288970597502,0.00846810938517284,-0.021061801142440717,-0.0006671116055976256
2001-03-01,0.005042049474446975,0.0077580476129888165,-0.0023498324123042424,-0.0006671116055976256
2001-04-01,0.004719526410514652,-0.0012623032344752927,0.057864789261298455,0.0029910447317695876
2001-05-01,0.004652234977028602,0.006042710959614617,0.004323580821013584,0.0029910447317695876
2001-06-01,0.004407282554185654,0.005225036404065353,0.01399790216590846,0.0029910447317695876
2001-07-01,0.004554526025462691,0.014312115506866174,-0.02545000105843298,0.0019960132802336883
2001-08-01,0.004554526025462691,0.010756294255165777,-0.04766586776064108,0.0019960132802336883
2001-09-01,0.004250752925461843,0.013593529400451665,-0.07598563769865185,0.0019960132802336883
2001-10-01,0.004149571599670221,0.020392545028217635,0.043321638849794786,0.0019960132802336883
2001-11-01,0.003792644513360033,-0.00647807945635781,0.06637163477007135,0.0019960132802336883
2001-12-01,0.0037428486250283832,-0.0030499277334589125,0.019611352158563466,0.0019960132802336883
2002-01-01,0.0037428486250283832,0.005396489771159807,0.010825976558695327,0.0019960132802336883
2002-02-01,0.003380026051600371,0.008169951360713634,-0.003155978185931718,0.0019960132802336883
2002-03-01,0.0038217079849447444,-0.009688031253284546,0.021828261443700203,0.0019960132802336883
2002-04-01,0.003910667107121402,0.016858081508070777,-0.013996335676897953,0.0033222835420891883
2002-05-01,0.00426078279034825,0.007846922431995473,-0.020177170093526264,0.0033222835420891883
2002-06-01,0.0042115778819378225,0.013550884120526518,-0.05630355809973553,0.0033222835420891883
2002-07-01,0.004541490419718297,0.0179304400047966,-0.05918753871392746,0.0016638965793120963
2002-08-01,0.004554526025462691,0.016221628639196073,0.017496642051292755,0.0016638965793120963
2002-09-01,0.004407282554185654,0.017894047837889282,-0.07281028295589598,0.0016638965793120963
2002-10-01,0.004554526025462469,0.0019780598779572944,0.01651159864580154,0.0019960132802336883
2002-11-01,0.004407282554185654,0.003023081285732143,0.02190582824709164,0.0019960132802336883
2002-12-01,0.004554526025462691,0.02136300024311244,-0.0442989603109033,0.0019960132802336883
2003-01-01,0.004554526025462691,0.006826507387060143,-0.03061431943463111,0.001331559495668655
2003-02-01,0.004112860355495629,0.01485144340596345,-0.03181190812970258,0.001331559495668655
2003-03-01,0.004554526025462691,0.002529555345971879,0.006757088785157572,0.001331559495668655
2003-04-01,0.004361656233737854,0.009249725427726174,0.07731530845044521,0.0
2003-05-01,0.00435226887488227,0.022261333422660012,0.047273715664728266,0.0
2003-06-01,0.004041621726036615,0.0015808659314218154,0.034072820100016,0.0
2003-07-01,0.00409719093442984,-0.017786444350186725,0.027651957620845824,0.0016638965793120963
2003-08-01,0.003946432190744309,0.0013759532182202605,0.04540323795708634,0.0016638965793120963
2003-09-01,0.003818885160334018,0.02197338842537233,0.0029792300079267697,0.0016638965793120963
2003-10-01,0.003946432190744531,-0.006891191488027526,0.043786950752396914,0.0023279099634261335
2003-11-01,0.003818885160334018,0.004403170881599694,-0.006871518851657932,0.0023279099634261335
2003-12-01,0.003946432190744531,0.013488702352191462,0.037990327774739985,0.0023279099634261335
2004-01-01,0.003966110222428876,0.00875609028626001,0.012619213075630409,0.001331559495668655
2004-02-01,0.0038813384520290928,0.014089283184650414,0.01061801148181174,0.001331559495668655
2004-03-01,0.004149571599670221,0.010136457272425403,0.03623159058375469,0.001331559495668655
2004-04-01,0.004028534850363474,-0.013738911028601364,0.016304652778091233,0.002659586992916907
2004-05-01,0.00435226887488227,0.0005288186152405672,-0.005012334372143656,0.002659586992916907
2004-06-01,0.0043486158867309666,0.005033378452197201,0.027830881709592248,0.002659586992916907
2004-07-01,0.004574076014930872,0.0102769166701,-0.009024602097564838,0.0019960132802336883
2004-08-01,0.004756345046632138,0.018963399600081532,-0.012450523718518292,0.0019960132802336883
2004-09-01,0.004745497844551583,0.007326782348657579,0.018165502573482817,0.0019960132802336883
2004-10-01,0.004983681139263618,0.011673905132711715,0.014923273126111747,0.0029910447317695876
2004-11-01,0.004991853046502515,0.006107233256190003,0.04034850115071009,0.0029910447317695876
2004-12-01,0.00515867661306646,0.01030964972669235,0.032358183651742145,0.0029910447317695876
2005-01-01,0.00515867661306646,0.009817846380179907,0.006560375423129816,0.001331559495668655
2005-02-01,0.004658288970597502,-0.00032475595232450694,0.026310207532153518,0.001331559495668655
2005-03-01,0.0053010230349643805,0.004788955916276372,-0.01391352590227668,0.001331559495668655
2005-04-01,0.005185868411004879,0.01626176905605803,-0.04320471820021399,0.0029910447317695876
2005-05-01,0.005359193080598956,0.012776825626575894,0.04599311433525943,0.0029910447317695876
2005-06-01,0.005185868411004879,0.01173302041337454,0.043397847750692,0.0029910447317695876
2005-07-01,0.0053591930805994,-0.001457637769177289,0.05636682294395334,0.0036533037850248196
2005-08-01,0.005359193080598956,0.011786582046044991,-0.005032874829112188,0.0036533037850248196
2005-09-01,0.005185868411004879,-0.0018259625372116783,0.037008794901207676,0.0036533037850248196
2005-10-01,0.005391494098489824,-0.003425856694774687,-0.03921181869788548,0.0023279099634261335
2005-11-01,0.005379466197243277,0.005842953229503234,0.03317162292346554,0.0023279099634261335
2005-12-01,0.005713890407376132,0.011124457731087167,0.04170835765793979,0.0023279099634261335
2006-01-01,0.005758937089581639,0.00316406563689009,0.04154823167190713,0.0019960132802336883
2006-02-01,0.005200174165137739,0.004894024172084732,0.024067319511179353,0.0019960132802336883
2006-03-01,0.005758937089581639,-0.002964611431684916,0.08339104876369019,0.0019960132802336883
2006-04-01,0.005572648278754144,0.00034264586161247834,0.011101609586909422,0.004975206272652466
2006-05-01,0.005758937089581639,0.005522282618938057,-0.045362388406677834,0.004975206272652466
2006-06-01,0.005572648278754366,0.00293060951176094,0.01895751544203872,0.004975206272652466
2006-07-01,0.005758937089581417,0.01155067072468019,-0.009605650368841756,0.0023279099634261335
2006-08-01,0.005758937089581639,0.014256051118178181,-0.014909504200769197,0.0023279099634261335
2006-09-01,0.005572648278754144,0.008103095095573165,0.018933269816006737,0.0023279099634261335
2006-10-01,0.005758937089581639,0.006382886699079826,0.03358427601663694,-0.0006671116055976256
2006-11-01,0.005572648278754144,0.0090586806052666,0.020482587896134552,-0.0006671116055976256
2006-12-01,0.0057589370895818615,-0.00013047424626011495,0.01648854008675804,-0.0006671116055976256
2007-01-01,0.005758937089581639,0.0032775509710400996,0.029595045752103477,0.0016638965793120963
2007-02-01,0.005200174165137739,0.01204318036679175,-0.012942290585128302,0.0016638965793120963
2007-03-01,0.005913217918003255,0.0018588236502512512,0.016687244728878836,0.0016638965793120963
2007-04-01,0.005797504451031221,0.005495261884657099,0.0183155784290443,0.0033222835420891883
2007-05-01,0.006156975316961244,-0.0012979898264645628,0.035913397101782873,0.0033222835420891883
2007-06-01,0.006111362348409033,0.000902819057545523,-0.025030057732290723,0.0033222835420891883
2007-07-01,0.006393707789508207,0.011380376305085926,-0.011301124680319963,0.0016638965793120963
2007-08-01,0.006553322924917726,0.013704971512246367,0.021784609671444466,0.0016638965793120963
2007-09-01,0.006341256584105892,0.006345278322151149,0.0004328352847056127,0.0016638965793120963
2007-10-01,0.006553322924917726,0.008030170987785468,0.020834318789812345,0.003984105820773243
2007-11-01,0.00634125658410567,0.01231013387505242,-0.049872513677169716,0.003984105820773243
2007-12-01,0.006553322924917948,0.005369566691670213,-0.015457501590708467,0.003984105820773243
2008-01-01,0.006553322924917726,0.01770689362813016,-0.09152252010692608,0.0023279099634261335
2008-02-01,0.006129234922628735,0.005891620655261498,-0.0064746190013175164,0.0023279099634261335
2008-03-01,0.006553322924917948,0.005550777822044939,-0.011319607947548938,0.0023279099634261335
2008-04-01,0.00634125658410567,0.0033469347106793723,0.054503790414717646,0.005305139062695918
2008-05-01,0.006553322924917726,-0.00035447086913864556,0.02200828426213275,0.005305139062695918
2008-06-01,0.00634125658410567,0.006564657668505891,-0.08035103031705793,0.005305139062695918
2008-07-01,0.006502275770282395,0.0134323770435405,0.008405667023950958,0.004975206272652466
2008-08-01,0.00635535950875088,0.013725610318865211,0.02165969483438368,0.004975206272652466
2008-09-01,0.005893699674556663,-0.0053890654422549256,-0.0962342307614319,0.004975206272652466
2008-10-01,0.005726763108024002,-0.0009162207894138907,-0.13791727685166155,-0.0016694521863086509
2008-11-01,0.004991853046502515,0.03141070771625176,-0.03990663791160187,-0.0016694521863086509
2008-12-01,0.0040644380507908195,0.024160620553484335,0.0062902217296332275,-0.0016694521863086509
2009-01-01,0.003828276584030732,0.00043509872037006403,0.002028961032964016,0.0009990016633405485
2009-02-01,0.002454822758784392,0.0015066504161864724,-0.08699452484889203,0.0009990016633405485
2009-03-01,0.0024519278578469805,0.0032907147821601423,0.013335061946678106,0.0009990016633405485
2009-04-01,0.002217358055760066,0.009078767195561444,0.14403878022895422,0.0019960132802336883
2009-05-01,0.0018902685722193002,0.002262996085720337,0.011648653034591616,0.0019960132802336883
2009-06-01,0.0018292364310734666,0.008649654462351775,0.001193164236255706,0.0019960132802336883
2009-07-01,0.0018902685722193002,0.014914789346560653,0.08307543894421565,0.0043146900085826445
2009-08-01,0.0018902685722190782,0.011826982868419655,0.030454165375740194,0.0043146900085826445
2009-09-01,0.0018292364310734666,0.010589178630648899,0.0260819589747201,0.0043146900085826445
2009-10-01,0.0018902685722193002,0.0047634413634289885,-0.013990978267039211,-0.0006671116055976256
2009-11-01,0.0018292364310734666,0.01348454964504886,0.016607764524669166,-0.0006671116055976256
2009-12-01,0.0018902685722193002,-0.006673531861764781,0.032148148742551674,-0.0006671116055976256
2010-01-01,0.0018902685722193002,0.013919429941850137,-0.014380929224043104,0.001331559495668655
2010-02-01,0.001707183302238402,0.00816102839844901,0.01793303462516893,0.001331559495668655
2010-03-01,0.0018902685722193002,0.0028583103502681784,0.059952253437586034,0.001331559495668655
2010-04-01,0.0018292364310736886,0.007830209026064017,0.0042767375969332555,0.000666222715391962
2010-05-01,0.0018902685722190782,0.010307285700047908,-0.057924646708092054,0.000666222715391962
2010-06-01,0.001969957324053029,0.01269182399675639,-0.04484622405718075,0.000666222715391962
2010-07-01,0.002118015877506041,0.010851325132344325,0.035992305975101724,0.0036533037850248196
2010-08-01,0.002305154336555315,0.019665272565332126,-0.00953842629849877,0.0036533037850248196
2010-09-01,0.0022307116442199515,0.0016189363474670149,0.06490084101862958,0.0036533037850248196
2010-10-01,0.002305154336555537,0.003191303746030716,0.01464268405611402,0.007608628613007928
2010-11-01,0.0022307116442199515,-0.0076454713615529135,0.005631087608892527,0.007608628613007928
2010-12-01,0.002305154336555315,-0.003247557507829568,0.04405791048075103,0.007608628613007928
2011-01-01,0.002305154336555315,0.0009199549230198834,0.0133772527204441,0.002659586992916907
2011-02-01,0.002081842846046289,0.005526807692738833,0.04095765943960994,0.002659586992916907
2011-03-01,0.002010910198161353,0.0028873012932084663,0.003833758489534489,0.002659586992916907
2011-04-01,0.0018292364310736886,0.011412253454281984,-0.0002951661304811948,0.0033222835420891883
2011-05-01,0.0018902685722193002,0.012160046819889692,-0.024446045172234587,0.0033222835420891883
2011-06-01,0.0018292364310732445,0.0020453280730103884,-0.023544502606179574,0.0033222835420891883
2011-07-01,0.0018902685722193002,0.01337475890677986,-0.04803396332425969,0.001331559495668655
2011-08-01,0.0018902685722193002,0.0143936656534418,-0.0507637454946156,0.001331559495668655
2011-09-01,0.0018292364310734666,0.007450315688574349,-0.02753968298639775,0.001331559495668655
2011-10-01,0.0018902685722193002,0.0017059585685401668,0.05478573708181078,-0.0010010016700073843
2011-11-01,0.0018292364310734666,-0.004192234550802976,-0.010420481400293502,-0.0010010016700073843
2011-12-01,0.0018902685722193002,0.012828308770186148,-0.0026756677497145054,-0.0010010016700073843
2012-01-01,0.0018902685722193002,0.010347593583493575,0.02659805450607955,0.0016638965793120963
2012-02-01,0.0017682080078218476,0.0027697646030331313,0.0368238558547902,0.0016638965793120963
2012-03-01,0.0018902685722193002,0.0033044745791930286,0.024643130905588118,0.0016638965793120963
2012-04-01,0.0018292364310732445,0.009851649020467645,-0.008012658168667586,0.0009990016633405485
2012-05-01,0.0018902685722195223,0.015027879022717183,-0.04096362123578989,0.0009990016633405485
2012-06-01,0.0018292364310734666,-0.0023052998046266815,-0.007802534117900772,0.0009990016633405485
2012-07-01,0.0018902685722193002,0.01702997602175116,0.008178693347672628,0.0009990016633405485
2012-08-01,0.0018902685722193002,0.005418422371673781,0.03422601217347432,0.0009990016633405485
2012-09-01,0.0018292364310734666,0.0036007179996215832,0.020281509747173132,0.0009990016633405485
2012-10-01,0.0018902685722193002,0.004967912168593935,0.013952071466148297,-0.0006671116055976256
2012-11-01,0.0018292364310734666,0.006721996989304424,0.01815245267590937,-0.0006671116055976256
2012-12-01,0.0018902685722193002,0.0027185671036873416,0.021672659968958508,-0.0006671116055976256
2013-01-01,0.0018902685722193002,-0.006675259809916234,0.0434676398467535,0.001331559495668655
2013-02-01,0.001707183302238402,0.007770328150691119,0.021918638933092982,0.001331559495668655
2013-03-01,0.0018902685722193002,0.006548988902584485,0.019078311082324717,0.001331559495668655
2013-04-01,0.0018292364310736886,0.010971995076159313,0.006924054324351392,0.000666222715391962
2013-05-01,0.0018902685722190782,-0.010956258422457732,0.03693975865186494,0.000666222715391962
2013-06-01,0.0018292364310734666,-0.015340678733904545,-0.01795473583426821,0.000666222715391962
2013-07-01,0.0018902685722195223,0.006026485184522423,0.032820197897628134,0.0029910447317695876
2013-08-01,0.0018902685722190782,-0.003074174553525988,0.005971525472858508,0.0029910447317695876
2013-09-01,0.0018292364310736886,0.009001900935778906,0.015753704620157682,0.0029910447317695876
2013-10-01,0.0018902685722190782,0.009067189517755647,0.041263744750379194,0.0003332222839094179
2013-11-01,0.0018292364310734666,0.0007390669857958443,0.011444725207280682,0.0003332222839094179
2013-12-01,0.0018902685722193002,-0.0054313468347778615,0.007153218508329173,0.0003332222839094179
2014-01-01,0.0018902685722193002,0.016227294845885254,-0.013490013445809135,0.0009990016633405485
2014-02-01,0.001707183302238402,0.004855711829268916,0.023703057554939733,0.0009990016633405485
2014-03-01,0.0020176079206586373,0.0011311314127626648,-0.00030672658376462714,0.0009990016633405485
2014-04-01,0.002077025197092519,0.00828640936046865,0.007620126213709222,0.0009990016633405485
2014-05-01,0.002305154336555315,0.012297947203943727,0.020875480317388506,0.0009990016633405485
2014-06-01,0.002357471671578404,0.0029706219796650224,0.0008393235498194151,0.0009990016633405485
2014-07-01,0.0025651852701382705,0.0034440154756123498,0.004371590124365499,0.0009990016633405485
2014-08-01,0.002718196640730808,0.013682798553807496,0.02940194440904209,0.0009990016633405485
2014-09-01,0.002630397659208805,-0.0011733954356863974,-0.001821883657016632,0.0009990016633405485
2014-10-01,0.002718196640730808,0.010919960300186826,0.015351415155535841,-0.0006671116055976256
2014-11-01,0.002630397659208805,0.009377859583802994,0.001571307142963052,-0.0006671116055976256
2014-12-01,0.002718196640730808,0.004384950152085176,0.0019967436729693144,-0.0006671116055976256
2015-01-01,0.002718196640730808,0.02311453775626915,0.02977352018596613,-0.0006671116055976256
2015-02-01,0.002454822758784392,-0.004409933244041708,0.03660277398605216,-0.0006671116055976256
2015-03-01,0.00271819664073103,0.007842677952668575,0.0010766843610787724,-0.0006671116055976256
2015-04-01,0.002630397659208583,-0.0009576631608205766,0.008166059801976822,0.001331559495668655
2015-05-01,0.002718196640730808,0.002181088470217585,0.04380561253979809,0.001331559495668655
2015-06-01,0.0024973667590306725,-0.0052020064140434474,0.0026620013665790143,0.001331559495668655
2015-07-01,0.0024519278578472026,0.009551488743612335,0.010895661138636603,0.0009990016633405485
2015-08-01,0.002305154336555315,0.00023419780206968,-0.03645765313238414,0.0009990016633405485
2015-09-01,0.0020903996967032157,0.00956781779480953,-0.0352709178401861,0.0009990016633405485
2015-10-01,0.0020979429625587187,0.0024959684851892927,0.03491857586783431,-0.0016694521863086509
2015-11-01,0.0020301987328998905,0.0026429401365377636,0.02139933386563997,-0.0016694521863086509
2015-12-01,0.0019506089631649015,-0.0018384762970540258,-0.029211002971929356,-0.0016694521863086509
2016-01-01,0.0018902685722193002,0.015356583972440774,-0.0334193566352633,0.000666222715391962
2016-02-01,0.0017682080078218476,0.008386398404791384,-0.00707439009028088,0.000666222715391962
2016-03-01,0.001742604664744185,0.010591162057460357,0.05895765922739726,0.000666222715391962
2016-04-01,0.001627822629107989,0.002926505863290796,0.01636506867191434,0.001331559495668655
2016-05-01,0.0016821289950501583,0.0039297324767975095,0.019573296151951025,0.001331559495668655
2016-06-01,0.001627822629108211,0.016513299665292136,-0.041914845038461324,0.001331559495668655
2016-07-01,0.0016821289950503804,0.009835647420463056,0.05058835849808685,0.0009990016633405485
2016-08-01,0.001540865809457559,0.0022609724231332784,0.00902334483606948,0.0009990016633405485
2016-09-01,0.0014259552022668487,0.0016010902820349227,0.006924098311285487,0.0009990016633405485
2016-10-01,0.0014735220450383668,-0.008099853681473146,-0.01194716677269303,0.001331559495668655
2016-11-01,0.001284376951331101,-0.013727549132845018,0.030610698683894988,0.001331559495668655
2016-12-01,0.0012644455204957605,0.0036277158263298137,0.028464902100135525,0.001331559495668655
2017-01-01,0.0012644455204957605,-0.0008444585829656681,-0.004188079252719801,0.0033222835420891883
2017-02-01,0.001142009981548009,0.011282942211409797,0.03300285882610687,0.0033222835420891883
2017-03-01,0.0012644455204957605,0.0016148143564957973,0.02522619669739612,0.0033222835420891883
2017-04-01,0.0012236320105631915,0.007466978305588956,0.023746165210285053,0.0
2017-05-01,0.0012644455204957605,0.006402642577788109,-0.013060713753861863,0.0
2017-06-01,0.0012236320105636356,-0.004667918283011052,0.00030888589048516657,0.0
2017-07-01,0.0012644455204957605,0.00536009777479407,0.011038192606631636,0.0016638965793120963
2017-08-01,0.0012644455204957605,0.008855129094972769,0.024384615810700172,0.0016638965793120963
2017-09-01,0.0012236320105634135,-0.004970664780690637,0.021110953962586443,0.0016638965793120963
2017-10-01,0.0012644455204957605,0.005992144431909097,0.048960318389396074,0.0003332222839094179
2017-11-01,0.0012236320105634135,0.001016578592977213,0.01717590445103423,0.0003332222839094179
2017-12-01,0.0012644455204955385,0.0016391292798172419,0.005316161511322415,0.0003332222839094179
2018-01-01,0.0012644455204957605,-0.007512344139678939,0.012198104016917455,0.0016638965793120963
2018-02-01,0.001142009981548009,-0.0006222838219486215,-0.026739561784117627,0.0016638965793120963
2018-03-01,0.0012644455204957605,0.00610982544065064,-0.013801322917846304,0.0016638965793120963
2018-04-01,0.0012236320105631915,-0.0020464266471674764,0.0275838260025576,0.001331559495668655
2018-05-01,0.0012644455204957605,0.006751673259419055,0.014336975696773058,0.001331559495668655
2018-06-01,0.0012236320105636356,0.0012397852593601932,0.01960555076346915,0.001331559495668655
2018-07-01,0.0012644455204957605,0.0007287145651788673,0.015045431318288394,0.0029910447317695876
2018-08-01,0.0012644455204957605,0.006738421903911274,0.025131746286948253,0.0029910447317695876
2018-09-01,0.0012236320105634135,-0.00445301841879675,0.00028127747394890434,0.0029910447317695876
2018-10-01,0.0012644455204957605,0.0019379350504280524,-0.0748382988573707,0.0003332222839094179
2018-11-01,0.0012236320105634135,0.002536728673848021,-0.014771455487317398,0.0003332222839094179
2018-12-01,0.0012644455204955385,0.00831662872716965,-0.05377194199268209,0.0003332222839094179
2019-01-01,0.0012644455204957605,0.008655018403527004,0.054576946417188354,0.0003332222839094179
2019-02-01,0.001142009981548009,0.0028005727365423283,0.038855219153180576,0.0003332222839094179
2019-03-01,0.0012644455204957605,0.0155867478761047,0.008574604909841854,0.0003332222839094179
2019-04-01,0.0012236320105631915,0.0012073743419709349,0.04228841205266942,0.0019960132802336883
2019-05-01,0.0011022559197677584,0.011354998724300458,-0.038845970339138725,0.0019960132802336883
2019-06-01,0.0010208508986142562,0.010888874345114985,0.04127737819392241,0.0019960132802336883
2019-07-01,0.0010548972039079452,0.008789620636421303,0.017736283370117123,0.0023279099634261335
2019-08-01,0.0007159162231904492,0.015184521295799946,-0.012730592940947028,0.0023279099634261335
2019-09-01,0.0006139062145604779,-0.004700660117121447,0.03679968018493773,0.0023279099634261335
2019-10-01,0.0006343762444878109,-0.0023787584773016235,0.0010915420290806832,0.0016638965793120963
2019-11-01,0.0006139062145604779,-0.0012893190427823997,0.025306116887769292,0.0016638965793120963
2019-12-01,0.0006343762444878109,-0.004174000879469286,0.006087626216749964,0.0016638965793120963
2020-01-01,0.0006343762444878109,0.015745007233580965,-0.0030836929609766583,0.002659586992916907
2020-02-01,0.0005934366033895078,0.007602747858936221,-0.07342019966587177,0.002659586992916907
2020-03-01,0.00030749794395790175,-0.02347057717983403,-0.17918880757265532,0.002659586992916907
2020-04-01,0.0,0.01990163892694663,0.10447590237663307,-0.0016694521863086509
2020-05-01,0.0,0.007257395005278999,0.04517477671379533,-0.0016694521863086509
2020-06-01,0.0,0.007246079040407638,0.009694635846356103,-0.0016694521863086509
2020-07-01,0.0,0.008845385885376977,0.0197029736666543,0.0023279099634261335
2020-08-01,0.0,-0.0006824483991506591,0.04536228413232535,0.0023279099634261335
2020-09-01,0.0,0.004402256944168403,-0.015216063901391963,0.0023279099634261335
2020-10-01,0.0,0.0016684550201029325,0.004205639969383057,0.0016638965793120963
2020-11-01,0.0,0.0026568891367146907,0.09255702946680522,0.0016638965793120963
